序号,月报期数,产品分类（月报）,日期,召回数量,产品名称,标题,召回原因,危害源,危害情况,区域,链接,,,,,,,
,12,其他,2020/11/30,500,餐盘,【安徽】芜湖金美利密胺制品有限公司召回6寸密胺餐盘,产品标签未标明“不可微波炉使用”、“适宜使用温度环境”等相关安全警示语，使消费者在不能清楚全面的了解产品情况下，造成错误使用产品，可能会发生不可预见的伤害，存在着一定的安全隐患。,警示说明,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201130_94606.html,,,,,,,
,12,儿童用品,2020/11/30,90,儿童服装,【安徽】安徽三沅服饰有限公司召回部分儿童服装,儿童服装颈部处绳圈带裁剪过长，造成颈部处绳圈带尺寸过长的质量缺陷。导致儿童在运动中有可能被外部物体勾住跌倒，存在可能直接或间接导致儿童身体伤害的安全隐患。 ,绳带,摔伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201130_94605.html,,,,,,,
,12,其他,2020/11/30,4550,密胺碗,【安徽】安徽久信密胺制品有限公司召回部分密胺碗,产品标签未标明“不可微波炉使用”、“适宜使用温度环境”等相关安全警示语，使消费者在不能清楚全面了解产品的情况下，造成错误使用产品，可能会发生不可预见的伤害，存在一定的安全隐患。,警示说明,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201130_94607.html,,,,,,,
,12,其他,2020/11/30,2880,塑料饮料瓶,【安徽】淮北市卡宝食品饮料有限公司召回部分塑料饮料瓶,由于树脂用量不足，瓶坯克重低，导致垂直载压不合格，瓶体的结构稳定性、抗压变形能力差。在正常运输、储存过程中，该缺陷会导致饮料泄露和污染，对食用相关食品的人体造成微生物伤害，存在人身安全隐患码堆强度差，容易倒塌，存在砸伤消费者的危险，可能导致人身伤害和财产损失。,树脂用量不足,人身伤害,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201130_94608.html,,,,,,,
,12,其他,2020/11/30,5000,塑料饮料瓶,【安徽】淮北凌云电力实业有限公司皖露纯净水厂召回部分塑料饮料瓶,由于树脂用量不足，瓶坯克重低，导致垂直载压不合格，瓶体的结构稳定性、抗压变形能力差。在正常运输、储存过程中，该缺陷会导致饮料泄露和污染，对食用相关食品的人体造成微生物伤害，存在人身安全隐患码堆强度差，容易倒塌，存在砸伤消费者的危险，可能导致人身伤害和财产损失。,树脂用量不足,人身伤害,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201130_94609.html,,,,,,,
,12,其他,2020/11/30,810,消防接口,【福建】泉州市广峰消防设备有限公司召回部分消防接口,由于基本尺寸（D1、D2）不符合国家标准GB12514.2-2006的要求，尺寸偏大，可能会出现救援时接口无法有效安装，延误救援的情况发生，存在一定的安全隐患。,产品尺寸,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201130_94612.html,,,,,,,
,12,其他,2020/11/30,110,消防接口,【福建】南安市华泰消防器材有限公司召回部分消防接口,由于基本尺寸（D1、D2）不符合国家标准GB12514.2-2006的要求，尺寸偏大，可能会出现救援时接口无法有效安装，延误救援的情况发生，存在一定的安全隐患。,产品尺寸,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201130_94611.html,,,,,,,
,12,其他,2020/11/30,180,消防接口,【福建】福建闽顺消防科技有限公司召回部分消防接口,由于基本尺寸（D1、D2）不符合国家标准GB12514.2-2006的要求，尺寸偏大，可能会出现救援时接口无法有效安装，延误救援的情况发生，存在一定的安全隐患。,产品尺寸,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201130_94610.html,,,,,,,
,12,其他,2020/11/30,1600,消防接口,【福建】泉州兴鸿消防设备有限公司召回部分消防接口,由于基本尺寸（D1、D2）偏大，不符合国家标准GB12514.2-2006的要求，可能会出现救援时接口无法有效安装，延误救援的情况发生，存在一定的安全隐患。,产品尺寸,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201130_94615.html,,,,,,,
,12,其他,2020/11/30,300,消防接口,【福建】泉州市恒美阀门科技有限公司召回部分消防接口,由于基本尺寸（D1、D2）不符合国家标准GB12514.2-2006的要求，尺寸偏大，可能会出现救援时接口无法有效安装，延误救援的情况发生，存在一定的安全隐患。,产品尺寸,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201130_94614.html,,,,,,,
,12,其他,2020/11/30,320,消防接口,【福建】泉州市广泉消防器材有限公司召回部分消防接口,由于基本尺寸（D1、D2）、水压强度不符合国家标准GB12514.2-2006要求，尺寸偏大及水压强度不足，可能会出现救援时接口无法有效安装及扣爪断裂，延误救援的情况发生，存在一定的安全隐患。,产品尺寸,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201130_94613.html,,,,,,,
,12,其他,2020/11/30,2400,塑料饮料瓶,【安徽】淮北净点食品有限公司召回部分塑料饮料瓶,由于树脂用量不足，瓶坯克重低，导致垂直载压不合格，瓶体的结构稳定性、抗压变形能力差。在正常运输、储存过程中，该缺陷会导致饮料泄露和污染，对食用相关食品的人体造成微生物伤害，存在人身安全隐患码堆强度差，容易倒塌，存在砸伤消费者的危险，可能导致人身伤害和财产损失。,树脂用量不足,人身伤害,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201201_94616.html,,,,,,,
,12,其他,2020/12/1,1400,一次性打包盒,【安徽】淮南唯斯特环保科技有限公司召回（部分）一次性打包盒,由于负重性能未达标，可能会造成食品泄漏、散落，若装送高温食物时，极易造成烫伤，伤及使用者，影响消费者的人身安全。,负重性能,烫伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201201_94617.html,,,,,,,
,12,其他,2020/12/1,1440,一次性日常防护口罩,【安徽】安徽新浩城防护科技有限公司召回（部分）一次性日常防护口罩,经检验过滤效率低于国家相关标准要求，对消费者呼吸安全起不到应有的保护作用。,过滤效率,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201201_94618.html,,,,,,,
,12,其他,2020/12/1,15000,纸碗,【安徽】安庆市金辉纸塑有限公司召回650ML纸碗,由于采用了克数不足的原材料杯片，造成抗压强度不合格，纸碗叠放时可能会造成损毁。,原材料,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201201_94619.html,,,,,,,
,12,日用杂品,2020/12/1,1000,卫生纸,【安徽】安庆市新宜纸业有限公司召回230X160（mm）100克+-4%超柔卫生纸,由于使用了不合格的原材料卫生纸纸浆，造成尘埃度总数、洞眼和外观质量不合格，使用该种超柔软卫生纸时，可能导致细菌感染。,原材料,细菌感染,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201201_94620.html,,,,,,,
,12,其他,2020/12/1,20000,纸杯,【安徽】怀宁县春恒纸塑有限公司召回恒远纸杯,由于对模切成品淋膜纸原材料进行套色印刷时，模具印刷版面尺寸过大不符合材料尺寸要求，使得杯口距杯身15mm内、杯底距杯身10mm内均有印刷，杯子叠放时会造成油墨污染杯子内壁，长期使用，可能对人体健康产生一定的伤害。,模具印刷版面尺寸,人身伤害,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201201_94627.html,,,,,,,
,12,其他,2020/12/1,60000,纸杯,【安徽】怀宁县锐格纸塑包装制品厂召回高级纸杯,由于对模切成品淋膜纸原材料进行套色印刷时，模具印刷版面尺寸过大不符合材料尺寸要求，使得杯口距杯身15mm内、杯底距杯身10mm内均有印刷，杯子叠放时会造成油墨污染杯子内壁，长期使用，可能对人体健康产生一定的伤害。,模具印刷版面尺寸,人身伤害,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201201_94628.html,,,,,,,
,12,其他,2020/12/1,24000,纸杯,【安徽】怀宁县祥和纸杯厂召回晨星纸杯,由于对模切成品淋膜纸原材料进行套色印刷时，模具印刷版面尺寸过大不符合材料尺寸要求，使得杯口距杯身15mm内、杯底距杯身10mm内均有印刷，杯子叠放时会造成油墨污染杯子内壁，长期使用，可能对人体健康产生一定的伤害。,模具印刷版面尺寸,人身伤害,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201201_94630.html,,,,,,,
,12,其他,2020/12/1,8000,纸杯,【安徽】怀宁县世财纸杯厂召回纸杯,由于对模切成品淋膜纸原材料进行套色印刷时，模具印刷版面尺寸过大不符合材料尺寸要求，使得杯口距杯身15mm内、杯底距杯身10mm内均有印刷，杯子叠放时会造成油墨污染杯子内壁，长期使用，可能对人体健康产生一定的伤害杯身挺度低于国家标准要求，盛用热水时可能会发生烫伤或其他意外风险。,模具印刷版面尺寸,人身伤害,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201201_94629.html,,,,,,,
,12,其他,2020/12/1,60000,纸杯,【安徽】怀宁县友子纸杯厂召回顺娴纸杯,由于对模切成品淋膜纸原材料进行套色印刷时，模具印刷版面尺寸过大不符合材料尺寸要求，使得杯口距杯身15mm内、杯底距杯身10mm内均有印刷，杯子叠放时会造成油墨污染杯子内壁，长期使用，可能对人体健康产生一定的伤害。,模具印刷版面尺寸,人身伤害,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201201_94631.html,,,,,,,
,12,儿童用品,2020/12/1,2,儿童自行车,【河北】平乡县佳轩童车厂召回儿童自行车产品,由于在生产过程中产品未标注标准号和儿童自行车序列号或型号，不能正确的指导操作，缺乏警示说明，易造成伤害黑色鞍座皮增塑剂不合格，鞍座皮中含有邻苯，可能会被儿童接触，影响儿童的身体健康和生殖系统的发育。,警示说明、增塑剂,安全隐患、损害生殖系统,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201203_94691.html,,,,,,,
,12,儿童用品,2020/12/1,80,儿童自行车,【河北】平乡县巨鑫玩具有限公司召回儿童自行车产品,由于在生产过程中平衡轮试验时永久变形，当选用强度不够的材料时，易造成儿童在骑行拐弯时，平衡轮支架弯曲，不能起到平衡作用，以致摔伤儿童型号为“恐龙16”和“白雪14”的产品鞍座皮增塑剂不合格，不符合标准会干扰人体内分泌系统，导致男性生殖能力减弱，引发女性性早熟。,原材料强度、增塑剂,摔伤、损害生殖系统,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201203_94692.html,,,,,,,
,12,儿童用品,2020/12/2,20,儿童自行车,【河北】邢台市宏林儿童玩具有限公司召回儿童自行车产品,由于在生产过程中鞍座最大高度等于小于560mm未使用全链罩，易造成儿童肢体夹入车链增塑剂中含有的邻苯，会被儿童接触，会影响儿童的身体健康和生殖系统的发育。,未使用全链罩、增塑剂,夹伤、损害生殖系统,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201203_94694.html,,,,,,,
,12,儿童用品,2020/12/2,30,儿童电动四轮车,【河北】平乡县尚好嘉儿童玩具有限公司召回儿童电动四轮车产品,由于在生产过程中用于包装或玩具中的塑料袋或塑料薄膜不合格，存在缺陷的塑料袋或薄膜可能吸附在儿童的口鼻处，儿童在玩耍时一旦将这类不合格产品套在头上或捂在口鼻处，极易造成窒息风险增塑剂中的某些邻苯二甲酸酯类增塑剂可干扰人体内分泌系统，导致男性生殖能力减弱、引发女性性早熟。,塑料袋或塑料薄膜、增塑剂,窒息、损害生殖系统,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201203_94693.html,,,,,,,
,12,家具及建筑装饰装修材料,2020/12/2,9,鞋柜,【河北】霸州市东段成金家具厂召回鞋柜产品,存在翻门的关闭力不符合标准，容易发生碰、夹伤，造成人身伤害没有使用说明书使消费无法知道产品详细构造及售后服务尖端锐角很容易伤害到消费者。,关闭力、使用说明、尖端,夹伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201203_94695.html,,,,,,,
,12,家具及建筑装饰装修材料,2020/12/2,10,鞋柜,【河北】正定县园芳家具厂召回50-80鞋柜产品,由于升级连接件，产品说明书制作时不严谨，未在使用说明书内明示连接件的安装方法，会造成消费者不会安装或安装不当，易造成砸伤等伤害翻门的关闭力不符合标准，宜发生碰、夹伤，造成人身伤害由于甲醛释放量不符合标准，长期接触可能引起鼻腔，口腔，咽喉皮肤和消化道癌症。,说明书、关闭力、甲醛,砸伤、致癌,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201203_94696.html,,,,,,,
,12,儿童用品,2020/12/2,21,儿童服装,【河北】河北锦翼服装有限公司召回蓝硕闭裆连体衣产品,由于在生产过程中附件抗拉力项目不符合标准，可能会产生附件脱落的风险，可能对人体会造成危害，易导致误食窒息。,抗拉力项目,窒息,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201203_94697.html,,,,,,,
,12,儿童用品,2020/12/2,300,儿童服装,【河北】宁晋县锦帛制衣有限公司召回儿童服装产品,由于在生产过程中耐干摩擦色牢度、附件抗拉强力不符合GB31701-2015标准A类要求，可能导致皮肤过敏，对皮肤产生伤害附件可能脱落，导致儿童误食有产生窒息的危险。,耐干摩擦色牢度、附件抗拉强力,窒息,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201203_94698.html,,,,,,,
,12,儿童用品,2020/12/2,72,儿童服装,【河北】童泰婴幼儿服饰有限公司召回儿童服装产品,由于在生产过程中绳带项目不符合标准，可能会产生勒伤、刮伤的风险。,绳带,勒伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201203_94699.html,,,,,,,
,12,儿童用品,2020/12/2,20,儿童服装,【河北】河北傲贝美服饰有限公司召回儿童服装产品,由于在生产过程中绳带项目不符合标准，可能会勒住儿童脖颈。产生窒息的风险。,绳带,勒伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201203_94701.html,,,,,,,
,12,儿童用品,2020/12/2,50,儿童服装,【河北】宁晋县金宝制衣厂召回儿童服装产品,由于在生产过程中重金属含量项目不符合标准，可能会产生对婴幼儿皮肤过敏的风险。,重金属,过敏,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201203_94700.html,,,,,,,
,12,儿童用品,2020/12/2,70,儿童服装,【河北】河北旭宝制衣有限公司召回南瓜连体衣产品,由于在生产过程中肩带、附件抗拉强力项目不符合标准，可能会对儿童产生吞服零件导致窒息的风险。,肩带、附件抗拉强力,窒息,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201203_94702.html,,,,,,,
,12,纺织品及服装鞋帽,2020/12/2,10,男鞋,【重庆】杨毅（个体工商户）召回部分休闲男鞋,由于供应商提供的原材料原因，产品衬里和内垫耐摩擦色牢度项目不符合标准要求，存在健康安全隐患。,衬里和内垫耐摩擦色牢度项目,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201202_94687.html,,,,,,,
,12,纺织品及服装鞋帽,2020/12/2,25,男鞋,【重庆】璧山区富贵竹鞋厂召回部分男凉鞋,由于供应商提供的原材料原因，产品衬里和内垫耐摩擦强度项目不符合标准要求，存在健康安全隐患。,衬里和内垫耐摩擦色牢度项目,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201202_94686.html,,,,,,,
,12,儿童用品,2020/12/2,100,童鞋,【重庆】璧山区鑫力皮鞋厂召回部分儿童旅游鞋,由于供应商提供的原材料原因，产品鞋帮邻苯二甲酸酯项目不符合标准要求，存在健康安全隐患。,邻苯二甲酸酯,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201202_94688.html,,,,,,,
,12,纺织品及服装鞋帽,2020/12/2,10,男鞋,【重庆】璧山区斯特俐皮鞋厂召回部分男鞋,由于供应商提供的原材料原因，游离或可部分水解的甲醛项目不符合标准要求，存在健康安全隐患。,甲醛,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201202_94690.html,,,,,,,
,12,纺织品及服装鞋帽,2020/12/2,10,女鞋,【重庆】璧山区正中皮鞋厂召回部分女鞋,由于供应商提供的原材料原因，产品勾心硬度项目不符合标准要求，存在健康安全隐患。,勾心硬度项目,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201202_94689.html,,,,,,,
,12,儿童用品,2020/12/2,120000,拼音本,【湖北】湖北双佳纸品有限公司召回部分拼音本,内芯张页中铁钉有轻微外翘现象，不符合相关标准要求，极端情况可能会对学生造成划伤等危险，存在安全隐患。,铁钉外翘,划伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201204_94792.html,,,,,,,
,12,儿童用品,2020/12/3,100,儿童服装,【湖北】荆州市增高针织服饰有限公司召回部分婴儿肚兜,婴儿肚兜颈部绳带过长，不符合相关标准要求，幼儿在穿着过程中绳带过长可能导致被勒伤、摔伤等风险，存在安全隐患。 ,绳带,勒伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201204_94794.html,,,,,,,
,12,儿童用品,2020/12/3,315,婴儿车,【湖北】湖北睿智儿童用品有限公司召回部分轻便豪华多功能婴儿车,婴儿车遮阳蓬杆件与车体管件存在危险夹缝，车身稳定性不合格。导致车辆在使用过程中，可能会夹伤儿童手指或导致儿童摔伤的风险，存在安全隐患。 ,部件缝隙、稳定性,夹伤、安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201204_94793.html,,,,,,,
,12,其他,2020/12/8,400,一次性民用口罩,【湖北】城南开发区亿民劳保用品厂召回部分一次性民用口罩,过滤效率（颗粒物过滤效率）不符合相关标准要求，极端情况下可能导致口罩阻隔飞沫等侵入的防护效果降低，过滤细菌、病毒等气溶胶的能力受影响，存在一定安全隐患。 ,过滤效率,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201209_94911.html,,,,,,,
,12,其他,2020/12/8,500,一次性防护口罩,【湖北】润松防护用品（仙桃）有限公司召回部分一次性防护口罩,过滤效率（颗粒物过滤效率）不符合相关标准要求，极端情况下可能导致口罩阻隔飞沫等侵入的防护效果降低，过滤细菌、病毒等气溶胶的能力受影响，存在一定安全隐患。 ,过滤效率,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201209_94912.html,,,,,,,
,12,儿童用品,2020/12/8,18,婴儿推车,【湖北】汉川市快乐宝贝儿童用品股份有限公司召回部分婴儿推车,婴儿推车遮阳蓬管件与车体管件存在危险夹缝，导致车辆在使用过程中，可能会存在夹伤儿童手指的风险，存在安全隐患。 ,部件缝隙,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201209_94913.html,,,,,,,
,12,其他,2020/12/8,10000,一次性防护口罩,【广西】广西安平纸业有限公司召回部分一次性防护口罩,过滤效率（盐性介质）低于国家相关标准要求，对消费者呼吸安全起不到应有的保护作用，存在安全隐患。,过滤效率,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201209_94914.html,,,,,,,
,12,儿童用品,2020/12/11,195,儿童玩具,【广东】深圳市鑫思达科技有限公司召回磁铁陀螺,由于产品存在小零件（小球）且包装和产品上无安全使用警示说明、产品磁性部件磁通量过高，如果儿童不慎吞食，容易导致窒息或者消化道损伤等危及人身安全的不合理风险。,小零件、警示说明、产品磁性部件磁通量过高,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201214_94965.html,,,,,,,
,12,其他,2020/12/14,40,纸杯,【安徽】黄山佳丰包装制品有限公司召回纸杯,纸杯杯口距杯身15mm内、杯底距杯身10mm内有印刷图案，消费者喝水时嘴唇接触杯口，印刷图案里的油墨可能会被摄入，尤其是含苯油墨对健康更不利。同时在套杯子时，杯子底部有印刷图案，也容易把颜色蹭到另一个杯子的内壁上。 ,苯油墨,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94968.html,,,,,,,
,12,其他,2020/12/14,10000,一次性圆口杯,【安徽】宿州市埇桥区永盛塑料制品厂召回部分一次性圆口杯,负重性能不符合相关标准要求，塑料杯材质较软，在使用中会严重变形，若盛装热水，易造成烫伤，存在安全隐患。,负重性能,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94969.html,,,,,,,
,12,家具及建筑装饰装修材料,2020/12/14,332,室内涂料,【安徽】砀山县宇帆涂料加工厂召回部分室内涂料,游离甲醛项目不符合相关标准要求，会刺激人的眼睛、喉咙、胸腔等，长期吸入会使人体的部分组织遭到破坏，危及人体健康。,游离甲醛,人身伤害,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94970.html,,,,,,,
,12,家用电器及电器附件,2020/12/14,6,取暖器,【安徽】东至县龙泉镇都说好取暖器厂召回部分取暖器,其标志及说明、输入功率格、结构、接地措施均存在设计缺陷，在使用中有可能会导致误用或误判器具工作状态、防触电保护失效，对消费者造成安全隐患。,标志及说明、输入功率格、结构、接地措施均存在设计缺陷,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94972.html,,,,,,,
,12,其他,2020/12/14,42000,一次性防护口罩,【安徽】宿州市华源家居用品有限公司召回部分一次性防护口罩,产品过滤效率（盐性介质）低于相关标准要求，对产品使用者呼吸安全达不到应有的保护作用，存在安全隐患。,过滤效率,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94971.html,,,,,,,
,12,家具及建筑装饰装修材料,2020/12/14,100,平面钢化玻璃,【安徽】淮南金创玻璃有限公司召回（部分）平面钢化玻璃,经过检验碎片实验数量不符合国家相关标准要求，对消费者使用安全性可能存在隐患。,碎片实验数量,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94973.html,,,,,,,
,12,家用电器及电器附件,2020/12/14,10,取暖器,【安徽】东至县永丰取暖器厂召回部分取暖器,其标志及说明、输入功率格、结构、接地措施均存在设计缺陷，在使用中有可能会导致误用或误判器具工作状态、防触电保护失效，对消费者造成安全隐患。,标志及说明、输入功率格、结构、接地措施均存在设计缺陷,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94974.html,,,,,,,
,12,儿童用品,2020/12/14,120,校服,【安徽】铜陵市梅花服装有限公司召回部分小学女装冬季校服,该产品校服经部分学生家长洗涤后，存在不同程度的掉色现象，染料分子和重金属离子等可能通过皮肤吸收，对人体造成危害。 ,掉色,人身伤害,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94975.html,,,,,,,
,12,其他,2020/12/14,6,潜水泵,【安徽】和县和州镇淮水泵厂召回部分潜水泵,经自检发现产品热防护装置不合格，可能存在消费者使用时因触及高温部件造成烫伤的安全隐患。,热防护装置,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94976.html,,,,,,,
,12,交通用具,2020/12/14,300,电动自行车充电器,【安徽】天长市扬能新能源电子科技有限公司召回部分充电器,扬能48V20Ah和60V20Ah电动车专用充电器机械强度项目不符合T/TCDZ0001-2019标准，消费者在使用过程中容易产生危险，存在一定的安全隐患。,机械强度,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94977.html,,,,,,,
,12,交通用具,2020/12/14,2000,电动自行车充电器," 
【安徽】天长市秦栏镇阳德电子厂召回部分充电器",阳德48V12Ah充电器没有按照T/TCDZ0001-2019《电动自行车用蓄电池充电器》标准要求，充电器输入功率和电流及机械强度不符合上述团体标准，对消费者使用存在安全隐患。,输入功率和电流及机械强度,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94978.html,,,,,,,
,12,交通用具,2020/12/14,5000,电动自行车充电器,【安徽】天长市德仁电子有限公司召回部分充电器,2020年4月15日生产的型号为悠正60V20Ah充电器，没有按照T/TCDZ0001-2019《电动自行车用蓄电池充电器》标准要求，充电器输出接线反接或者短接后，保护功能工作不及时，对消费者使用存在安全隐患。,保护功能,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94979.html,,,,,,,
,12,交通用具,2020/12/14,2000,电动自行车充电器,【安徽】天长市昌翼电子有限公司召回部分充电器,昌翼48V20Ah充电器没有按照T/TCDZ0001-2019《电动自行车用蓄电池充电器》标准要求，防反接损坏不符合上述团体标准，对消费者使用存在安全隐患。,防反接损坏,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94980.html,,,,,,,
,12,家具及建筑装饰装修材料,2020/12/14,779,木质地板,【安徽】滁州市鑫森工贸有限公司召回部分浸渍纸层压木质地板,由于在生产过程中选用的基材和耐磨纸中耐磨材料不达标，可能存在容易出现断裂现象，影响产品寿命、造成引燃的安全隐患。,基材和耐磨纸中耐磨材料,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94981.html,,,,,,,
,12,家具及建筑装饰装修材料,2020/12/14,584.8,木质地板,【安徽】滁州市佳仕木业有限公司召回部分浸渍纸层压木质地板,由于在生产过程中选用的耐磨纸中耐磨材料不达标，可能存在影响产品寿命、造成阴燃或引燃的安全隐患，危害人体安全。,耐磨材料,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94982.html,,,,,,,
,12,其他,2020/12/14,80000,发泡餐盒,【安徽】滁州市南谯区飞腾塑料制品加工厂召回部分555型发泡餐盒,由于在生产过程中机器调试不准确，存在负重性能高度不符合GB/T18006.1-2009实施规范的问题，可能会导致餐盒断裂，危害消费者财产安全。,负重性能,财产安全,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94983.html,,,,,,,
,12,家具及建筑装饰装修材料,2020/12/14,18000,硅酮结构胶,【安徽】安徽斯迈特新材料股份有限公司召回部分中性硅酮结构胶,由于在生产过程中工人配方操作失误，制作胶浆基料时过量加入白油，减少了粉料投放，导致胶体过稀，挤出性大，影响产品使用效果，会有胶体开裂的可能性，影响玻璃门窗的防水性和密封效果，存在威胁财产安全的隐患。,白油,财产安全,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94985.html,,,,,,,
,12,家具及建筑装饰装修材料,2020/12/14,753,复合地板,【安徽】滁州嘉诚木业有限公司召回部分9518型强化复合地板,由于在生产过程中压贴温度不稳定，存在静曲强度、密度、表面耐磨及耐香烟灼烧不符合相关标准要求，可能会导致抗断裂性、吸水厚度膨胀率、表面抗摩擦力和表面阻燃性差，危害消费者财产安全。,压贴温度不稳定,财产安全,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94984.html,,,,,,,
,12,电子信息,2020/12/14,2000,电池充电器,【安徽】安徽良宇新能源有限公司召回部分锂离子电池充电器,由于在生产过程中混入多余物，可能存在过热起火的安全隐患，空载直流输出电压不符合零输出安全标志和说明书没有明确的说明，存在一定的危及人身风险的伤害。,混入多余物、空载直流输出电压,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94986.html,,,,,,,
,12,其他,2020/12/14,1500,一次性塑料吸管,【安徽】安徽彩薇新材料科技有限公司召回部分一次性塑料吸管,由于产品直接使用非食品用编织袋进行贮存，可能存在二次污染塑料吸管的安全隐患。,用非食品用编织袋进行贮存,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94987.html,,,,,,,
,12,家具及建筑装饰装修材料,2020/12/14,100,复合地板,【安徽】滁州恒萱木业有限公司召回部分J06强化复合地板,由于在生产过程中压贴温度不稳定，存在静曲强度、密度、表面耐磨及耐香烟灼烧不符合相关标准要求，可能会导致抗断裂性、吸水厚度膨胀率、表面抗摩擦力和表面阻燃性差，危害消费者财产安全。,压贴温度不稳定,财产安全,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202012/t20201215_94997.html,,,,,,,
