序号,产品类别,产品名称,使用对象年龄,使用对象性别,使用环境,使用方式,召回产品存在的一级危害因素,召回产品存在的二级级危害因素,召回产品存在的三级级危害因素,是否符合我国标准或者出口国标准,可能导致的伤害类型,发布国家,发布日期,通报原因
1040,其他,练习用呼吸阀,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,呛噎,中国,2016/11/23,使用呼吸阀进行心肺复苏练习时，呼吸阀底端的盖子可能脱落于练习者口中，存在呛噎的危险。
1041,儿童用品,儿童安全门,15岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,部件空隙或开口,是,勒毙,中国,2016/11/25,安全门栏杆之间的间隔过宽，爬行的儿童可能会尝试把脚和身体穿过栏杆，致使头部被卡住，导致呼吸困难或勒毙。
1042,儿童用品,儿童泳装,57岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,绳索及类似物,是,受伤，勒毙,中国,2016/11/25,系于泳衣背部和颈部的拉绳可能会成为儿童各种活动中的羁绊。
1043,儿童用品,肥皂泡泡玩具,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,致病微生物危害,原核细胞微生物危害,其它,是,微生物,中国,2016/11/25,玩具的皂液中含嗜温需氧菌（测量值高达2.7x105cfu/ml）。由于肥皂液可能接触到嘴、手和眼睛，存在感染的风险。
1044,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/11/25,娃娃的塑料材质含有DEHP（测得占重16.3%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
1045,儿童用品,塑料娃娃套装,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/11/25,娃娃的塑料材质含有DEHP（测得占重4.83%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
1046,儿童用品,玩具口琴,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,噪声危害,变动性噪音危害,变动性噪音危害,是,损伤听力,中国,2016/11/25,峰值声压等级过高，导致听力暂时受损。
1047,儿童用品,玩具长笛,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,噪声危害,变动性噪音危害,变动性噪音危害,是,损伤听力,中国,2016/11/25,峰值声压等级过高，导致听力暂时受损。
1048,家具及建筑装饰装修材料,手电筒,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/11/25,电绝缘不足，可能导致带电部件被接触到。
1049,日用杂品,新奇打火机,14岁~60岁,男女均可使用,高温环境,正确的使用方式,高低温物质危害,高温物质危害,明火,是,火灾,中国,2016/11/25,打火机对儿童有吸引力。儿童可能会把玩并引起火灾。
1050,日用杂品,新奇打火机,14岁~60岁,男女均可使用,高温环境,正确的使用方式,高低温物质危害,高温物质危害,明火,是,火灾,中国,2016/11/25,打火机对儿童有吸引力。儿童可能会把玩并引起火灾。
1051,日用杂品,新奇打火机,14岁~60岁,男女均可使用,高温环境,正确的使用方式,高低温物质危害,高温物质危害,明火,是,,中国,2016/11/25,打火机对儿童有吸引力。儿童可能会把玩并引起火灾。
1052,日用杂品,烟花,14岁~60岁,男女均可使用,高温环境,正确的使用方式,爆炸危害,固相爆炸危害,爆炸性化合物,是,灼伤，火灾,中国,2016/11/25,烟花引火线可能过长。如果烟花延迟爆发，使用者可能在返回检查产品，被意外的爆炸灼伤。此外，烟花炮组极不稳定，燃放过程中无法保持直立状态，很可能倒落在一侧。如发生该情况，燃烧的发射物会击中人，导致灼伤，或接触到可燃物引起火灾。
1053,日用杂品,珠宝套装,14岁~60岁,女,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,镉及其化合物,是,化学,中国,2016/11/25,珠宝含有镉（测得占重高达91％）。镉对人体健康有害，因为它会在体内积聚并损害器官，可能导致癌症。
1054,信息技术产品,旅行插头适配器,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/11/25,插头的某一个管脚与带电插座的插孔建立连接时，插头的其它管脚可能会被接触到。
1055,儿童用品,婴儿连身裤和针织帽套装,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,高低温物质危害,高温物质危害,高温表面,是,燃烧,中国,2016/11/28,加拿大卫生部抽样检测确定上述召回产品不符合加拿大法律有关儿童睡衣易燃性的要求。儿童宽松睡衣比紧身睡衣更容易接触到如火炉、蜡烛和火柴等火源。一旦点燃，宽松睡衣将迅速燃烧，可能会导致儿童身体大面积的严重烧伤。因此，不允许宽松睡衣布料中含棉。
1056,儿童用品,奶嘴夹,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,哽噎,中国,2016/11/29,加拿大卫生部抽样检测确定上述召回产品不符合加拿大法律有关奶嘴夹的要求。召回奶嘴夹的握柄可能会脱落，有造成儿童窒息的危险。
1057,家具及建筑装饰装修材料,门锁,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,粗糙表面,是,滞留,中国,2016/11/29,闩锁可能会失灵，无法从门内开锁，造成滞留的危险。紧急时，无法及时从滞留的空间撤出。
1058,家用电器及电器附件,除湿机,14岁~60岁,男女均可使用,高湿环境,正确的使用方式,电气危害,电气爆炸,过热,是,火灾、烧伤,中国,2016/11/29,产品可能会过热、冒烟并着火，有造成严重火灾及烧伤用户的危险。
1059,文教体育用品,台阶机,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,弹性组件失控,是,坠落,中国,2016/11/29,右手柄的停止/暂停控制可能会失灵，有造成用户坠落的危险。
1060,家具及建筑装饰装修材料,充电LED灯,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,电气爆炸,过热,是,火灾,中国,2016/11/30,充电时锂离子电池过热，存在火灾隐患。
1061,家用电器及电器附件,咖啡机,14岁~60岁,男女均可使用,高温环境,正确的使用方式,高低温物质危害,高温物质危害,高温气体,是,烧伤,中国,2016/11/30,产品顶部的填料盖可能会断裂使蒸汽外泄，有造成烧伤的危险。
1062,信息技术产品,教学用光立方体,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,电气危害,电气爆炸,过热,是,火灾,中国,2016/11/30,光立方体的锂离子电池过热并着火，引发火灾危险。
1063,儿童用品,厨房玩具套装,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,呛噎,中国,2016/12/2,厨房用具的把手易脱落，产生小部件。幼童可能将其放入口中，造成呛噎。
1064,儿童用品,磁性钓鱼玩具,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,呛噎，受伤,中国,2016/12/2,钓竿末端易断裂，释放具有高磁通量的小磁铁。幼童可能将其放入口中，造成呛噎。此外，如果儿童误吞磁铁及其它金属物体，它们会相互吸引，造成肠阻塞或穿孔。
1065,儿童用品,带配件的塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/12/2,娃娃的塑料材料含有DEHP（测得占重超过20%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
1066,儿童用品,带配件的小马,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/12/2,玩具的塑料材料含有DEHP（测得占重15.8%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
1067,儿童用品,公主化装套组,8岁~14岁,女,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,镉及其化合物,是,化学,中国,2016/12/2,手提包的塑料材料含有镉（测得值：1300mg/kg）和DEHP（测得值：0.32%）。此外，它含有DINP和DIDP（测得值分别为：17%和0.36%）。镉对人体健康有害，因为它会在体内积聚并损害器官，可能导致癌症。根据REACH法规，在所有玩具和儿童护理用品中禁止使用DEHP，DBP和BBP，而在可被儿童放入口中的玩具或儿童护理用品中禁止使用DINP，DIDP和DNOP。
1068,儿童用品,海滩玩具套装,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,锐利边缘,是,割伤，受伤,中国,2016/12/2,红色铲子易断裂，露出尖锐部分和边缘，导致儿童把玩时割伤和受伤。
1069,儿童用品,水枪,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/12/2,玩具上的塑料动物头部含有DEHP（测得占重超过20%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
1070,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/12/2,娃娃的塑料材料含有DEHP（测得占重25.5%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。另外，它含有DINP（测得占重14.3%）。
1071,儿童用品,塑料娃娃套装,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/12/2,娃娃的塑料材料含有DEHP（测得占重超过20%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
1072,儿童用品,塑料娃娃套装,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/12/2,娃娃的塑料材料含有DEHP（测得占重高于20%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
1073,儿童用品,塑料娃娃套装,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/12/2,娃娃的塑料材质含有DEHP（测得占重高于20%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
1074,儿童用品,塑料玩具车,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,呛噎,中国,2016/12/2,玩具车顶部的帽子易脱落，产生小部件。幼童可能将其放入口中，造成呛噎。
1075,儿童用品,玩具警械[看图]套装,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,呛噎,中国,2016/12/2,投射物的撞击面是一个易脱落的吸盘。若儿童将投射物放入口中，如舔湿吸盘以便更好的粘在物体表面，吸盘可能会松脱，卡在呼吸道。
1076,儿童用品,玩具来复枪,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,呛噎,中国,2016/12/2,投射物的吸盘易脱落。如果儿童将投射物放入口中，吸盘会脱落，卡在呼吸道。
1077,儿童用品,玩具枪,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,呛噎,中国,2016/12/2,投射物的吸盘易脱落。若儿童将投射物放入口中，吸盘会脱落，卡在呼吸道。
1078,儿童用品,玩具手机,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,噪声危害,稳定性噪音危害,稳定性噪音危害,是,损伤听力,中国,2016/12/2,连续声压等级过高，可能导致部分听力永久性丧失。
1079,儿童用品,婴儿摇铃和牙胶套组,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,呛噎,中国,2016/12/2,附在小鸡形状摇铃上的塑料鸡蛋易破裂，产生小部件（珠子）。幼童可能将其放入口中，造成呛噎。
1080,儿童用品,婴儿移动挂铃,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,呛噎,中国,2016/12/2,摇铃易破裂，产生小部件。幼童可能将其放入口中，造成呛噎。并且，小马摇铃、羔羊摇铃和带跳伞的熊摇铃的头部突出，幼童将其放入口中时，可能会堵塞呼吸道。
1081,家具及建筑装饰装修材料,LED泛光灯,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/12/2,电缆固定处不够坚固，部件可活动。当使用者接触到带电部件时，可能遭受电击。
1082,家具及建筑装饰装修材料,LED泛光灯,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/12/2,电缆固定处不够坚固，部件可活动。当使用者接触到带电部件时，可能遭受电击。
1083,家具及建筑装饰装修材料,带电池充电器的头灯,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,漏电,是,电击，火灾,中国,2016/12/2,电池充电器的电绝缘不足。主电路和二次电路之间的爬电距离太小。这可能造成电击或引发火灾。
1084,家具及建筑装饰装修材料,灯,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/12/2,带电部件和可接触的金属部件之间的爬电距离不足，带电部件可被接触到，使用者有遭受电击的风险。
1085,家具及建筑装饰装修材料,灯串,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,过热,是,电击，火灾,中国,2016/12/2,内部和外部电线的横截面积太小，电线可能会过热；电线末端无适当的防拉扯和防揉捻保护功能。可被接触到的基础绝缘电线还可能接触到锐利边缘。该产品不防潮湿，却被建议户外使用。
1086,家具及建筑装饰装修材料,灯串,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,过热,是,电击，火灾,中国,2016/12/2,内部和外部电线的横截面积太小，电线可能会过热；电线末端无适当的防拉扯和防揉捻保护功能。控制元件的防护盖安装不当。电绝缘不足。可被接触到的基础绝缘电线还可能接触到锐利边缘。该产品不防潮湿，却被建议户外使用。
1087,家具及建筑装饰装修材料,头灯,不限年龄段,男女均可使用,高温环境,正确的使用方式,,,,是,环境,中国,2016/12/2,用于固定头灯带的塑料扣含有占重达0.28%的十溴二苯醚。十溴二苯醚已经被发现对人类健康，野生动物和环境造成严重的风险。
1088,交通工具及相关产品 ,  电动自行车,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,电气危害,电气爆炸,过热,是,火灾,中国,2016/12/2,电源线的导体的横截面积不足，这可能导致电源线过热。
1089,其他 ,方向盘套,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,其它,是,环境,中国,2016/12/2,方向盘套含有短链氯化石蜡（SCCPs）占重达0.3%。目前禁止在市面上销售和使用含有SCCPs物质，因为SCCPs持续存在于环境中，低浓度即对水生生物有毒性，并且可在野生生物及人体内蓄积，对人类健康和环境构成风险。
1090,其他 ,方向盘套,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,其它,是,环境,中国,2016/12/2,方向盘套含有短链氯化石蜡（SCCPs）占重达0.46%。目前禁止在市面上销售和使用含有SCCPs物质，因为SCCPs持续存在于环境中，低浓度即对水生生物有毒性，并且可在野生生物及人体内蓄积，对人类健康和环境构成风险。
1091,其他 ,劈木机,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/12/2,该产品不防潮湿，却被建议户外使用。如果水渗入设备，使用者可能遭受电击。
1092,文教体育用品,沙球,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,哽噎，割伤,中国,2016/12/2,加拿大卫生部抽样检测确定上述召回产品不符合加拿大法律有关玩具安全的要求。小沙球会释放小零件，可能造成儿童窒息的危险。小零件被拆卸时，暴露的锋利部分可能造成割破的危险。
1093,文教体育用品,瑜伽垫,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,其它,是,环境,中国,2016/12/2,瑜伽垫含有短链氯化石蜡（SCCPs）占重达0.23%。目前禁止在市面上销售和使用含有SCCPs物质，因为SCCPs持续存在于环境中，低浓度即对水生生物有毒性，并且可在野生生物及人体内蓄积，对人类健康和环境构成风险。
1094,文教体育用品,运动设备,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,其它,是,环境,中国,2016/12/2,产品含有短链氯化石蜡（SCCPs）占重达0.4%。目前禁止在市面上销售和使用含有SCCPs物质，因为SCCPs持续存在于环境中，低浓度即对水生生物有毒性，并且可在野生生物及人体内蓄积，对人类健康和环境构成风险。
1095,信息技术产品,电池充电器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/12/2,电绝缘不足，并且初级绕组和次级绕组之间的爬电距离不足。使用者可能在接触带电部件时遭受电击。
1096,家具及建筑装饰装修材料,烛台,不限年龄段,男女均可使用,高温环境,正确的使用方式,高低温物质危害,高温物质危害,高温表面,是,火灾,中国,2016/12/6,蜡烛燃烧时，烛台可能会熔化，有造成火灾的危险
1097,儿童用品,泡沫拼图垫,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,哽噎,中国,2016/12/7,加拿大卫生部抽样检测确定上述召回产品不符合加拿大法律有关玩具安全的要求。泡沫拼图垫可能释放小碎片，造成儿童哽噎。 
1098,儿童用品,儿童紧身裤,31岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,哽噎,中国,2016/12/8,兔子尾巴上的绒球易脱落，儿童误食后可能会导致窒息。
1099,儿童用品,儿童睡衣,43岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,绳索及类似物,是,勒毙,中国,2016/12/8,从贴花背面脱落的粘合衬仍附着在边缝上并在衣服内形成一个圈，儿童头部和颈部可能因此被卡在衬里和颈部开口处而导致窒息。
1100,家用电器及电器附件,燃气烤炉,14岁~60岁,男女均可使用,高温环境,正确的使用方式,爆炸危害,气相爆炸危害,爆炸性气体,是,火灾,中国,2016/12/8,煤气橡胶软管可能会断开，有造成火灾的危险。
1101,家用电器及电器附件 ,烤炉,14岁~60岁,男女均可使用,高温环境,正确的使用方式,爆炸危害,气相爆炸危害,爆炸性气体,是,火灾,中国,2016/12/8," 
烤炉的天然气管道可能脱落，引发火灾。"
1102,儿童用品,带配饰的塑料洋娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,哽噎,中国,2016/12/9,洗澡时黄色小花容易脱落。幼童可能将这些小部件放入口中，导致哽噎。
1103,儿童用品,儿童服饰套装,18岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,哽噎,中国,2016/12/9,装饰性水钻和半数的小珠易脱落。幼童可能将其放入口中，导致哽咽。
1104,儿童用品,儿童围嘴,48岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/12/9,围嘴上的塑料块含有DEHP（测得占重7.5%）。
1105,儿童用品,女童连衣裙,37个月~96个月,女,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,哽噎,中国,2016/12/9,装饰性小部件易脱落，幼童可能将其放入口中，导致哽咽。
1106,儿童用品,三轮婴儿推车,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,部件空隙或开口,是,受伤,中国,2016/12/9,前轮之间的缝隙太宽。推动三轮车前行时，儿童的脚趾可能会被打开的轮子夹住，导致受伤或夹伤。
1107,儿童用品,塑料恐龙,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/12/9,塑料恐龙的含有DEHP（测得占重33.1%）和DBP（测得占重0.37%）。
1108,儿童用品,塑料洋娃娃,37个月~96个月,女,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/12/9,洋娃娃的塑料材料含有DEHP（测得占重30%）。
1109,儿童用品,塑料洋娃娃,37个月~96个月,女,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/12/9,洋娃娃或鞋子的塑料材料含有DEHP（测得占重3.7%）。此外，还含有DINP（测得占重1.1%）。
1110,儿童用品,塑料洋娃娃套装,37个月~96个月,女,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/12/9,洋娃娃的塑料材料含有DEHP（测得占重30%）。
1111,儿童用品,塑料洋娃娃套装,37个月~96个月,女,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/12/9,洋娃娃的塑料材料含有DEHP（测得占重高达33.1%）。
1112,儿童用品,玩具手机,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,噪声危害,变动性噪音危害,变动性噪音危害,是,听力受损,中国,2016/12/9,连续的声压等级过高。儿童玩手机或进行活动时，声音十分接近耳朵，可能导致部分听力永久性丧失或耳鸣。
1113,儿童用品,婴儿毛衣,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,哽噎,中国,2016/12/9,装饰性小珠易脱落。幼童可能将其放入口中，导致哽咽。
1114,儿童用品,婴儿洋娃娃套装,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,哽噎,中国,2016/12/9,装有发声元件的隔层的盖子容易脱落。幼童可能将小部件放入口中，导致哽噎。
1115,纺织品及服装鞋帽 ,皮革腰带,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,铬及其化合物,是,化学,中国,2016/12/9,皮革中的六价铬含量过高（测得值40.1mg/kg）。六价铬具有致敏性，并可能引发过敏反应。
1116,家具及建筑装饰装修材料,LED灯泡,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/12/9,带电部件和可接触的导电部件之间的爬电距离不足。这可能导致使用者接触到带电部件，造成电击。
1117,家具及建筑装饰装修材料,灯串,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,漏电,是,,中国,2016/12/9,内外电线的横截面积太小，电线可能过热。焊接到控制元件端头和LED灯上的电线末端缺少充分的防拉扯和扭曲保护。电线延长线的插座允许插头单极插入，使得其余的带电管脚可被接触。可被接触的电线可能接触到控制元件的锐利边缘，导致损坏。LED灯的绝缘不足。该产品防潮性能不足，却被推荐户外使用，有电击和火灾的风险。
1118,家具及建筑装饰装修材料,灯串,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,过热,是,电击，火灾,中国,2016/12/9,内外电线的横截面积太小，电线可能过热。焊接到控制元件端头和LED灯上的电线末端缺少充分的防拉扯和扭曲保护。可被接触的电线可能接触到控制元件的锐利边缘，导致损坏。LED灯的绝缘不足。该产品防潮性能不足，却被推荐户外使用，有电击和火灾的风险。
1119,家用电器及电器附件,电热壶,14岁~60岁,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/12/9,若把电热壶从底座上提起来，在连接带电的同时，或在此之前，接地连接就会被打破。在出现故障的情况下，可能会因此造成电击的风险。
1120,其他 ,洗浴产品,14岁~60岁,男女均可使用,高湿环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,是,化学,中国,2016/12/9,产品含有苯酚（测得占重0.04%），苯酚是一种刺激物，并且会导致皮肤或眼睛损伤。
1121,日用杂品,手链,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,镉及其化合物,是,化学,中国,2016/12/9,产品含有镉（测得占重0.03%）。镉不利于人体健康，由于其会在身体上积聚，损伤器官和导致癌症。
1122,日用杂品,一氧化碳探测器,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒气体危害,一氧化碳,是,窒息,中国,2016/12/9,产品在一氧化碳探测方面的灵敏度不足。
1123,日用杂品,一氧化碳探测器,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒气体危害,一氧化碳,是,窒息,中国,2016/12/9,产品在一氧化碳探测方面的灵敏度不足。
1124,信息技术产品,适配器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,是,电击，火灾,中国,2016/12/9,不充分的爬电距离和电气间隙造成了使用者电击的风险，或可能引起火灾。
1125,儿童用品,鸭子玩具套装,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,哽噎,中国,2016/12/12,加拿大卫生部抽样检测确定上述召回产品不符合加拿大法律有关玩具安全的要求。鸭子玩具内的发声装置容易拆卸，产生的小部件有造成儿童窒息的危险。
1126,儿童用品,玩具鸡,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,不透气,是,,中国,2016/12/13,玩具中含有塑料小鸡蛋及玩具鸡可能会碎成小塑料件，儿童误食后会造成窒息的危险。
1127,食品相关产品,食品搅拌机,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,锐利边缘,是,割伤,中国,2016/12/13,搅拌机长时间使用时，铆接刀片可能会断裂，金属小碎片可能落入所加工的食品里，有造成割伤的危险。
1128,食品相关产品,食品搅拌机,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,锐利边缘,是,割伤,中国,2016/12/13,搅拌机长时间使用时，铆接刀片可能会断裂，金属小碎片可能落入所加工的食品里，有造成割伤的危险。
1129,文教体育用品,自平衡滑板车,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,电气危害,电气爆炸,过热,是,火灾、爆炸,中国,2016/12/13,滑板车的锂离子电池可能会过热，有冒烟、起火或爆炸的危险。
1130,交通工具及相关产品,自行车辅助光,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,动能危害,移动状态撞击,是,碰撞,中国,2016/12/14,产品在和发射装置一起使用时可能无法正常运转。如果关掉辅助灯，在低亮度的状态下行驶自行车，使用者可能无法看到机动车、行人和道路，存在碰撞的风险。
1131,交通工具及相关产品 ,自行车灯,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,动能危害,移动状态撞击,是,受伤,中国,2016/12/14,车灯与远程发射器配对时，间歇性的运行可能会减少骑手能见度和可见性，造成骑手受伤的危险。
1132,其他,链锯,14岁~60岁,男女均可使用,灰尘多的环境,正确的使用方式,高低温物质危害,高温物质危害,明火,是,火灾,中国,2016/12/15,链锯可能会漏油，有造成火灾的危险。
1133,其他 ,链锯,14岁~60岁,男女均可使用,灰尘多的环境,正确的使用方式,高低温物质危害,高温物质危害,明火,是,火灾,中国,2016/12/15,链锯可能会漏油，有造成火灾的危险。
1134,儿童用品,磁性飞镖套装,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,受伤,中国,2016/12/16,磁铁的磁通量指数过高，并且磁铁容易脱落。若被儿童误吞，磁铁会造成内脏器官受伤。
1135,儿童用品,磁性玩具,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,受伤,中国,2016/12/16,磁铁具有高磁通量，若两个或更多的磁铁被误吞，磁铁会相互吸引，导致消化道堵塞或穿孔。
1136,儿童用品,木制玩具车,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,哽噎,中国,2016/12/16,小部件容易脱落（头灯），幼童可能将其放入口中，导致哽噎。
1137,儿童用品,女童凉鞋,37个月~96个月,女,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,哽噎,中国,2016/12/16,装饰性小部件（小珠）易脱落。幼童可能将其放入口中，导致哽咽。
