序号,产品类别,产品名称,使用对象年龄,使用对象性别,使用环境,使用方式,召回产品存在的一级危害因素,召回产品存在的二级级危害因素,召回产品存在的三级级危害因素,是否符合我国标准或者出口国标准,可能导致的伤害类型,发布国家,发布日期,通报原因
992,信息技术产品,USB充电器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/10/26,电气绝缘不足以及初级电路和易被接触的次级电路之间的电气间隙/爬电距离太小。用户可能会触摸到可接触的带电部件而遭受电击。
993,信息技术产品,USB充电器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/10/26,电气绝缘不足以及初级电路和易被接触的次级电路之间的电气间隙/爬电距离太小。用户可能会触摸到可接触的带电部件而遭受电击。
994,信息技术产品,USB充电器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/10/26,电气绝缘不足以及初级电路和易被接触的次级电路之间的电气间隙/爬电距离太小。用户可能会触摸到可接触的带电部件而遭受电击。
995,信息技术产品,USB充电器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/10/26,电气绝缘不足以及初级电路和易被接触的次级电路之间的电气间隙/爬电距离太小。用户可能会触摸到可接触的带电部件而遭受电击。
996,信息技术产品,旅行插头适配器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,其它,过热,,火灾,欧盟,2018/10/26,产品无保险丝，在电流超负荷的情况下会引起火灾。
997,信息技术产品,旅行插头适配器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,"电击,火灾",欧盟,2018/10/26,产品因带电部件无隔离挡板，以及缺少过电流保护的保险丝，无法保护用户安全。用户可能会因此触摸到可接触的带电部件而遭受电击。在电流超负荷的情况下，缺少保险丝会引起火灾。
998,儿童用品,儿童夹克,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,绳索及类似物,,勒毙,欧盟,2018/10/26,该产品颈部区域有拉绳，这可能成为儿童各种活动中的羁绊，导致儿童勒毙。
999,儿童用品,女童比基尼,14岁及以下,女,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,绳索及类似物,,受伤,欧盟,2018/10/26,该产品后背区域有拉绳，这可能成为儿童各种活动中的羁绊，导致儿童受伤。
1000,儿童用品,女童比基尼,14岁及以下,女,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,绳索及类似物,,受伤,欧盟,2018/10/26,该产品后背区域有拉绳，这可能成为儿童各种活动中的羁绊，导致儿童受伤。
1001,儿童用品,带口哨的弹弓,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,移动状态撞击,,受伤,欧盟,2018/10/26,玩具火箭的动能过高。这可能会造成包括眼睛在内的伤害。
1002,儿童用品,塑料玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学，呛噎,欧盟,2018/10/26,该产品的塑料材料含有邻苯二酸二-(2-乙基己基)酯（DEHP）（测得占重8.5%）和邻苯二甲酸二异丁酯（DIBP）（测得占重8.6%），这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。同时，玩具鱼有突起部件，幼儿可能将其放入口中并呛噎。
1003,儿童用品,儿童园艺工具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,尖角,,受伤,欧盟,2018/10/26,该产品带有无防护外装的坚硬突起物(耙子尖齿)，可能会刺伤皮肤，导致儿童受伤。
1004,儿童用品,珠宝组合,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,锐利边缘,,受伤,欧盟,2018/10/26,该产品边缘锋利。当儿童把玩玩具时，可能会受伤。
1005,儿童用品,玩具枪套装,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,, 呛噎,欧盟,2018/10/26,射弹上的吸盘容易脱落。如果儿童将射弹放入口中，吸盘可能脱落，堵塞呼吸道。
1006,儿童用品,塑料玩具枪,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,, 呛噎,欧盟,2018/10/26,射弹上的吸盘容易脱落。如果儿童将射弹放入口中，吸盘可能脱落，堵塞呼吸道。
1007,儿童用品,水晶泥,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,其它,,化学,欧盟,2018/10/26,水晶泥中的硼迁移量过高（测得：5270 mg/kg）。摄入或接触过量的硼会损害儿童的生殖系统，从而危害儿童健康。
1008,儿童用品,猫咪钥匙扣,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/10/26,该产品含有邻苯二酸二-(2-乙基己基)酯（DEHP）（测得占重20.0%），这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。此外，该产品所释放的镍含量太高（测量值高达3.55 µg/cm²/week）。镍是一种强烈致敏物，如果存在于与皮肤长期直接接触的物品中，会引起过敏反应。
1009,卫生用品,染发剂套装,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒气体危害,其它,,化学,欧盟,2018/10/26,该产品含有2-氨基苯酚。这种物质若被吞食或吸入，可能会危害健康，同时疑似会造成遗传缺陷以及可能引发皮肤过敏反应。
1010,家具及建筑装饰装修材料,伸缩梯,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,低机械稳定性,,受伤,欧盟,2018/10/26,伸缩梯的梯阶固定得不够充分，可能会松动或断裂。此外，锁定装置也可能松动。用户因此可能从梯子上摔下来。
1011,文教体育用品,激光笔,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,辐射危害,射线辐射危害,激光辐射,,视力受损,欧盟,2018/10/26,激光束过强。直视激光束可能会损伤视力。
1012,文教体育用品,激光笔,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,辐射危害,射线辐射危害,激光辐射,,视力受损,欧盟,2018/10/26,激光束过强。直视激光束可能会损伤视力。
1013,日用杂品,手表,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物,铅及其化合物,,化学,欧盟,2018/10/26,该产品含有铅（测得占重：2%）。铅对人体健康有害，能够在体内积聚，可能伤害孕妇的胎儿。
1014,日用杂品,拉杆行李箱,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,有机毒物危害,有毒芳香稠环类化合物,蒽类化合物,,化学,欧盟,2018/10/26,该产品的手柄含有多环芳烃（PAHs）苯并（a）芘（测量值：12 mg/kg），苯并（a）蒽（测量值：39mg/kg），䓛和三亚苯（测量值：6.7mg/kg），苯并（b）荧蒽和苯并（k）荧蒽（测量值高达7.6 mg/kg）和二苯并（a，h）蒽（测量值高达1.5 mg/kg）。这些多环芳烃具有致癌性。当产品与皮肤长期直接或反复接触时，消费者可能会接触致癌物。
1015,纺织品及服装鞋帽,女士皮革手套,不限年龄段,女,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物,铬及其化合物,,化学,欧盟,2018/10/26,皮革中铬（VI）含量过高（测得值：285mg/kg）。铬（VI）是致敏性物质，可能引发过敏反应。
1016,日用杂品,千斤顶,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,机械强度,,受伤,欧盟,2018/10/26,产品上标记的负载限值太高。当承担大载重量时，千斤顶可能会失控且迅速下降，导致下方的用户夹到并受伤。
1017,儿童用品,儿童乐器套装,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,铅及其化合物,,铅摄入,美国,2018/10/27,该产品的沙锤、木琴和手提包上的油漆含铅量超过联邦含铅油漆禁令要求。铅若被儿童摄入将会导致严重健康问题。
1018,交通用具 ,休闲越野车,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,机械稳定性,,碰撞,美国,2018/10/31,油门踏板可以被推过油门挡板而不会返回到怠速位置，从而造成碰撞危险。
1019,儿童用品,啪啪手带,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,锐利边缘,,手部或手腕受伤,美国,2018/10/31,该产品的金属腕带可刺穿其周围覆盖保护织物并露出锋利的边缘，对幼儿造成割裂伤害。
1020,家具装饰装修材料,双视型药柜,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,低机械稳定性,,割伤,美国,2018/11/1,该产品的镜子可能会从药柜门上脱落，对消费者造成割伤风险。
1021,家用电器,冲击钻和钻头,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,低机械稳定性,,伤害,美国,2018/11/1,随该产品一起销售的侧手柄可能会滑落或断裂，导致使用者失去对工具的控制，存在造成伤害的风险。
1022,儿童用品,木制玩具摇铃,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/2,摇铃顶部的耳朵和头部很容易脱落。幼童可能将其放入口中，导致呛噎。摇铃的大小和形状也可能导致呛噎。
1023,儿童用品,水晶泥,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/2,水晶泥中硼迁移量过高（测量值达：4263 mg/kg）。摄入或接触过量硼可能会损伤生殖系统，危害儿童健康。
1024,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/2,娃娃的塑料材料含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重26%）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统。
1025,儿童用品,塑料摇铃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,锐利边缘,,割伤,欧盟,2018/11/2,玩具含有锋利边缘。如果幼童把玩该产品，可能导致割伤。
1026,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/2,娃娃头部的塑料材料含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重26%）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统。
1027,儿童用品,挤压玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒荃类化合物,其它,,化学,欧盟,2018/11/2,该产品含有二甲基甲酰胺，二甲基氨基乙醇，环己酮，三乙烯二胺和双二甲氨基乙基醚等物质，存在刺激眼睛和粘膜以及损害肝脏的风险。
1028,家用电器及电器附件,电动剃须刀,14岁~60岁,男,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/11/2,带电部件在产品插头连接或断开电源时可被接触，用户可能会因此遭受电击。
1029,家用电器及电器附件,电动剃须刀,14岁~60岁,男,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/11/2,带电部件在产品插头连接或断开电源时可被接触，用户可能会因此遭受电击。
1030,文教体育用品,激光笔,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,辐射危害,射线辐射危害,激光辐射,,视力受损,欧盟,2018/11/2,激光束过强。直视激光束可能会损伤视力。
1031,文教体育用品,激光笔,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,辐射危害,射线辐射危害,激光辐射,,视力受损,欧盟,2018/11/2,激光束过强。直视激光束可能会损伤视力。
1032,纺织品及服装鞋帽,涉水鞋,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,有机毒物危害,有毒芳香稠环类化合物,蒽类化合物,,化学,欧盟,2018/11/2,鞋子含有多环芳香烃（PAHs）苯并（a）蒽（测得：2.4mg/kg），䓛（测得：1.2mg/kg）和苯并（e）芘（测得：1.3mg/kg）。芳香烃可通过皮肤接触而被吸收，具有致癌性。
1033,儿童用品,带垂饰项链的女童衣服套装,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,铅及其化合物,,危害健康,美国,2018/11/8,该产品项链上金属吊坠的铅含量超过联邦铅含量禁令要求。铅若被儿童摄入将引发危害健康问题。
1034,儿童用品,儿童水壶,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,美国,2018/11/8,该产品的壶嘴可以脱落，露出一个小环，有造成幼儿呛噎危险。
1035,日用杂品,床边火警报警式闹钟,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,其他,其它,其它,,火灾,美国,2018/11/8,该产品可能功能失灵，并且不能完全使消费者警觉到有火灾发生。
1036,信息技术产品,旅行用插头适配器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/11/9,产品因带电部件无隔离挡板，无法保护用户安全。用户可能会因此触摸到可接触的带电部件而遭受电击。
1037,信息技术产品,旅行用插头适配器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,电气爆炸,过热,,火灾,欧盟,2018/11/9,产品无保险丝，在当前电流超负荷的情况下会引起火灾。
1038,儿童用品,塑料娃娃组合,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/9,娃娃头部的塑料材料含有邻苯二甲酸2-乙基己酯（DEHP）（测得占重：36%）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统。
1039,儿童用品,塑料小马,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/9,玩具的塑料材料含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重：29%）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统。
1040,儿童用品,牵拉玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/9,塑料玩具易裂开形成小部件，幼童可能会将其放入口中，导致呛噎。
1041,儿童用品,塑料娃娃组合,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/9,娃娃的塑料材料含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重：27.2%）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统。
1042,儿童用品,塑料小马,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/9,玩具含有邻苯二甲酸2-乙基己酯（DEHP）（测得占重：15.3%）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统。
1043,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/9,娃娃头部的塑料材料含有邻苯二甲酸2-乙基己酯（DEHP）（测得占重：12.6%）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统。
1044,儿童用品,塑料摇铃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,锐利边缘,,"呛噎,割伤",欧盟,2018/11/9,摇铃手柄过长且含有锋利边缘。儿童可能会将手柄放入口中，卡住并堵塞呼吸道。玩具锋利边缘可能导致割伤。
1045,儿童用品,音乐玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/9,麦克风电缆含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重：2.9%）、邻苯二甲酸二丁酯（DBP）（测得占重0.8%）和邻苯二甲酸二异壬酯(DINP)（测得占重1.8%）。此类邻苯二甲酸盐可能危害儿童健康，损伤生殖系统或肝脏。
1046,儿童用品,玩具滑板车,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,部件空隙或开口,,受伤,欧盟,2018/11/9,前轮很小，可能会卡在地上的坑里，这会导致儿童摔倒以及受伤。
1047,家具及建筑装饰装修材料,UV美甲灯,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/11/9,电源的电绝缘性能和爬电距离不足，可接触部件可能会带电。
1048,家用电器及电器附件,吹风机,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,"烧伤, 电击, 火灾",欧盟,2018/11/9,产品无热熔断装置，外壳的塑料材料易燃。使用过程中，吹风机可能会过热引起火灾。此外，熔化的塑料部分会导致烧伤，使得带电部件易被接触。如果被用户接触，可能会导致电击。
1049,家用电器及电器附件,一氧化碳探测仪,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒气体危害,一氧化碳,,窒息,欧盟,2018/11/9,仪器对于探测一氧化碳的灵敏性不足，存在一氧化碳中毒的风险。
1050,文教体育,新式钢笔和荧光笔,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,窒息,欧盟,2018/11/9,钢笔笔盖没有通风孔或通风设计特点。儿童可能会把笔盖放入口中，卡住并导致窒息。
1051,日用杂品,耳环,不限年龄段,女,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物,铅及其化合物,,化学,欧盟,2018/11/9,该产品含有铅（测得占重：14%）。铅对人体健康有害，能够在体内积聚，可能伤害孕妇的胎儿。
1052,日用杂品,劈木器,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,低机械强度,,人身伤害,美国,2018/11/13,该产品榫接箱组件上的劈木机焊接处可能会断裂，并导致劈木机油箱与部件的其余部分分离，从而造成人身伤害。
1053,儿童用品,婴儿背带,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,低机械强度,,跌落,美国,2018/11/15,可滑动的胸前夹扣带会从肩带上脱落，有造成婴儿背带中的幼儿跌落的危险。
1054,交通工具及相关产品,安全带,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,受伤,欧盟,2018/11/16,安全带不符合型式认证，搭扣不够牢固，可能会松开。用户因此而受伤。
1055,信息技术产品,耳机,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒有机氯化物,其它,,环保,欧盟,2018/11/16,耳机线的黑色塑料含有短链氯化石蜡（SCCPs）（测得占重1.18%）。SCCPs持续存在于环境中，低浓度即对水生有机物有毒，并在野生动物和人类中生物积累，对人类健康和环境构成威胁。
1056,信息技术产品,USB充电器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/11/16,电气绝缘性能以及初级电路和易被接触的次级电路之间的电气间隙/爬电距离不足。用户可能会触摸到可接触的带电部件而遭受电击。
1057,信息技术产品,USB充电垫,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/11/16,电气绝缘性能以及初级电路和易被接触的次级电路之间的电气间隙/爬电距离不足。产品可接触部分因此可能会变得带电。
1058,信息技术产品,电源适配器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/11/16,绕组未提供足够的间隔距离，并将使得用户遭到电击。
1059,信息技术产品,旅行插头适配器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击，火灾,欧盟,2018/11/16,产品因带电部件无隔离挡板，无法保护用户安全且缺少过电流保护的保险丝。用户可能会因此触摸到可接触的带电部件而遭受电击。在电流超负荷的情况下，缺少保险丝会引起火灾。
1060,儿童用品,女童比基尼,14岁及以下,女,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,绳索及类似物,,受伤，勒毙,欧盟,2018/11/16,比基尼上衣系在后背以及颈部的拉绳，可能成为儿童各种活动中的羁绊，导致儿童勒毙或受伤。
1061,儿童用品,牵拉玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,锐利边缘,,呛噎，割伤，窒息,欧盟,2018/11/16,"小部件易从玩具上脱落且玩具含有锋利边缘，包装的塑料袋太薄。幼儿可能会吞咽小部件，导致呛噎；玩具的锋利边缘可能导致割伤；若儿童玩弄包装，塑料袋可能覆盖住其嘴巴和鼻子,导致幼儿窒息。"
1062,儿童用品,玩具枪套装,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/16,泡棉射弹很容易碎裂，形成包括吸盘在内的小部件。把玩玩具的幼儿可能将射弹放入口中，以便在射出前把它弄湿。若泡棉射弹裂开，小部件可能会被吞食或吸入，堵塞其呼吸道并导致呛噎。
1063,儿童用品,玩具步枪套装,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/16,射弹上的吸盘容易脱落。如果儿童将射弹放入口中，吸盘可能脱落，堵塞呼吸道。
1064,儿童用品,毛绒玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,呛噎,欧盟,2018/11/16,塑料鼻子和吸盘易从毛绒玩具上脱落，形成小部件。此外，由于某些接缝的缺陷，玩具的纤维填充材料会易被接触。幼童可能会将脱落部件或填充材料放入口中，导致呛噎。
1065,儿童用品,儿童充气游泳圈,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/16,游泳圈的活塞含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重24%）和邻苯二甲酸二异壬酯(DINP)（测得占重0.16%）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统和肝脏。
1066,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/16,娃娃头部的塑料材料含有邻苯二甲酸2-乙基己酯（DEHP）（测得占重：29%）和邻苯二甲酸二丁酯（DBP）（测得占重0.84%）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统。
1067,儿童用品,带配件的塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/16,娃娃头部的塑料材料含有邻苯二甲酸2-乙基己酯（DEHP）（测得占重：31%）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统。
1068,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/16,娃娃头部的塑料材料含有邻苯二甲酸2-乙基己酯（DEHP）（测得占重：6.4%）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统。
1069,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/16,娃娃头部的塑料材料含有邻苯二甲酸2-乙基己酯（DEHP）（测得占重：11.9%）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统。
1070,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/16,娃娃头部的塑料材料含有邻苯二甲酸2-乙基己酯（DEHP）（测得占重：2.3%）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统。
1071,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/16,娃娃头部的塑料材料含有邻苯二甲酸2-乙基己酯（DEHP）（测得占重：16.4%）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统。
1072,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/16,娃娃头部的塑料材料含有邻苯二甲酸2-乙基己酯（DEHP）（测得占重：8.7%）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统。
1073,儿童用品,音乐玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/16,小部件易从玩具上脱落。幼儿可能将其中一块放入口中，导致呛噎。
1074,儿童用品,塑料球,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/16,小部件易从玩具上脱落。幼儿可能将其中一块放入口中，导致呛噎。
1075,儿童用品,木制拼图,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/16,红色的小楔子易从拼图块上脱落，形成小部件。幼童可能将其放入口中，导致呛噎。
1076,儿童用品,挤压玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/16,小部件易从玩具上脱落。幼儿可能将其中一块放入口中，导致呛噎。
1077,儿童用品,牵拉玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/16,玩具易碎裂，形成小部件，幼童可能将其放入口中，导致呛噎。
1078,儿童用品,塑料音乐玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/16,玩具易碎裂，形成小部件，幼童可能将其放入口中，导致呛噎。
1079,儿童用品,塑料马车,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/16,玩具包含小部件，幼儿可能将其放入口中，导致呛噎。
1080,儿童用品,塑料马车,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/16,小部件易从玩具上脱落。幼儿可能将其中一块放入口中，导致呛噎。
1081,儿童用品,射击游戏套装,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/16,泡棉射弹很容易碎裂，形成带吸盘的短飞镖。把玩玩具的幼儿可能将射弹放入口中，以便在射出前把它弄湿。若泡棉射弹裂开成小部件，可能会被吞食或吸入，堵塞其呼吸道并导致呛噎。
1082,儿童用品,塑料玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/16,小部件易从玩具上脱落。幼儿可能将其放入口中，导致呛噎。
1083,儿童用品,LED气球,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,化学,欧盟,2018/11/16,纽扣电池易被接触，因此可能被儿童吞入，这会对包括食道和胃在内的内脏造成损害。
1084,儿童用品,闪粉水晶泥,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,其它,,化学,欧盟,2018/11/16,闪粉水晶泥中硼迁移量过高（测量值达：2500 mg/kg）。摄入或接触过量硼可能会损伤生殖系统，危害儿童健康。
1085,儿童用品,带笔盖的蜡笔,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/16,蜡笔上的笔盖没有通风孔。儿童可能将笔盖放入口中，可能堵塞呼吸道或导致呛噎。
