标题,投诉对象,投诉要求,投诉内容,投诉时间,投诉链接,投诉进度
chillin盲盒不发货,手机百度技术支持,发货,承诺一周内发货未发货 请问何时才能发货 收货人联系电话是15968409*** 款式是mio系列 百度账户是慵懒躺在阳光下 下单时间是9.6,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354927315/,已回复
chillin盲盒活动长期不发货,手机百度技术支持,发货,9.7参与了该软件活动 盲盒拍下已经一个礼拜，看到别的社交平台比我下单更晚的姐妹都已经拿到货了，而我的迟迟不发货，甚至chillin根本没有客服，根本联系不到他们的工作人员，更不能询问相关信息！,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354937641/,已回复
逾期不发货,手机百度技术支持,发货,超过约定时间未发货，没有客服入口无法及时解决,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354932975/,已完成
百度大字版账号异常,手机百度技术支持,恢复账号正常,我父亲今天找到我说他的百度大字版账号异常了，我找了大字版客服也没用，一个60岁的老人会用什么“技术手段”吗？想不通账号怎么会异常的，辛辛苦苦每天签到做任务，等来的就是一个账号异常？还有大字版客服不作为。,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354887436/,已回复
百度极速版账号异常,手机百度技术支持,账户能正常提现和使用,新注册了百度极速版，显示邀请5位新用户能得60元，我就把我老公，我爸我妈，婆婆的号都注册了，结果提现的时候显示账号异常不让提现，现在账户也不能正常使用,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354821940/,已回复
话费充值50元说好10分钟到账联系客服没人回答我，骗子也不回话,手机百度技术支持,"退款,赔偿,解释,作出处罚,道歉,改善服务,恢复账号,撤销处罚",我被百度弹窗说有2块优惠券就充话费了，到充值后联系客服没人，打电话没人接，发短信也不回话，支付宝投诉订单也不回答，骗子,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354807480/,已完成
百度集卡领红包与百度小说福利出现提现不了,手机百度技术支持,尽快恢复提现功能,百度集卡领红包与百度小说福利提现老是出现失败，望恢复提现功能,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354719126/,已回复
chillin盲盒发货太慢没有客服,手机百度技术支持,发货,chillin有一个邀请新用户领盲盒的活动，然后我邀请完新用户之后为了凑包邮又买了一个盲盒，但是现在已经快一周了还是不发货，而且没有办法联系客服，甚至没有客服,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354946862/,已回复
百度app,手机百度技术支持,退款,"百度app,搜索福禄生活卡券，在里面购买的50京东E卡，提示充值失败，在一个小时内，将支付金额退回账户，可是很长时间了，也一直没有退回，也无法联系到客服。",2021-08-31,https://tousu.sina.com.cn/complaint/view/17354713034/,已回复
手机寄卖，恶意压价，并且给手机造成不必要的损失,估吗手机回收,"退款,赔偿,道歉,作出处罚",闲鱼平台与估吗（杭州意象科技有限公司子公司）联合推出的手机寄卖服务，我作为一个卖家极其相信平台，但是iPhone6质检报告掺假，其一未作出任何对机子不利的操作，因为也是二手，三手转卖，前主难免有操作。但我极其负责任地对机子有很好的保护，未作出估吗客服所说的恶意重启手机，且有一个中心疑点，估吗平台给出的质...,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354732967/,已完成
chillin盲盒不发货,手机百度技术支持,发货,承诺一周内发货未发货 请问何时才能发货 收货人联系电话是15968409*** 款式是mio系列 百度账户是慵懒躺在阳光下 下单时间是9.6,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354927315/,已回复
chillin盲盒活动长期不发货,手机百度技术支持,发货,9.7参与了该软件活动 盲盒拍下已经一个礼拜，看到别的社交平台比我下单更晚的姐妹都已经拿到货了，而我的迟迟不发货，甚至chillin根本没有客服，根本联系不到他们的工作人员，更不能询问相关信息！,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354937641/,已回复
逾期不发货,手机百度技术支持,发货,超过约定时间未发货，没有客服入口无法及时解决,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354932975/,已完成
百度大字版账号异常,手机百度技术支持,恢复账号正常,我父亲今天找到我说他的百度大字版账号异常了，我找了大字版客服也没用，一个60岁的老人会用什么“技术手段”吗？想不通账号怎么会异常的，辛辛苦苦每天签到做任务，等来的就是一个账号异常？还有大字版客服不作为。,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354887436/,已回复
百度极速版账号异常,手机百度技术支持,账户能正常提现和使用,新注册了百度极速版，显示邀请5位新用户能得60元，我就把我老公，我爸我妈，婆婆的号都注册了，结果提现的时候显示账号异常不让提现，现在账户也不能正常使用,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354821940/,已回复
话费充值50元说好10分钟到账联系客服没人回答我，骗子也不回话,手机百度技术支持,"退款,赔偿,解释,作出处罚,道歉,改善服务,恢复账号,撤销处罚",我被百度弹窗说有2块优惠券就充话费了，到充值后联系客服没人，打电话没人接，发短信也不回话，支付宝投诉订单也不回答，骗子,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354807480/,已完成
百度集卡领红包与百度小说福利出现提现不了,手机百度技术支持,尽快恢复提现功能,百度集卡领红包与百度小说福利提现老是出现失败，望恢复提现功能,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354719126/,已回复
chillin盲盒发货太慢没有客服,手机百度技术支持,发货,chillin有一个邀请新用户领盲盒的活动，然后我邀请完新用户之后为了凑包邮又买了一个盲盒，但是现在已经快一周了还是不发货，而且没有办法联系客服，甚至没有客服,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354946862/,已回复
百度app,手机百度技术支持,退款,"百度app,搜索福禄生活卡券，在里面购买的50京东E卡，提示充值失败，在一个小时内，将支付金额退回账户，可是很长时间了，也一直没有退回，也无法联系到客服。",2021-08-31,https://tousu.sina.com.cn/complaint/view/17354713034/,已回复
手机寄卖，恶意压价，并且给手机造成不必要的损失,估吗手机回收,"退款,赔偿,道歉,作出处罚",闲鱼平台与估吗（杭州意象科技有限公司子公司）联合推出的手机寄卖服务，我作为一个卖家极其相信平台，但是iPhone6质检报告掺假，其一未作出任何对机子不利的操作，因为也是二手，三手转卖，前主难免有操作。但我极其负责任地对机子有很好的保护，未作出估吗客服所说的恶意重启手机，且有一个中心疑点，估吗平台给出的质...,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354732967/,已完成
chillin盲盒不发货,手机百度技术支持,发货,承诺一周内发货未发货 请问何时才能发货 收货人联系电话是15968409*** 款式是mio系列 百度账户是慵懒躺在阳光下 下单时间是9.6,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354927315/,已回复
chillin盲盒活动长期不发货,手机百度技术支持,发货,9.7参与了该软件活动 盲盒拍下已经一个礼拜，看到别的社交平台比我下单更晚的姐妹都已经拿到货了，而我的迟迟不发货，甚至chillin根本没有客服，根本联系不到他们的工作人员，更不能询问相关信息！,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354937641/,已回复
逾期不发货,手机百度技术支持,发货,超过约定时间未发货，没有客服入口无法及时解决,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354932975/,已完成
百度大字版账号异常,手机百度技术支持,恢复账号正常,我父亲今天找到我说他的百度大字版账号异常了，我找了大字版客服也没用，一个60岁的老人会用什么“技术手段”吗？想不通账号怎么会异常的，辛辛苦苦每天签到做任务，等来的就是一个账号异常？还有大字版客服不作为。,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354887436/,已回复
百度极速版账号异常,手机百度技术支持,账户能正常提现和使用,新注册了百度极速版，显示邀请5位新用户能得60元，我就把我老公，我爸我妈，婆婆的号都注册了，结果提现的时候显示账号异常不让提现，现在账户也不能正常使用,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354821940/,已回复
话费充值50元说好10分钟到账联系客服没人回答我，骗子也不回话,手机百度技术支持,"退款,赔偿,解释,作出处罚,道歉,改善服务,恢复账号,撤销处罚",我被百度弹窗说有2块优惠券就充话费了，到充值后联系客服没人，打电话没人接，发短信也不回话，支付宝投诉订单也不回答，骗子,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354807480/,已完成
百度集卡领红包与百度小说福利出现提现不了,手机百度技术支持,尽快恢复提现功能,百度集卡领红包与百度小说福利提现老是出现失败，望恢复提现功能,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354719126/,已回复
chillin盲盒发货太慢没有客服,手机百度技术支持,发货,chillin有一个邀请新用户领盲盒的活动，然后我邀请完新用户之后为了凑包邮又买了一个盲盒，但是现在已经快一周了还是不发货，而且没有办法联系客服，甚至没有客服,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354946862/,已回复
百度app,手机百度技术支持,退款,"百度app,搜索福禄生活卡券，在里面购买的50京东E卡，提示充值失败，在一个小时内，将支付金额退回账户，可是很长时间了，也一直没有退回，也无法联系到客服。",2021-08-31,https://tousu.sina.com.cn/complaint/view/17354713034/,已回复
手机寄卖，恶意压价，并且给手机造成不必要的损失,估吗手机回收,"退款,赔偿,道歉,作出处罚",闲鱼平台与估吗（杭州意象科技有限公司子公司）联合推出的手机寄卖服务，我作为一个卖家极其相信平台，但是iPhone6质检报告掺假，其一未作出任何对机子不利的操作，因为也是二手，三手转卖，前主难免有操作。但我极其负责任地对机子有很好的保护，未作出估吗客服所说的恶意重启手机，且有一个中心疑点，估吗平台给出的质...,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354732967/,已完成
chillin盲盒不发货,手机百度技术支持,发货,承诺一周内发货未发货 请问何时才能发货 收货人联系电话是15968409*** 款式是mio系列 百度账户是慵懒躺在阳光下 下单时间是9.6,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354927315/,已回复
chillin盲盒活动长期不发货,手机百度技术支持,发货,9.7参与了该软件活动 盲盒拍下已经一个礼拜，看到别的社交平台比我下单更晚的姐妹都已经拿到货了，而我的迟迟不发货，甚至chillin根本没有客服，根本联系不到他们的工作人员，更不能询问相关信息！,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354937641/,已回复
逾期不发货,手机百度技术支持,发货,超过约定时间未发货，没有客服入口无法及时解决,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354932975/,已完成
百度大字版账号异常,手机百度技术支持,恢复账号正常,我父亲今天找到我说他的百度大字版账号异常了，我找了大字版客服也没用，一个60岁的老人会用什么“技术手段”吗？想不通账号怎么会异常的，辛辛苦苦每天签到做任务，等来的就是一个账号异常？还有大字版客服不作为。,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354887436/,已回复
百度极速版账号异常,手机百度技术支持,账户能正常提现和使用,新注册了百度极速版，显示邀请5位新用户能得60元，我就把我老公，我爸我妈，婆婆的号都注册了，结果提现的时候显示账号异常不让提现，现在账户也不能正常使用,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354821940/,已回复
话费充值50元说好10分钟到账联系客服没人回答我，骗子也不回话,手机百度技术支持,"退款,赔偿,解释,作出处罚,道歉,改善服务,恢复账号,撤销处罚",我被百度弹窗说有2块优惠券就充话费了，到充值后联系客服没人，打电话没人接，发短信也不回话，支付宝投诉订单也不回答，骗子,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354807480/,已完成
百度集卡领红包与百度小说福利出现提现不了,手机百度技术支持,尽快恢复提现功能,百度集卡领红包与百度小说福利提现老是出现失败，望恢复提现功能,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354719126/,已回复
chillin盲盒发货太慢没有客服,手机百度技术支持,发货,chillin有一个邀请新用户领盲盒的活动，然后我邀请完新用户之后为了凑包邮又买了一个盲盒，但是现在已经快一周了还是不发货，而且没有办法联系客服，甚至没有客服,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354946862/,已回复
百度app,手机百度技术支持,退款,"百度app,搜索福禄生活卡券，在里面购买的50京东E卡，提示充值失败，在一个小时内，将支付金额退回账户，可是很长时间了，也一直没有退回，也无法联系到客服。",2021-08-31,https://tousu.sina.com.cn/complaint/view/17354713034/,已回复
手机寄卖，恶意压价，并且给手机造成不必要的损失,估吗手机回收,"退款,赔偿,道歉,作出处罚",闲鱼平台与估吗（杭州意象科技有限公司子公司）联合推出的手机寄卖服务，我作为一个卖家极其相信平台，但是iPhone6质检报告掺假，其一未作出任何对机子不利的操作，因为也是二手，三手转卖，前主难免有操作。但我极其负责任地对机子有很好的保护，未作出估吗客服所说的恶意重启手机，且有一个中心疑点，估吗平台给出的质...,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354732967/,已完成
chillin盲盒不发货,手机百度技术支持,发货,承诺一周内发货未发货 请问何时才能发货 收货人联系电话是15968409*** 款式是mio系列 百度账户是慵懒躺在阳光下 下单时间是9.6,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354927315/,已回复
chillin盲盒活动长期不发货,手机百度技术支持,发货,9.7参与了该软件活动 盲盒拍下已经一个礼拜，看到别的社交平台比我下单更晚的姐妹都已经拿到货了，而我的迟迟不发货，甚至chillin根本没有客服，根本联系不到他们的工作人员，更不能询问相关信息！,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354937641/,已回复
逾期不发货,手机百度技术支持,发货,超过约定时间未发货，没有客服入口无法及时解决,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354932975/,已完成
百度大字版账号异常,手机百度技术支持,恢复账号正常,我父亲今天找到我说他的百度大字版账号异常了，我找了大字版客服也没用，一个60岁的老人会用什么“技术手段”吗？想不通账号怎么会异常的，辛辛苦苦每天签到做任务，等来的就是一个账号异常？还有大字版客服不作为。,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354887436/,已回复
百度极速版账号异常,手机百度技术支持,账户能正常提现和使用,新注册了百度极速版，显示邀请5位新用户能得60元，我就把我老公，我爸我妈，婆婆的号都注册了，结果提现的时候显示账号异常不让提现，现在账户也不能正常使用,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354821940/,已回复
话费充值50元说好10分钟到账联系客服没人回答我，骗子也不回话,手机百度技术支持,"退款,赔偿,解释,作出处罚,道歉,改善服务,恢复账号,撤销处罚",我被百度弹窗说有2块优惠券就充话费了，到充值后联系客服没人，打电话没人接，发短信也不回话，支付宝投诉订单也不回答，骗子,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354807480/,已完成
百度集卡领红包与百度小说福利出现提现不了,手机百度技术支持,尽快恢复提现功能,百度集卡领红包与百度小说福利提现老是出现失败，望恢复提现功能,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354719126/,已回复
chillin盲盒发货太慢没有客服,手机百度技术支持,发货,chillin有一个邀请新用户领盲盒的活动，然后我邀请完新用户之后为了凑包邮又买了一个盲盒，但是现在已经快一周了还是不发货，而且没有办法联系客服，甚至没有客服,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354946862/,已回复
百度app,手机百度技术支持,退款,"百度app,搜索福禄生活卡券，在里面购买的50京东E卡，提示充值失败，在一个小时内，将支付金额退回账户，可是很长时间了，也一直没有退回，也无法联系到客服。",2021-08-31,https://tousu.sina.com.cn/complaint/view/17354713034/,已回复
手机寄卖，恶意压价，并且给手机造成不必要的损失,估吗手机回收,"退款,赔偿,道歉,作出处罚",闲鱼平台与估吗（杭州意象科技有限公司子公司）联合推出的手机寄卖服务，我作为一个卖家极其相信平台，但是iPhone6质检报告掺假，其一未作出任何对机子不利的操作，因为也是二手，三手转卖，前主难免有操作。但我极其负责任地对机子有很好的保护，未作出估吗客服所说的恶意重启手机，且有一个中心疑点，估吗平台给出的质...,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354732967/,已完成
chillin盲盒不发货,手机百度技术支持,发货,承诺一周内发货未发货 请问何时才能发货 收货人联系电话是15968409*** 款式是mio系列 百度账户是慵懒躺在阳光下 下单时间是9.6,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354927315/,已回复
chillin盲盒活动长期不发货,手机百度技术支持,发货,9.7参与了该软件活动 盲盒拍下已经一个礼拜，看到别的社交平台比我下单更晚的姐妹都已经拿到货了，而我的迟迟不发货，甚至chillin根本没有客服，根本联系不到他们的工作人员，更不能询问相关信息！,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354937641/,已回复
逾期不发货,手机百度技术支持,发货,超过约定时间未发货，没有客服入口无法及时解决,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354932975/,已完成
百度大字版账号异常,手机百度技术支持,恢复账号正常,我父亲今天找到我说他的百度大字版账号异常了，我找了大字版客服也没用，一个60岁的老人会用什么“技术手段”吗？想不通账号怎么会异常的，辛辛苦苦每天签到做任务，等来的就是一个账号异常？还有大字版客服不作为。,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354887436/,已回复
百度极速版账号异常,手机百度技术支持,账户能正常提现和使用,新注册了百度极速版，显示邀请5位新用户能得60元，我就把我老公，我爸我妈，婆婆的号都注册了，结果提现的时候显示账号异常不让提现，现在账户也不能正常使用,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354821940/,已回复
话费充值50元说好10分钟到账联系客服没人回答我，骗子也不回话,手机百度技术支持,"退款,赔偿,解释,作出处罚,道歉,改善服务,恢复账号,撤销处罚",我被百度弹窗说有2块优惠券就充话费了，到充值后联系客服没人，打电话没人接，发短信也不回话，支付宝投诉订单也不回答，骗子,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354807480/,已完成
百度集卡领红包与百度小说福利出现提现不了,手机百度技术支持,尽快恢复提现功能,百度集卡领红包与百度小说福利提现老是出现失败，望恢复提现功能,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354719126/,已回复
chillin盲盒发货太慢没有客服,手机百度技术支持,发货,chillin有一个邀请新用户领盲盒的活动，然后我邀请完新用户之后为了凑包邮又买了一个盲盒，但是现在已经快一周了还是不发货，而且没有办法联系客服，甚至没有客服,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354946862/,已回复
百度app,手机百度技术支持,退款,"百度app,搜索福禄生活卡券，在里面购买的50京东E卡，提示充值失败，在一个小时内，将支付金额退回账户，可是很长时间了，也一直没有退回，也无法联系到客服。",2021-08-31,https://tousu.sina.com.cn/complaint/view/17354713034/,已回复
手机寄卖，恶意压价，并且给手机造成不必要的损失,估吗手机回收,"退款,赔偿,道歉,作出处罚",闲鱼平台与估吗（杭州意象科技有限公司子公司）联合推出的手机寄卖服务，我作为一个卖家极其相信平台，但是iPhone6质检报告掺假，其一未作出任何对机子不利的操作，因为也是二手，三手转卖，前主难免有操作。但我极其负责任地对机子有很好的保护，未作出估吗客服所说的恶意重启手机，且有一个中心疑点，估吗平台给出的质...,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354732967/,已完成
chillin盲盒不发货,手机百度技术支持,发货,承诺一周内发货未发货 请问何时才能发货 收货人联系电话是15968409*** 款式是mio系列 百度账户是慵懒躺在阳光下 下单时间是9.6,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354927315/,已回复
chillin盲盒活动长期不发货,手机百度技术支持,发货,9.7参与了该软件活动 盲盒拍下已经一个礼拜，看到别的社交平台比我下单更晚的姐妹都已经拿到货了，而我的迟迟不发货，甚至chillin根本没有客服，根本联系不到他们的工作人员，更不能询问相关信息！,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354937641/,已回复
逾期不发货,手机百度技术支持,发货,超过约定时间未发货，没有客服入口无法及时解决,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354932975/,已完成
百度大字版账号异常,手机百度技术支持,恢复账号正常,我父亲今天找到我说他的百度大字版账号异常了，我找了大字版客服也没用，一个60岁的老人会用什么“技术手段”吗？想不通账号怎么会异常的，辛辛苦苦每天签到做任务，等来的就是一个账号异常？还有大字版客服不作为。,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354887436/,已回复
百度极速版账号异常,手机百度技术支持,账户能正常提现和使用,新注册了百度极速版，显示邀请5位新用户能得60元，我就把我老公，我爸我妈，婆婆的号都注册了，结果提现的时候显示账号异常不让提现，现在账户也不能正常使用,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354821940/,已回复
话费充值50元说好10分钟到账联系客服没人回答我，骗子也不回话,手机百度技术支持,"退款,赔偿,解释,作出处罚,道歉,改善服务,恢复账号,撤销处罚",我被百度弹窗说有2块优惠券就充话费了，到充值后联系客服没人，打电话没人接，发短信也不回话，支付宝投诉订单也不回答，骗子,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354807480/,已完成
百度集卡领红包与百度小说福利出现提现不了,手机百度技术支持,尽快恢复提现功能,百度集卡领红包与百度小说福利提现老是出现失败，望恢复提现功能,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354719126/,已回复
chillin盲盒发货太慢没有客服,手机百度技术支持,发货,chillin有一个邀请新用户领盲盒的活动，然后我邀请完新用户之后为了凑包邮又买了一个盲盒，但是现在已经快一周了还是不发货，而且没有办法联系客服，甚至没有客服,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354946862/,已回复
百度app,手机百度技术支持,退款,"百度app,搜索福禄生活卡券，在里面购买的50京东E卡，提示充值失败，在一个小时内，将支付金额退回账户，可是很长时间了，也一直没有退回，也无法联系到客服。",2021-08-31,https://tousu.sina.com.cn/complaint/view/17354713034/,已回复
手机寄卖，恶意压价，并且给手机造成不必要的损失,估吗手机回收,"退款,赔偿,道歉,作出处罚",闲鱼平台与估吗（杭州意象科技有限公司子公司）联合推出的手机寄卖服务，我作为一个卖家极其相信平台，但是iPhone6质检报告掺假，其一未作出任何对机子不利的操作，因为也是二手，三手转卖，前主难免有操作。但我极其负责任地对机子有很好的保护，未作出估吗客服所说的恶意重启手机，且有一个中心疑点，估吗平台给出的质...,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354732967/,已完成
chillin盲盒不发货,手机百度技术支持,发货,承诺一周内发货未发货 请问何时才能发货 收货人联系电话是15968409*** 款式是mio系列 百度账户是慵懒躺在阳光下 下单时间是9.6,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354927315/,已回复
chillin盲盒活动长期不发货,手机百度技术支持,发货,9.7参与了该软件活动 盲盒拍下已经一个礼拜，看到别的社交平台比我下单更晚的姐妹都已经拿到货了，而我的迟迟不发货，甚至chillin根本没有客服，根本联系不到他们的工作人员，更不能询问相关信息！,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354937641/,已回复
逾期不发货,手机百度技术支持,发货,超过约定时间未发货，没有客服入口无法及时解决,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354932975/,已完成
百度大字版账号异常,手机百度技术支持,恢复账号正常,我父亲今天找到我说他的百度大字版账号异常了，我找了大字版客服也没用，一个60岁的老人会用什么“技术手段”吗？想不通账号怎么会异常的，辛辛苦苦每天签到做任务，等来的就是一个账号异常？还有大字版客服不作为。,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354887436/,已回复
百度极速版账号异常,手机百度技术支持,账户能正常提现和使用,新注册了百度极速版，显示邀请5位新用户能得60元，我就把我老公，我爸我妈，婆婆的号都注册了，结果提现的时候显示账号异常不让提现，现在账户也不能正常使用,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354821940/,已回复
话费充值50元说好10分钟到账联系客服没人回答我，骗子也不回话,手机百度技术支持,"退款,赔偿,解释,作出处罚,道歉,改善服务,恢复账号,撤销处罚",我被百度弹窗说有2块优惠券就充话费了，到充值后联系客服没人，打电话没人接，发短信也不回话，支付宝投诉订单也不回答，骗子,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354807480/,已完成
百度集卡领红包与百度小说福利出现提现不了,手机百度技术支持,尽快恢复提现功能,百度集卡领红包与百度小说福利提现老是出现失败，望恢复提现功能,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354719126/,已回复
chillin盲盒发货太慢没有客服,手机百度技术支持,发货,chillin有一个邀请新用户领盲盒的活动，然后我邀请完新用户之后为了凑包邮又买了一个盲盒，但是现在已经快一周了还是不发货，而且没有办法联系客服，甚至没有客服,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354946862/,已回复
百度app,手机百度技术支持,退款,"百度app,搜索福禄生活卡券，在里面购买的50京东E卡，提示充值失败，在一个小时内，将支付金额退回账户，可是很长时间了，也一直没有退回，也无法联系到客服。",2021-08-31,https://tousu.sina.com.cn/complaint/view/17354713034/,已回复
手机寄卖，恶意压价，并且给手机造成不必要的损失,估吗手机回收,"退款,赔偿,道歉,作出处罚",闲鱼平台与估吗（杭州意象科技有限公司子公司）联合推出的手机寄卖服务，我作为一个卖家极其相信平台，但是iPhone6质检报告掺假，其一未作出任何对机子不利的操作，因为也是二手，三手转卖，前主难免有操作。但我极其负责任地对机子有很好的保护，未作出估吗客服所说的恶意重启手机，且有一个中心疑点，估吗平台给出的质...,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354732967/,已完成
chillin盲盒不发货,手机百度技术支持,发货,承诺一周内发货未发货 请问何时才能发货 收货人联系电话是15968409*** 款式是mio系列 百度账户是慵懒躺在阳光下 下单时间是9.6,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354927315/,已回复
chillin盲盒活动长期不发货,手机百度技术支持,发货,9.7参与了该软件活动 盲盒拍下已经一个礼拜，看到别的社交平台比我下单更晚的姐妹都已经拿到货了，而我的迟迟不发货，甚至chillin根本没有客服，根本联系不到他们的工作人员，更不能询问相关信息！,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354937641/,已回复
逾期不发货,手机百度技术支持,发货,超过约定时间未发货，没有客服入口无法及时解决,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354932975/,已完成
百度大字版账号异常,手机百度技术支持,恢复账号正常,我父亲今天找到我说他的百度大字版账号异常了，我找了大字版客服也没用，一个60岁的老人会用什么“技术手段”吗？想不通账号怎么会异常的，辛辛苦苦每天签到做任务，等来的就是一个账号异常？还有大字版客服不作为。,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354887436/,已回复
百度极速版账号异常,手机百度技术支持,账户能正常提现和使用,新注册了百度极速版，显示邀请5位新用户能得60元，我就把我老公，我爸我妈，婆婆的号都注册了，结果提现的时候显示账号异常不让提现，现在账户也不能正常使用,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354821940/,已回复
话费充值50元说好10分钟到账联系客服没人回答我，骗子也不回话,手机百度技术支持,"退款,赔偿,解释,作出处罚,道歉,改善服务,恢复账号,撤销处罚",我被百度弹窗说有2块优惠券就充话费了，到充值后联系客服没人，打电话没人接，发短信也不回话，支付宝投诉订单也不回答，骗子,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354807480/,已完成
百度集卡领红包与百度小说福利出现提现不了,手机百度技术支持,尽快恢复提现功能,百度集卡领红包与百度小说福利提现老是出现失败，望恢复提现功能,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354719126/,已回复
chillin盲盒发货太慢没有客服,手机百度技术支持,发货,chillin有一个邀请新用户领盲盒的活动，然后我邀请完新用户之后为了凑包邮又买了一个盲盒，但是现在已经快一周了还是不发货，而且没有办法联系客服，甚至没有客服,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354946862/,已回复
百度app,手机百度技术支持,退款,"百度app,搜索福禄生活卡券，在里面购买的50京东E卡，提示充值失败，在一个小时内，将支付金额退回账户，可是很长时间了，也一直没有退回，也无法联系到客服。",2021-08-31,https://tousu.sina.com.cn/complaint/view/17354713034/,已回复
手机寄卖，恶意压价，并且给手机造成不必要的损失,估吗手机回收,"退款,赔偿,道歉,作出处罚",闲鱼平台与估吗（杭州意象科技有限公司子公司）联合推出的手机寄卖服务，我作为一个卖家极其相信平台，但是iPhone6质检报告掺假，其一未作出任何对机子不利的操作，因为也是二手，三手转卖，前主难免有操作。但我极其负责任地对机子有很好的保护，未作出估吗客服所说的恶意重启手机，且有一个中心疑点，估吗平台给出的质...,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354732967/,已完成
chillin盲盒不发货,手机百度技术支持,发货,承诺一周内发货未发货 请问何时才能发货 收货人联系电话是15968409*** 款式是mio系列 百度账户是慵懒躺在阳光下 下单时间是9.6,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354927315/,已回复
