标题,投诉对象,投诉要求,投诉内容,投诉时间,投诉链接,投诉进度
饿了么坑农民工的钱,饿了么客户关怀,"赔偿,道歉,作出处罚,恢复账号",我是一个饿了么骑手，最近饿了么出了个邀请新人14天跑130单奖励钱的活动，昨天，我邀请的人，跑满127单，突然封号，说是蓝色风暴检测不合格（蓝色风暴是戴口罩视频抽检是不是本人在工作）而我这里完全没显示抽检不合格的证明，找了客服，客服让等，等了一天，打电话给我，说在核查，让继续等，最后说是这个是我个人的原...,2021/8/13,https://tousu.sina.com.cn/complaint/view/17354435038/,已完成
用户恶意差评，美团不给申述,美团网客服小美,"退款,撤销处罚",现在疫情期间，配送都是戴口罩，正常穿衣服，而用户的评价“仪表不整”从何而来？难道说我我配送的时候不穿衣服？还是我衣服穿的破破烂烂？没有系扣子？ 而客服回复的是配送公司排除恶意评价，配送公司有没有看到当时的情况，怎么鉴别？还不支持申述，岂不是说用户想怎么评价就怎么评价？动不动就是扣钱？而扣的钱到了谁的...,2021/8/12,https://tousu.sina.com.cn/complaint/view/17354409629/,已回复
滴滴所指派的驾驶员未遵守疫情防控政策，不佩戴口罩,滴滴出行客服,"退款,改善服务,解释道歉,赔偿,处罚",2021年7月13日下午14时33分，我通过滴滴出行APP叫了一辆车牌号是赣A22X39的车辆，前往南昌市紫金园小区，该名司机全程均为佩戴口罩，未遵守国家关于疫情防控的政策，给乘客的身体健康带来隐患，而且司机服务态度积极恶劣，联系乘客的时候很不客气的挂断电话，给乘客的感受很不好，我要求滴滴处理这名司机、同时退还全部...,2021/7/14,https://tousu.sina.com.cn/complaint/view/17354019176/,已完成
58同城帖子虚假宣传,58同城客服,"赔偿,作出处罚,修改宣传内容",我按照这个帖子的内容 询问了发布人 添加了联系方式后 再三询问这个工作是否是包吃包住以及纯价格不带补贴 该发布人都说是 我从另外一个区到达另外一个区后当到达地点后 反正实际上与帖子以及我再三询问的内容有差 不仅工作地点不在她所说的地方 而且也不包吃 包住也变成了平摊水电 而且价格 也不是她所承诺的价格 之前...,2021/8/27,https://tousu.sina.com.cn/complaint/view/17354644743/,已回复
广州天河一站式体验店,广州天河区业务受理网点,退款,2021-9-1 在体育西路地铁站外面，有个员工送口罩然后跟我说帮忙投票优秀门店，我投票了，就发现抽奖抽中荣耀平板，员工一看抽中，就说带我去分店领取，然后快到门店另外一个同事过来带我进门店。说要充值7980钱，以话费领取，说这个是每个月话费花多少月再从支付宝里面扣。签合同时我发现上面条约是让我保持4g5g在线，每...,2021/9/2,https://tousu.sina.com.cn/complaint/view/17354737632/,待分配
因疫情原因被迫退票，并且临时有点感冒,智行火车票客服,退款,"2021年8月18号晚上，犹豫当时包头当地没有疫情影响，所以购买08月23日14:35-15:55 ,所以当地要求出门戴口罩，减少出门，所以昨天晚上我先退票，但退票收费太高，216的机票，只返我55。我给客服打电话客服让我找航空公司反应问题，疫情原因是不确定的，为什么收费这么高，而且说是什么特价票，给什么一堆没用的优惠券我又...",2021/8/21,https://tousu.sina.com.cn/complaint/view/17354550904/,已完成
司机态度恶劣，辱骂乘客,美团网客服小美,作出处罚,打过几十次车从来没有给过一个差评，可以查我的评价历史！今天算是见识到了，还没上车，这位司机就在吼快点上车、（我们上车不到一分钟）上车后我们也没说什么，我朋友问了一句说直接出去就行，怎么往里绕呢。司机很凶的接话：“我往里面掉头，我给你绕什么了，我给你绕！！！”然后一直嘟嘟喃抱怨，说没有绕路，又说这里...,2021/8/29,https://tousu.sina.com.cn/complaint/view/17354685073/,已回复
拼多多商家私自修改买家地址，平台处理不当,拼多多客户服务,"赔偿,道歉,作出处罚,改善服务,解释,发货",我在2021年八月十六日在拼多多平台上购买了一个口罩，一直到八月18日到达北京然后快递显示退回，我给快递打电话快递说商家拦截了退回的，我找客服客服就一直让等着一直等到今天，我刚才看了一下那个店铺他把店铺所有东西都下架了，店铺内还没有营业执照，现在客服让我等着，商家不理我，我不知道怎么办了，希望还一个消...,2021/8/20,https://tousu.sina.com.cn/complaint/view/17354542017/,处理中
阿里健康大药房虚假发货,阿里健康,"退款,赔偿,道歉,作出处罚",2021年9月10号晚在→阿里健康大药房购买的口罩，11号发货了，但是至今（2021年9月15号）一直没有物流更新，14号给客服反映，我说要退，客服给的回复就是备注了拦截，等快递返回后才给退款。今天（2021年9月15日16：33）给揽件百世快递打电话过去，人家说当时发不了，这个快递就没发出去，没有发！！！但是客服一直跟我说...,2021/9/15,https://tousu.sina.com.cn/complaint/view/17354961139/,处理中
滴滴所指派的驾驶员未遵守疫情防控政策，不佩戴口罩,滴滴出行客服,"退款,改善服务,解释道歉,赔偿,处罚",2021年7月13日下午14时33分，我通过滴滴出行APP叫了一辆车牌号是赣A22X39的车辆，前往南昌市紫金园小区，该名司机全程均为佩戴口罩，未遵守国家关于疫情防控的政策，给乘客的身体健康带来隐患，而且司机服务态度积极恶劣，联系乘客的时候很不客气的挂断电话，给乘客的感受很不好，我要求滴滴处理这名司机、同时退还全部...,2021/7/14,https://tousu.sina.com.cn/complaint/view/17354019176/,已完成
商家发假货，虚假宣传，图片跟实物不一样，拍四个发两个。态度特别差,阿里客服,"退款,改善服务,解释,退货",买了个口罩，没几个钱，收到跟图片根本不一样，买了四个发了两个关键还全是黑毛毛，这种能带吗，然后我就找商家，没想到对方理所当然，态度非常差，也说不怕投诉，我一想竟然不怕投诉？你都这样对消费者了我必须投诉你，这几个钱也不在乎。没想到这才是我心情崩溃的开始，有错的人一点事没有，没错的的人投诉到电话客服...,2021/9/4,https://tousu.sina.com.cn/complaint/view/17354782272/,处理中
司机恶劣,享道出行微博,"退款,解释道歉,赔偿",司机上车不带口罩，全程一边开车一边玩手机跟朋友聊天，影响我的人身安全，全程都是我艹等侮辱性字眼，多次表示这个订单价格不高，以及接到这么恶心的订单，享道出行的处理结果就是给我20块钱优惠券，别的没办法，后来说去帮我反馈，已经超过72小时不和我联系了，而且现在客服热线打不通，反馈多次无效，司机素质低下，...,2021/9/15,https://tousu.sina.com.cn/complaint/view/17354965384/,已回复
哔哩哔哩漫画拒不退款,哔哩哔哩服务娘,退款,在哔哩哔哩漫画上本想充值五十元漫币用于看漫画，但由于下班途中带着口罩导致面容支付验证失败，然后第二次充值原本勾选的五十元档的漫币充值变成了698元的漫币充值，然后错误充值了698元的漫币，且至今都没有使用这些漫币，现在要求哔哩哔哩漫画退款，但客服回应称无法退款。该条款违背了《消费者权益保护法》，要求哔...,2021/7/17,https://tousu.sina.com.cn/complaint/view/17354063782/,已回复
平台物流订单未经允许拦截，客服不处理,饿了么客户关怀,"作出处罚,解释,妥善处理订单",2021.8.6在饿了么平台“饿了么医药新人专享（华南店）”购买奥美医用外科口罩50只，当天订单显示预计送达时间8.7-8.9之间，快递公司为中通，该快递8.8到达目的地所在城市，半小时后未经允许物流被拦截，拦截理由并未回应，本人多次联系商家，无人接听，8.9日联系饿了么人工客服，通话十几分钟连续转接5次左右，每一次转接...,2021/8/9,https://tousu.sina.com.cn/complaint/view/17354370752/,已完成
咔奇食品专营店虚假发货，跟拼多多平台沟通要求卖家发货居然直接退款,拼多多客户服务,"赔偿,作出处罚,改善服务",7月31号在拼多多平台卡其食品专营店。买了10瓶鹃城牌牛肉酱。8月1号卖家打电话说河南有水不给发货。我7月30号从郑州回来，路上通车早就已经正常了。要求卖家发货，8月2号显示发货，8月4号收货是从北京发过来的，居然是一包口罩。跟拼多多平台沟通，要求卖家补发牛肉酱。居然直接就退款了。这拼多多平台是不是也太霸道了...,2021/8/11,https://tousu.sina.com.cn/complaint/view/17354396396/,处理中
飞猪客服和吉祥航司客服联系不到，不予退款,飞猪客服,"退款,赔偿",7.16号在飞猪平台购买了3张（其中一张是儿童票）8.27号上海飞往昆明和9.1号昆明飞往上海的往返机票，由于疫情，航空政策免费退改了8.31号前的机票，上海飞往昆明的航班，但回程因为是9.1日的，故多次向飞猪平台和吉祥人工客服发起对话说明原因未回复，由于前程航班取消导致我后程回程机票无法出行，只能退票需要我们自己...,2021/8/11,https://tousu.sina.com.cn/complaint/view/17354395912/,处理中
平安信用卡催收上门骚扰家人,95511平安客服,"道歉,作出处罚,本金分期归还",本人因家庭原因造成逾期，逾期后我也把情况和平安客服以及当时的催收说明了，也把诉求一并提交了，但对方因数额不大不同意本金分期，当时父亲住院又正值疫情期间，实在凑不出1万元，就一直僵着没有归还，现在平安银行催收再不联系我的情况下，私自上门骚扰我的母亲及一个6周岁的孩子，并且这个疫情高峰还不戴口罩，希望...,2021/8/9,https://tousu.sina.com.cn/complaint/view/17354374395/,已回复
因护肤品质量问题致使本人脸上严重过敏,唯品会客户服务,"退款,赔偿,道歉,作出处罚",在他们平台买了挺多化妆品日用品 护肤品更是不少 这款水乳我用过两套没有出现过这种情况 也算是忠实用户一个了 从来没有出现过类似的情况 这次买的水来了壳上的塑封已经没有了 但我看到里边的水似乎没少也就没有怎么在意 维权我从来没有过 但这次脸上满脸都是疙瘩 每天出门我都是帽子口罩从不摘下 我并不觉得这就...,2021/8/8,https://tousu.sina.com.cn/complaint/view/17354365332/,已完成
万宁依云华美达温泉度假酒店疫情期间防控不到位,万宁依云酒店管理有限公司,作出处罚,"1.酒店未按照防疫要求进行核查入住客人的行程码与健康码;2.外卖员以及随行人员可以随意进出酒店;3.酒店登记工作人员的体温6月16日就再无记录,门口放置的消毒液未写明开启日期和失效日期,瓶身有污渍,内置不明液体。并没有工作人员在进行门口的体温检测4.酒店的工作人员以及餐厅的工作人员都没有按照防疫要求戴口罩。该酒...",2021/8/6,https://tousu.sina.com.cn/complaint/view/17354341582/,已完成
严重危险驾驶，构成人生安全危胁,滴滴专车,严肃处理封号,1严重危险驾驶：边和乘客吵架边开车，多次回头观望后座乘客，引起乘客恐慌，置乘客安全生命于不顾。 2该男司机辱骂侮辱乘客，挑衅乘客吵架，情节极其恶劣，语言暴力妇女儿童，严重违规。 3.该司机在疫情期间不佩戴口罩提供公众服务并直冲消费者大声讲话，严重违反了国家和清远市的疫情防控规定，我要求滴滴公司就此进...,2021/8/5,https://tousu.sina.com.cn/complaint/view/17354320055/,已完成
骑手问题,美团网客服小美,"赔偿,作出处罚",美团骑手不穿工作服，不戴口罩，配送超时，要求将外卖放至路边， 遭到拒绝后虚构小区封闭的借口拒绝按址配送， 用将要擅自处理的方式威胁消费者，试图强行逼迫消费者去找他取货或者逼迫消费者接受放在路边， 我只提醒他放在路边有丢失风险让他按址配送，他就一直逼问我货品还要不要 逼迫无效后骑手在餐品里吐唾沫，然后...,2021/8/5,https://tousu.sina.com.cn/complaint/view/17354324399/,已回复
抖音商家晓晗批发零售欺诈用户，抖音客服不作为，态度强硬。,抖音短视频,"退款,赔偿,作出处罚,改善服务,下架产品",2021.7.28日21：59分在抖音平台晓晗零售批发买了50个口罩，等了6天才收到货，然后还只有一个。明显欺诈消费者，欺骗用户。当我反馈问题给抖音平台后，抖音客服态度冷冰冰的，很强硬。抖音作为一个平台，不认真审核入驻的商家，就会以强硬的态度对待用户，维护自己的商家，简直就是同流合污，抖音官方不作为。最后抖音客...,2021/8/4,https://tousu.sina.com.cn/complaint/view/17354316448/,已回复
春秋航空涉及疫情地区不给全额退款,春秋航空,全额退款,原定8月1日上午7点的春秋航空航班9C8635，从上海飞往银川河东机场，7月31日上午银川发现一例新冠确诊病例，从河东机场落地进入银川，并且在河东机场脱下口罩有过停留和接触。由于银川有确诊病例，疫情影响现在我要求退往返机票，春秋航空告知必须收取50%手续费，现在我要提起投诉，由于银川已经成为中高风险地区，尤其河...,2021/7/31,https://tousu.sina.com.cn/complaint/view/17354257552/,已回复
广州市誉业通讯设备连锁天河三店欺骗并诱导消费者贷款购买假冒产品,华为终端客服,退款,在广州岗顶地铁站门口，有人说填问卷免费送口罩，还可以参加抽奖。我填写问卷后抽奖抽到一台5G智能手机，然后他带我到店里来领取。店员和我介绍说手机不是白拿的，需要预存话费并且在不换手机号码，不换手机的情况下使用话费达到6999元才可以免费领一台手机。申请时登记了我的机身串码，手机号码还有身份证号码。并收取...,2021/7/29,https://tousu.sina.com.cn/complaint/view/17354238981/,已完成
商品散发严重霉味,只二,退款,7/6日在只二平台购买香奈儿二手包，收到货后几天即联系客服反应此包有严重的霉味，严重到放在塑料袋里的口罩拿出来用完全无法使用，异味让人窒息。在客服建议下用咖啡豆去味后，有所改善，但是味道还是很厉害，然后寄回只二。只二查验收后10天后反馈说二手商品都有味道，属于正常。这个是不符合消费者保护条约的，首先在...,2021/7/29,https://tousu.sina.com.cn/complaint/view/17354236464/,已完成
花猪使用车前显示的一口价金额与实际付款的不一致,花小猪打车官方客服,退款,昨天晚上加班犹豫没带口罩，无法乘坐公交车，于是打开打车软件叫车回家，由于考虑的路程比较远，花猪的价格是一口价，于是就最先打开花猪查看价格，当时打开花猪APP后，输入上车点和下车点后，显示的一口价为27元，于是我就选择用花猪乘车，结果到家后，我打开花猪准备付款，结果没看见未完成的订单，我才打开行程看是怎...,2021/7/28,https://tousu.sina.com.cn/complaint/view/17354209476/,已完成
德克士尊享卡退卡,德克士Dicos,退款,1.因门店原因，前台取餐没有戴口罩，申请退卡，商家质疑我消费的时候（21年4月至今）不属于疫情期间，并表示不在疫情期间取餐人员是可以不戴口罩的，并且之前朋友点了德克士外卖，已经付了钱，但是门店以自己没有收到订单为由，不给餐品，联系门店时，态度非常不好。 2.今年7.1申请的退款 8.2才联系我，8.5我联系商家，...,2021/8/24,https://tousu.sina.com.cn/complaint/view/17354607259/,处理中
陈永超72756*** 卖假售假,闲鱼官方客服,"退款,赔偿,道歉,作出处罚",本人于2021年8月27日于闲鱼平台，购买3M 9132（N95）口罩3000个，在购买前，与卖家确认真实性，在得到卖家确认之后，花费12000元购买，运费到付，收到货以后，发现卖家所售卖的是假货，遂通过闲鱼平台联系卖家，卖家账号于9月3日处于封禁状态，未能答复，我与2021年9月5日，第一次将情况报告闲鱼平台，客服让我图片举证...,2021/9/9,https://tousu.sina.com.cn/complaint/view/17354865309/,处理中
霸王条款,中国联通客服,"赔偿解释,解除合约,费用退款",2021年9月6日中午十一点半左右点多，本人在广东省广州市天河区总统大酒店附近，被中国联通员工给了我口罩，我本来不要的，看着是口罩，然后他说给他投个票，叫我帮忙扫扫码投票，我想投票而已。然后投完票还有个抽奖，我抽到华为荣耀平板电脑，然后就告诉我带我去店里，那人带我到一个联通的门店里，门店位于岗顶地铁口...,2021/9/6,https://tousu.sina.com.cn/complaint/view/17354812518/,已完成
2250门店员工未培训上岗且制作不卫生,书亦烧仙草,"退款,赔偿",本人于7.27日14:08到财大小吃街书亦烧仙草门店（门店编号2250 武汉中南财经政法大学店）购买一杯一桶爆打拧瓜瓜水果茶 产生金额16元 当时店面就我一位顾客 三名店员 其中一名好像是店长 在拖地 另两名员工在水吧 期间拖地的店长一直口头教在水吧的两名员工如何制作 明显未培训就要求员工上岗 且员工制作过程中未戴任何一...,2021/7/27,https://tousu.sina.com.cn/complaint/view/17354201371/,已完成
辱骂消费者，希望平台帮我维权谢谢,汕尾市育才书店,"道歉,作出处罚,改善服务",投诉对象：汕尾市城区“育人书店”门店 8-11日晚上九点半左右门店量体温者与我发生争执，对我辱骂等行为。 我进去之前我说量一下体温，我上去买一下学习资料，他说不让我进去而且一开始就是非常暴躁的语气跟我讲，我说我看你已经就是进去了多个没有带口口罩者，因为当时的话是着急买那个孩子的那个资料，读书资料，然后才...,2021/8/11,https://tousu.sina.com.cn/complaint/view/17354407296/,待分配
霸王条款,滴滴出行客服,恢复账号,7月22日下午18点44分接到订单去台湾误记云吞面，接驾时导航发生异常一直在兜圈，退出app、重启都试过了都不行，已经兜了几个圈了，实在无办法就用高德导航带路，结果行到一半因接驾超时变乘客取消了，然后系统说我故意偏航，乘客离我也就1公里有必要故意偏航不接驾？你们可以查一下桔视，而且当时也有报备的，再这么扣我...,2021/7/24,https://tousu.sina.com.cn/complaint/view/17354161681/,已完成
多次求助高德地图打车客服无果，司机没有及时结算费用,高德地图客户服务团队,"退款,解释道歉,赔偿",1司机没有戴口罩2司机车上脏且异味大3司机绕路半个多小时的车程走了一个多小时，严重影响到我的行程，并且对我本人造成了损失。4下车后司机未结算费用，在五个多小时之后才给我结算费用，高达161元。并且再次期间我无法打车拖延我的计划。5早上开始给客服打电话到了晚上没有一个人给我回电话，期间打了三次都是敷衍我，...,2021/7/8,https://tousu.sina.com.cn/complaint/view/17353945892/,已完成
淘宝xVESSEL旗舰店鞋存有质量问题，商家不承担退货运费，且拒绝退货，态度恶劣,xVESSEL,退货退款,鞋子于6月30日晚签收，发现口罩包装破损开裂，鞋子左右脚均有工艺瑕疵，商家以不影响使用为由拒绝承担退货运费，鞋子瑕疵以纯手工制作当作借口。申请淘宝客服介入期间超过7天无理由退货，淘宝判定支持卖家，运费由我出，但卖家以超出7天无理由拒绝退货！淘宝客服前后不超两分钟，愿意退货，又改口不愿意退货。态度强横！...,2021/7/8,https://tousu.sina.com.cn/complaint/view/17353946718/,已回复
打着送电子产品的幌子欺骗消费者充值tesco积分兑换话费,中国移动10086,"退货退款,快速处理,解除合约",那天在广州市体育西g出口被一个说扫码投票攒业绩的小伙拦下叫我帮他投票，然后给我两个口罩，投完票后点击抽奖抽到一个平板，他连忙载我去他的店里，然后跟我说他这个活动：说预充值5950元话费就可以获得一个手机，话费使用期限无限，在合约期间手机不可以停机，信号差的时候不可以太久，我说太麻烦不弄了，他又说可以充...,2021/8/30,https://tousu.sina.com.cn/complaint/view/17354691470/,已回复
哈尔滨肯德基康安路迎宾点管理松散，食材存在问题,肯德基,"退款,解释,改善服务,赔偿",本人于8月27日晚19：35在哈尔滨肯德基康安路购买原味鸡优惠套餐3块，鸡块一份，香甜栗米棒一个，下单完成后询问工作人员是否可以选择三角大腿，被告知需要等待40分钟（试问40分钟还叫快餐么？）期间观察员工操作，完全未佩戴手套且口罩佩戴不规范（未遮住鼻子）出去疫情问题，就算不是疫情期间是否应该佩戴手套配餐，不...,2021/8/27,https://tousu.sina.com.cn/complaint/view/17354656743/,已回复
商家恶意拖延不发货导致我赔偿客户违约金,阿里客服,"赔偿,作出处罚,下架产品",8.19我在淘宝订购了4000个口罩，电联的说27号发货，25号我问过做的怎么样没有回复，27号有了顺丰空单号，我28号问商家单号空的，商家说顺丰丢了，抓蛐蛐去了，我就想问27号晚上发的，28号上午就丢了找不到，整整两大箱就没了，我要顺丰电话不给我，让他把我做的下脚料拍照证明，也提供不了，后来约定的三天发货，为了制...,2021/9/2,https://tousu.sina.com.cn/complaint/view/17354739876/,处理中
天猫志高空调旗舰店不作为,CHIGO志高空调,"取缔不良商家,改善服务,赔偿解释",在天猫官网买的志高空调旗舰店的空调，给安排的那个安装师傅态度差乱收费，不带口罩，不带鞋套，三楼平台还要收200元高空作业费。 我要求换人，师傅还是态度非常恶劣的跟我吵架，我一个孕妇，被气的要 打110报警了，他还不走，还在我家跟我大吵大闹。简直离谱！！！！ 然后我联系客服，让他们尽快安排另一个安装师傅，...,2021/7/23,https://tousu.sina.com.cn/complaint/view/17354139543/,处理中
猫眼演出违反消费者权益保护法，拒绝退票退款,猫眼演出,退票退款,本人于2021年7月26日选购大型舞台剧《海底小纵队》门票两张，当时还未发生疫情。但是7月30日疫情已经爆发，我积极与卖票客服沟通，得到的答案是未收到演出取消通知，不予退票！让继续等通知！8月5日，我再次与对方沟通退票，得到的答案还是一样！现在疫情期间，国家要求减少出行，减少聚集及密闭空间聚会，试问这样的演...,2021/8/13,https://tousu.sina.com.cn/complaint/view/17354429254/,已完成
广州市誉业通讯设备连锁天河受理点联合掌上易购APP进行操作,中国移动10086,赔偿解释,2020年10月15日广州市誉业通讯设备连锁天河受理点以华为手表诱导本人签订协议，协议要求以花呗分期付款本金2900元，手续费217.5元，总计3117.5元以积分形式存入掌上易购APP，现已改名为Carnation Mall，并且承诺积分永久有效，可以在分期付款完成后无限兑换中国移动号码话费，结果本人在今天2021年8月21号查询，积分有效...,2021/8/21,https://tousu.sina.com.cn/complaint/view/17354550381/,已完成
平安保险，车险不理赔 ，不开具拒绝理赔书,95511平安客服,"理赔,拒绝理赔书",7月10号在东莞市道滘镇出了事故 ，报了保险理赔员到现场勘察，看到我车上有滴滴的行车记录仪 ，车上有口罩 ，就说这个事有可能不能理赔 。 当时拿出一张放弃理赔申请书要我签字 ，我还是第一次碰到这种情况 。如果是报了保险，车辆损失比较小 ，可以打个电话取消报案，这个放弃理赔书是什么情况 ，有知道的可以帮我科普...,2021/9/15,https://tousu.sina.com.cn/complaint/view/17354955358/,已回复
猫眼拒不退款疫情期间演出延期不退款,猫眼演出,退款,本人于2021年6月选购“实践与探索”门票一张，当时还未发生疫情，演出也未延期。但是展览受疫情影响延期，并且后由于暑期全国各地疫情开始爆发，我无法到上海观展并且响应国家号召不聚集无特殊情况不旅行。9月初疫情稳定后我积极与卖票客服沟通，得到的答案却是不予退票！让继续等通知！近日，我再次与对方沟通退票，得到...,2021/9/8,https://tousu.sina.com.cn/complaint/view/17354839978/,已回复
猫眼拒不退款疫情期间演出延期不退款,猫眼演出,退款,本人于2021年6月选购“实践与探索”门票一张，当时还未发生疫情，演出也未延期。但是展览受疫情影响延期，并且后由于暑期全国各地疫情开始爆发，我无法到上海观展并且响应国家号召不聚集无特殊情况不旅行。9月初疫情稳定后我积极与卖票客服沟通，得到的答案却是不予退票！让继续等通知！近日，我再次与对方沟通退票，得到...,2021/9/8,https://tousu.sina.com.cn/complaint/view/17354839978/,已回复
移动5g推管员以免费送手机为名以忽悠消费者签订合同,中国移动10086,"退款,解除条约",2021年9月1日下午，我从西安火车站出来，路过他们店，以免费口罩为由拉我进店做帮他们一个忙，说就两分钟。然后要我下一个壹品购APP，下载好了，送我一个手机或充电宝之类的电子产品，然后要看我的花呗信用，随后带我调选手机，并让我打开看看，之后以介绍产品为由打开我的花呗分期，扫码办理产品，后面我查询壹品购兑换...,2021/9/5,https://tousu.sina.com.cn/complaint/view/17354800993/,已完成
平安保险，车险不理赔 ，不开具拒绝理赔书,95511平安客服,"理赔,拒绝理赔书",7月10号在东莞市道滘镇出了事故 ，报了保险理赔员到现场勘察，看到我车上有滴滴的行车记录仪 ，车上有口罩 ，就说这个事有可能不能理赔 。 当时拿出一张放弃理赔申请书要我签字 ，我还是第一次碰到这种情况 。如果是报了保险，车辆损失比较小 ，可以打个电话取消报案，这个放弃理赔书是什么情况 ，有知道的可以帮我科普...,2021/9/15,https://tousu.sina.com.cn/complaint/view/17354955358/,已回复
承诺不达，态度极其恶劣,一兆韦德健身,解释,本人在去年在一兆韦德云汇天地预售的时候缴了100定金，当时店铺没有销售成功我，然后我选择了把缴的100月兑换成一个月的一兆韦德店铺体验卡，其实在预售店铺销售我3次的时候我事后都拒绝了，店铺的工作人员在销售时也有说一些尖酸刻薄的话，当下我全当玩笑话了。最重要的是开卡的过程，是一个高高大大男生，也没销售过我...,2021/8/8,https://tousu.sina.com.cn/complaint/view/17354321552/,处理中
未收到货，订单显示完成，商家拒绝退款,饿了么客户关怀,"退款,发货",本人8月1日在饿了么平台上的阿里健康自营大药房（快递店）购买了50只可孚医用外科口罩，过了很多天才显示发货，然后商家提供的物流一直没有信息，等了大约一周订单显示已完成，我并没有收到货，也联系不上商家，商家电话一直是语音，没有人工，平台客服也一直是自动回复，没有人工，于是我于8月13日申请退款，商家一直未...,2021/8/20,https://tousu.sina.com.cn/complaint/view/17354539418/,已完成
猫眼演出拒绝受疫情影响的医护工作者退票,猫眼演出,退款,本人于2021年6月1日选购大型舞台剧《赵氏孤儿》门票两张，当时还未发生疫情，并且我是医护工作者，在这样的情况下怎么能够离开自己的岗位，更别提是带着孩子一同出省前往。但是7月30日疫情已经爆发，我积极与客服沟通，得到的答案是未收到演出取消通知，不予退票！让继续等通知！现在疫情期间，国家要求减少出行，减少聚...,2021/8/16,https://tousu.sina.com.cn/complaint/view/17354471068/,已完成
投诉美团外卖平台,美团网客服小美,"赔偿,道歉,改善服务,作出处罚,退款,恢复优惠券",本人在美团外卖下单的食品，因为本人所在小区需要打疫苗才能进，于是本人下单时备注了骑手要打了疫苗再接单送餐，且骑手接单后，我还给骑手留言没情况就直接放我家门口地上，如果有特殊情况打电话给我，我还留了个一定能打得通我本人接的到的电话号码给他。结果该骑手并为送达到我的收餐地。而本人下单的其他店铺的餐品...,2021/8/22,https://tousu.sina.com.cn/complaint/view/17354577219/,已完成
大麦官博无视疫情防控拒绝退款,大麦官博,退款,本人于2021年7月9日选购大型舞台剧《赵氏孤儿》门票一张，我是准大学生，在学校要求每日平安打卡的情况下怎么能够随意走动，更别提是去往有较大疫情防控难度的地区。但是不久前疫情已经爆发，我积极与客服沟通，得到的答案是未收到演出取消通知，不予退票！让继续等通知！现在疫情期间，国家要求减少出行，减少聚集及密...,2021/8/20,https://tousu.sina.com.cn/complaint/view/17354539219/,处理中
广州天河东圃一移动5g综合业务受理点欺诈诱导消费,中国移动10086,"快速处理,解除合约,道歉",2021年8月10日晚九点多，下班回家路上一个发口罩的，拿了以后扫码帮他投票，然后他自己随便点了一个，然后点到一个抽奖页面，显示中了一个豪华大礼包，并且反复向我确认我没有作弊，以此来蒙骗我，而后这位所谓的业务员将我带到了他们的网点进行办理中奖，告诉我中奖奖品可以选择，平板，手表，我选择了平板，后面他们一...,2021/8/10,https://tousu.sina.com.cn/complaint/view/17354394322/,已完成
志高空调官方旗舰店,天猫,"赔偿,道歉,作出处罚,改善服务",本人在天猫官网买的志高空调旗舰店的空调，给安排的那个安装师傅态度差乱收费，不带口罩，不带鞋套，三楼平台还要收200元高空作业费。 我要求换人，师傅还是态度非常恶劣的跟我吵架，我一个孕妇，被气的要 打110报警了，他还不走，还在我家跟我大吵大闹。简直离谱！！！！ 然后我联系客服，让他们尽快安排另一个安装师傅...,2021/7/22,https://tousu.sina.com.cn/complaint/view/17354136341/,处理中
滴滴平台不顾司机个人安全,滴滴出行客服,撤销处罚,在接到订单到达乘客上车点时，没看到乘客在附近。只能在上车点等待乘客上车。等到乘客上车时疫情期间乘客并没有戴口罩，而且已经喝酒有点醉意，上车关车门特别用力，有情绪化的感觉。言语说到：“他在前向我招手，为什么我没有理会。不去接他”，我回答：“我并有看到车前面有人”。乘客又说到你到底什么意思。到底想干嘛攻...,2021/8/10,https://tousu.sina.com.cn/complaint/view/17354392458/,已完成
屈臣氏小程序积分兑换欺诈顾客,屈臣氏中国,赔偿,7月4日我在屈臣氏的小程序上用9积分兑换了一盒10片装的口罩，上面显示的兑换日期是7月5日到7月6日，可当我今天（7月6日）去兑换的时候上面就已经显示过期了，我打客服询问之后客服说上面显示的5号到6号就是5号一天的意思，可是那样不就应该写7月5日或者5号零点到6号零点吗？我说那这是他们标识的问题啊让他们把券恢复给...,2021/7/6,https://tousu.sina.com.cn/complaint/view/17353915553/,已回复
滴滴霸王条款！无视疫情防控！不管司机死活！,滴滴出行客服,恢复账号,这个订单的目的地和南京交界，疫情防控十分严格，我送了这些乘客过去我都回不来，要自费做核酸自费隔离！还判我责！我好多朋友接到这些订单都取消了都没事！我是真不知道你们是凭什么审核不通过！难道是我上传的证据是捏造的？我核酸报告已经超过48小时了，我送了这一单的话会被劝返，自费做核酸自费隔离！这些钱你们滴...,2021/8/4,https://tousu.sina.com.cn/complaint/view/17354306534/,已完成
联通号码长期使用手机号送耳机,中国联通客服,"退货退款,快速处理,赔偿解释,解除合约,道歉",昨天往体育西方向走，被路边发传单的人非常热情地塞了两个口罩，同时请我帮他点一个赞（此时套路开始），点赞后有抽奖，我抽中一个手机名额，然后就被忽悠进线下手机营业厅了。 坐下以后，店内销售说让我做个5G使用的调查，问我手机号是否使用两年以上，他们营业厅在搞活动，只要用户承诺继续使用该手机号2年以上就可以...,2021/8/6,https://tousu.sina.com.cn/complaint/view/17354340470/,已完成
