序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
4482,中京通迅,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355146558/,投诉,中国移动10086,"退货退款,快速处理,解除合约",电瓶车的两位男性店员拦下，两位店员利用路人的同情心帮助完成店铺拉票，在帮助他们完成后告知有抽奖在其的引导下一步步完成操作，后抽中手机后，去福永中京大厦（深圳市宝安区福永街道中京大厦一楼B1）中国移动网点。 进去后见到营业员给他中奖码，该营业员告知查看我的中奖码后告知我，我确实是抽中了一个手机，并问了...,已回复
4483,中京通讯5G线下体验店,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355157381/,投诉,中国移动10086,"退货退款,快速处理,取消低消,解除合约",电瓶车的两位男性店员拦下，两位店员利用路人的同情心帮助完成店铺拉票，在帮助他们完成后告知有抽奖在其的引导下一步步完成操作，后抽中手机后，去福永中京大厦中国移动网点。 进去后见到营业员给他中奖码，该营业员告知查看我的中奖码后告知我，我确实是抽中了一个手机，并问了我支付宝的信用分，让我填写了基本资料，...,已回复
4484,中国移动未经机主同意开通魔百和电竞风云连续包月业务,2021-08-18,https://tousu.sina.com.cn/complaint/view/17354503591/,投诉,中国移动10086,"改善服务,赔偿解释",8月14日收到移动短信，说我手机号已开通魔百和电竞风云连续包月业务，打移动服务电话，说是在电视端开通的，该魔百和是给老人用的，老人平时也就看看卫视频道，其他不会，客服又问家里是不是有小孩，我们家确实有，但是孩子已经一个多月没回爷爷家了，又怎么能隔空玩爷爷家电视么。训家都有老人和孩子，即便是老人孩子误...,已完成
4485,京东商城第三方卖家上海平天数码科技有限公司拒绝售后服务,2021-08-19,https://tousu.sina.com.cn/complaint/view/17354529604/,投诉,京东客服,"退款,作出处罚,维修",我在5.31日在京东上购买了由该卖家在京东上店铺所售卖的蓝牙耳机。在使用2个月后耳机出现了杂音。随后联系商家商家让我自己打生产厂家电话进行检测维修，随后我致电耳机生产厂家，得知需要卖家进行返修才可以进行检测维修。我将此情况通过京东向卖家反映，卖家就不在回复我信息。我申请维修的时效经过48小时后，京东系统...,已完成
4486,上门催收，爆通讯录。严重影响到生活。利息过高，借六万还了八万四了，还要还三万四,2021-08-10,https://tousu.sina.com.cn/complaint/view/17354388373/,投诉,捷信消费金融有限公司,"停止骚扰,道歉赔偿/解释,处罚,撤销征信问题,销账,提供结清证明",2018年四月买家电借了三万贷款，到了11月捷信公司的人又打电话要我办三万贷款，说是我是公司的优质客户等等要我贷三万。我就又贷了三万。总共贷了六万，分期48期，到现在已经还了八万四了，还需要还三万四。本来就是没钱才贷款。这样借六万相当于要还十一万多了，农村人伤不起。前段时间家里出了点事，资金周转不过来，...,已回复
4487,啄木鸟管道疏通,2021-07-02,https://tousu.sina.com.cn/complaint/view/17353853616/,投诉,啄木鸟家电,"退款,道歉,维修",啄木鸟管道疏通电话4001603***派人上门维修马桶维修费用780，第二天马桶没修好，维修工手机关机，平台没查到本人下单，,处理中
4488,小米有品购买冰箱，瑕疵产品不予换货，服务垃圾,2021-08-28,https://tousu.sina.com.cn/complaint/view/17354667120/,投诉,小米有品用户关怀,"赔偿,道歉,作出处罚,改善服务,解释,换货",在小米有品平台上购买一个冰箱，到货后发现有瑕疵，里面装电线的盒子都坏了。 1.发现问题后我们2021年8月22日在平台申请维修 2.申请以后8.23小米有品安排了师傅上门维修检察，上门检查以后发现此类问题属于产品瑕疵，无法维修，并给我开具鉴定单，让我上传申请换货 3.结论已经很清楚，产品有瑕疵，需要换货，然后小米有...,已完成
4489,发布虚假信息,2021-06-23,https://tousu.sina.com.cn/complaint/view/17353747201/,投诉,兴华家电,"赔偿,道歉",兴华家店微信公众号6月4号发布了一条留言点赞满36赞，可以领电风扇的链接，6月21号公众号又发布了中了名单，但是先后两次去兴华家电贸易广场店领取，都以没有货为由，拒绝领取，存在欺骗消费者以及发布虚假信息的情况,待分配
4490,菜鸟驿站送货上门不送货,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354726453/,投诉,菜鸟客服,"作出处罚,改善服务",因为搬家买了很多东西，其中包括家电家具这些可能有点大，我一个人也拿不动，快速到了后全部放到了深圳市龙华区玉翠新村61栋菜鸟驿站那里，货放到菜鸟后就有电话打进来是菜鸟驿站座机号码，问我今天方不方便签收菜鸟驿站为您今天送货上门。然后我说可以，后面等了一天两天都没送，菜鸟app显示送货超时，全部超时，后面菜...,已回复
4491,更换一个马桶盖乱收费,2021-07-02,https://tousu.sina.com.cn/complaint/view/17353858773/,投诉,啄木鸟家电,维修,我更换一个马桶盖收费226元。当时师傅给我看价目表写着拆卸109还有安装费用是多少的 ，在我不懂的情况下诱导我，我说太贵了吧还说不接受我就走人，我在不知所措情况下答应了，我在看订单时这个价格是整个马桶拆卸安装的费用，我就弄个马桶盖你收我整个马桶的价格弄个马桶盖要226你良心过意的去吗安个空调外机高空...,处理中
4492,中京通迅,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355146558/,投诉,中国移动10086,"退货退款,快速处理,解除合约",电瓶车的两位男性店员拦下，两位店员利用路人的同情心帮助完成店铺拉票，在帮助他们完成后告知有抽奖在其的引导下一步步完成操作，后抽中手机后，去福永中京大厦（深圳市宝安区福永街道中京大厦一楼B1）中国移动网点。 进去后见到营业员给他中奖码，该营业员告知查看我的中奖码后告知我，我确实是抽中了一个手机，并问了...,已回复
4493,中京通讯5G线下体验店,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355157381/,投诉,中国移动10086,"退货退款,快速处理,取消低消,解除合约",电瓶车的两位男性店员拦下，两位店员利用路人的同情心帮助完成店铺拉票，在帮助他们完成后告知有抽奖在其的引导下一步步完成操作，后抽中手机后，去福永中京大厦中国移动网点。 进去后见到营业员给他中奖码，该营业员告知查看我的中奖码后告知我，我确实是抽中了一个手机，并问了我支付宝的信用分，让我填写了基本资料，...,已回复
4494,中国移动未经机主同意开通魔百和电竞风云连续包月业务,2021-08-18,https://tousu.sina.com.cn/complaint/view/17354503591/,投诉,中国移动10086,"改善服务,赔偿解释",8月14日收到移动短信，说我手机号已开通魔百和电竞风云连续包月业务，打移动服务电话，说是在电视端开通的，该魔百和是给老人用的，老人平时也就看看卫视频道，其他不会，客服又问家里是不是有小孩，我们家确实有，但是孩子已经一个多月没回爷爷家了，又怎么能隔空玩爷爷家电视么。训家都有老人和孩子，即便是老人孩子误...,已完成
4495,京东商城第三方卖家上海平天数码科技有限公司拒绝售后服务,2021-08-19,https://tousu.sina.com.cn/complaint/view/17354529604/,投诉,京东客服,"退款,作出处罚,维修",我在5.31日在京东上购买了由该卖家在京东上店铺所售卖的蓝牙耳机。在使用2个月后耳机出现了杂音。随后联系商家商家让我自己打生产厂家电话进行检测维修，随后我致电耳机生产厂家，得知需要卖家进行返修才可以进行检测维修。我将此情况通过京东向卖家反映，卖家就不在回复我信息。我申请维修的时效经过48小时后，京东系统...,已完成
4496,上门催收，爆通讯录。严重影响到生活。利息过高，借六万还了八万四了，还要还三万四,2021-08-10,https://tousu.sina.com.cn/complaint/view/17354388373/,投诉,捷信消费金融有限公司,"停止骚扰,道歉赔偿/解释,处罚,撤销征信问题,销账,提供结清证明",2018年四月买家电借了三万贷款，到了11月捷信公司的人又打电话要我办三万贷款，说是我是公司的优质客户等等要我贷三万。我就又贷了三万。总共贷了六万，分期48期，到现在已经还了八万四了，还需要还三万四。本来就是没钱才贷款。这样借六万相当于要还十一万多了，农村人伤不起。前段时间家里出了点事，资金周转不过来，...,已回复
4497,啄木鸟管道疏通,2021-07-02,https://tousu.sina.com.cn/complaint/view/17353853616/,投诉,啄木鸟家电,"退款,道歉,维修",啄木鸟管道疏通电话4001603***派人上门维修马桶维修费用780，第二天马桶没修好，维修工手机关机，平台没查到本人下单，,处理中
4498,小米有品购买冰箱，瑕疵产品不予换货，服务垃圾,2021-08-28,https://tousu.sina.com.cn/complaint/view/17354667120/,投诉,小米有品用户关怀,"赔偿,道歉,作出处罚,改善服务,解释,换货",在小米有品平台上购买一个冰箱，到货后发现有瑕疵，里面装电线的盒子都坏了。 1.发现问题后我们2021年8月22日在平台申请维修 2.申请以后8.23小米有品安排了师傅上门维修检察，上门检查以后发现此类问题属于产品瑕疵，无法维修，并给我开具鉴定单，让我上传申请换货 3.结论已经很清楚，产品有瑕疵，需要换货，然后小米有...,已完成
4499,发布虚假信息,2021-06-23,https://tousu.sina.com.cn/complaint/view/17353747201/,投诉,兴华家电,"赔偿,道歉",兴华家店微信公众号6月4号发布了一条留言点赞满36赞，可以领电风扇的链接，6月21号公众号又发布了中了名单，但是先后两次去兴华家电贸易广场店领取，都以没有货为由，拒绝领取，存在欺骗消费者以及发布虚假信息的情况,待分配
4500,菜鸟驿站送货上门不送货,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354726453/,投诉,菜鸟客服,"作出处罚,改善服务",因为搬家买了很多东西，其中包括家电家具这些可能有点大，我一个人也拿不动，快速到了后全部放到了深圳市龙华区玉翠新村61栋菜鸟驿站那里，货放到菜鸟后就有电话打进来是菜鸟驿站座机号码，问我今天方不方便签收菜鸟驿站为您今天送货上门。然后我说可以，后面等了一天两天都没送，菜鸟app显示送货超时，全部超时，后面菜...,已回复
4501,更换一个马桶盖乱收费,2021-07-02,https://tousu.sina.com.cn/complaint/view/17353858773/,投诉,啄木鸟家电,维修,我更换一个马桶盖收费226元。当时师傅给我看价目表写着拆卸109还有安装费用是多少的 ，在我不懂的情况下诱导我，我说太贵了吧还说不接受我就走人，我在不知所措情况下答应了，我在看订单时这个价格是整个马桶拆卸安装的费用，我就弄个马桶盖你收我整个马桶的价格弄个马桶盖要226你良心过意的去吗安个空调外机高空...,处理中
4502,中京通迅,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355146558/,投诉,中国移动10086,"退货退款,快速处理,解除合约",电瓶车的两位男性店员拦下，两位店员利用路人的同情心帮助完成店铺拉票，在帮助他们完成后告知有抽奖在其的引导下一步步完成操作，后抽中手机后，去福永中京大厦（深圳市宝安区福永街道中京大厦一楼B1）中国移动网点。 进去后见到营业员给他中奖码，该营业员告知查看我的中奖码后告知我，我确实是抽中了一个手机，并问了...,已回复
4503,中京通讯5G线下体验店,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355157381/,投诉,中国移动10086,"退货退款,快速处理,取消低消,解除合约",电瓶车的两位男性店员拦下，两位店员利用路人的同情心帮助完成店铺拉票，在帮助他们完成后告知有抽奖在其的引导下一步步完成操作，后抽中手机后，去福永中京大厦中国移动网点。 进去后见到营业员给他中奖码，该营业员告知查看我的中奖码后告知我，我确实是抽中了一个手机，并问了我支付宝的信用分，让我填写了基本资料，...,已回复
4504,中国移动未经机主同意开通魔百和电竞风云连续包月业务,2021-08-18,https://tousu.sina.com.cn/complaint/view/17354503591/,投诉,中国移动10086,"改善服务,赔偿解释",8月14日收到移动短信，说我手机号已开通魔百和电竞风云连续包月业务，打移动服务电话，说是在电视端开通的，该魔百和是给老人用的，老人平时也就看看卫视频道，其他不会，客服又问家里是不是有小孩，我们家确实有，但是孩子已经一个多月没回爷爷家了，又怎么能隔空玩爷爷家电视么。训家都有老人和孩子，即便是老人孩子误...,已完成
4505,京东商城第三方卖家上海平天数码科技有限公司拒绝售后服务,2021-08-19,https://tousu.sina.com.cn/complaint/view/17354529604/,投诉,京东客服,"退款,作出处罚,维修",我在5.31日在京东上购买了由该卖家在京东上店铺所售卖的蓝牙耳机。在使用2个月后耳机出现了杂音。随后联系商家商家让我自己打生产厂家电话进行检测维修，随后我致电耳机生产厂家，得知需要卖家进行返修才可以进行检测维修。我将此情况通过京东向卖家反映，卖家就不在回复我信息。我申请维修的时效经过48小时后，京东系统...,已完成
4506,上门催收，爆通讯录。严重影响到生活。利息过高，借六万还了八万四了，还要还三万四,2021-08-10,https://tousu.sina.com.cn/complaint/view/17354388373/,投诉,捷信消费金融有限公司,"停止骚扰,道歉赔偿/解释,处罚,撤销征信问题,销账,提供结清证明",2018年四月买家电借了三万贷款，到了11月捷信公司的人又打电话要我办三万贷款，说是我是公司的优质客户等等要我贷三万。我就又贷了三万。总共贷了六万，分期48期，到现在已经还了八万四了，还需要还三万四。本来就是没钱才贷款。这样借六万相当于要还十一万多了，农村人伤不起。前段时间家里出了点事，资金周转不过来，...,已回复
4507,啄木鸟管道疏通,2021-07-02,https://tousu.sina.com.cn/complaint/view/17353853616/,投诉,啄木鸟家电,"退款,道歉,维修",啄木鸟管道疏通电话4001603***派人上门维修马桶维修费用780，第二天马桶没修好，维修工手机关机，平台没查到本人下单，,处理中
4508,小米有品购买冰箱，瑕疵产品不予换货，服务垃圾,2021-08-28,https://tousu.sina.com.cn/complaint/view/17354667120/,投诉,小米有品用户关怀,"赔偿,道歉,作出处罚,改善服务,解释,换货",在小米有品平台上购买一个冰箱，到货后发现有瑕疵，里面装电线的盒子都坏了。 1.发现问题后我们2021年8月22日在平台申请维修 2.申请以后8.23小米有品安排了师傅上门维修检察，上门检查以后发现此类问题属于产品瑕疵，无法维修，并给我开具鉴定单，让我上传申请换货 3.结论已经很清楚，产品有瑕疵，需要换货，然后小米有...,已完成
4509,发布虚假信息,2021-06-23,https://tousu.sina.com.cn/complaint/view/17353747201/,投诉,兴华家电,"赔偿,道歉",兴华家店微信公众号6月4号发布了一条留言点赞满36赞，可以领电风扇的链接，6月21号公众号又发布了中了名单，但是先后两次去兴华家电贸易广场店领取，都以没有货为由，拒绝领取，存在欺骗消费者以及发布虚假信息的情况,待分配
4510,菜鸟驿站送货上门不送货,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354726453/,投诉,菜鸟客服,"作出处罚,改善服务",因为搬家买了很多东西，其中包括家电家具这些可能有点大，我一个人也拿不动，快速到了后全部放到了深圳市龙华区玉翠新村61栋菜鸟驿站那里，货放到菜鸟后就有电话打进来是菜鸟驿站座机号码，问我今天方不方便签收菜鸟驿站为您今天送货上门。然后我说可以，后面等了一天两天都没送，菜鸟app显示送货超时，全部超时，后面菜...,已回复
4511,更换一个马桶盖乱收费,2021-07-02,https://tousu.sina.com.cn/complaint/view/17353858773/,投诉,啄木鸟家电,维修,我更换一个马桶盖收费226元。当时师傅给我看价目表写着拆卸109还有安装费用是多少的 ，在我不懂的情况下诱导我，我说太贵了吧还说不接受我就走人，我在不知所措情况下答应了，我在看订单时这个价格是整个马桶拆卸安装的费用，我就弄个马桶盖你收我整个马桶的价格弄个马桶盖要226你良心过意的去吗安个空调外机高空...,处理中
4512,中京通迅,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355146558/,投诉,中国移动10086,"退货退款,快速处理,解除合约",电瓶车的两位男性店员拦下，两位店员利用路人的同情心帮助完成店铺拉票，在帮助他们完成后告知有抽奖在其的引导下一步步完成操作，后抽中手机后，去福永中京大厦（深圳市宝安区福永街道中京大厦一楼B1）中国移动网点。 进去后见到营业员给他中奖码，该营业员告知查看我的中奖码后告知我，我确实是抽中了一个手机，并问了...,已回复
4513,中京通讯5G线下体验店,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355157381/,投诉,中国移动10086,"退货退款,快速处理,取消低消,解除合约",电瓶车的两位男性店员拦下，两位店员利用路人的同情心帮助完成店铺拉票，在帮助他们完成后告知有抽奖在其的引导下一步步完成操作，后抽中手机后，去福永中京大厦中国移动网点。 进去后见到营业员给他中奖码，该营业员告知查看我的中奖码后告知我，我确实是抽中了一个手机，并问了我支付宝的信用分，让我填写了基本资料，...,已回复
4514,中国移动未经机主同意开通魔百和电竞风云连续包月业务,2021-08-18,https://tousu.sina.com.cn/complaint/view/17354503591/,投诉,中国移动10086,"改善服务,赔偿解释",8月14日收到移动短信，说我手机号已开通魔百和电竞风云连续包月业务，打移动服务电话，说是在电视端开通的，该魔百和是给老人用的，老人平时也就看看卫视频道，其他不会，客服又问家里是不是有小孩，我们家确实有，但是孩子已经一个多月没回爷爷家了，又怎么能隔空玩爷爷家电视么。训家都有老人和孩子，即便是老人孩子误...,已完成
4515,京东商城第三方卖家上海平天数码科技有限公司拒绝售后服务,2021-08-19,https://tousu.sina.com.cn/complaint/view/17354529604/,投诉,京东客服,"退款,作出处罚,维修",我在5.31日在京东上购买了由该卖家在京东上店铺所售卖的蓝牙耳机。在使用2个月后耳机出现了杂音。随后联系商家商家让我自己打生产厂家电话进行检测维修，随后我致电耳机生产厂家，得知需要卖家进行返修才可以进行检测维修。我将此情况通过京东向卖家反映，卖家就不在回复我信息。我申请维修的时效经过48小时后，京东系统...,已完成
4516,上门催收，爆通讯录。严重影响到生活。利息过高，借六万还了八万四了，还要还三万四,2021-08-10,https://tousu.sina.com.cn/complaint/view/17354388373/,投诉,捷信消费金融有限公司,"停止骚扰,道歉赔偿/解释,处罚,撤销征信问题,销账,提供结清证明",2018年四月买家电借了三万贷款，到了11月捷信公司的人又打电话要我办三万贷款，说是我是公司的优质客户等等要我贷三万。我就又贷了三万。总共贷了六万，分期48期，到现在已经还了八万四了，还需要还三万四。本来就是没钱才贷款。这样借六万相当于要还十一万多了，农村人伤不起。前段时间家里出了点事，资金周转不过来，...,已回复
4517,啄木鸟管道疏通,2021-07-02,https://tousu.sina.com.cn/complaint/view/17353853616/,投诉,啄木鸟家电,"退款,道歉,维修",啄木鸟管道疏通电话4001603***派人上门维修马桶维修费用780，第二天马桶没修好，维修工手机关机，平台没查到本人下单，,处理中
4518,小米有品购买冰箱，瑕疵产品不予换货，服务垃圾,2021-08-28,https://tousu.sina.com.cn/complaint/view/17354667120/,投诉,小米有品用户关怀,"赔偿,道歉,作出处罚,改善服务,解释,换货",在小米有品平台上购买一个冰箱，到货后发现有瑕疵，里面装电线的盒子都坏了。 1.发现问题后我们2021年8月22日在平台申请维修 2.申请以后8.23小米有品安排了师傅上门维修检察，上门检查以后发现此类问题属于产品瑕疵，无法维修，并给我开具鉴定单，让我上传申请换货 3.结论已经很清楚，产品有瑕疵，需要换货，然后小米有...,已完成
4519,发布虚假信息,2021-06-23,https://tousu.sina.com.cn/complaint/view/17353747201/,投诉,兴华家电,"赔偿,道歉",兴华家店微信公众号6月4号发布了一条留言点赞满36赞，可以领电风扇的链接，6月21号公众号又发布了中了名单，但是先后两次去兴华家电贸易广场店领取，都以没有货为由，拒绝领取，存在欺骗消费者以及发布虚假信息的情况,待分配
4520,菜鸟驿站送货上门不送货,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354726453/,投诉,菜鸟客服,"作出处罚,改善服务",因为搬家买了很多东西，其中包括家电家具这些可能有点大，我一个人也拿不动，快速到了后全部放到了深圳市龙华区玉翠新村61栋菜鸟驿站那里，货放到菜鸟后就有电话打进来是菜鸟驿站座机号码，问我今天方不方便签收菜鸟驿站为您今天送货上门。然后我说可以，后面等了一天两天都没送，菜鸟app显示送货超时，全部超时，后面菜...,已回复
4521,更换一个马桶盖乱收费,2021-07-02,https://tousu.sina.com.cn/complaint/view/17353858773/,投诉,啄木鸟家电,维修,我更换一个马桶盖收费226元。当时师傅给我看价目表写着拆卸109还有安装费用是多少的 ，在我不懂的情况下诱导我，我说太贵了吧还说不接受我就走人，我在不知所措情况下答应了，我在看订单时这个价格是整个马桶拆卸安装的费用，我就弄个马桶盖你收我整个马桶的价格弄个马桶盖要226你良心过意的去吗安个空调外机高空...,处理中
4522,中京通迅,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355146558/,投诉,中国移动10086,"退货退款,快速处理,解除合约",电瓶车的两位男性店员拦下，两位店员利用路人的同情心帮助完成店铺拉票，在帮助他们完成后告知有抽奖在其的引导下一步步完成操作，后抽中手机后，去福永中京大厦（深圳市宝安区福永街道中京大厦一楼B1）中国移动网点。 进去后见到营业员给他中奖码，该营业员告知查看我的中奖码后告知我，我确实是抽中了一个手机，并问了...,已回复
4523,中京通讯5G线下体验店,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355157381/,投诉,中国移动10086,"退货退款,快速处理,取消低消,解除合约",电瓶车的两位男性店员拦下，两位店员利用路人的同情心帮助完成店铺拉票，在帮助他们完成后告知有抽奖在其的引导下一步步完成操作，后抽中手机后，去福永中京大厦中国移动网点。 进去后见到营业员给他中奖码，该营业员告知查看我的中奖码后告知我，我确实是抽中了一个手机，并问了我支付宝的信用分，让我填写了基本资料，...,已回复
4524,中国移动未经机主同意开通魔百和电竞风云连续包月业务,2021-08-18,https://tousu.sina.com.cn/complaint/view/17354503591/,投诉,中国移动10086,"改善服务,赔偿解释",8月14日收到移动短信，说我手机号已开通魔百和电竞风云连续包月业务，打移动服务电话，说是在电视端开通的，该魔百和是给老人用的，老人平时也就看看卫视频道，其他不会，客服又问家里是不是有小孩，我们家确实有，但是孩子已经一个多月没回爷爷家了，又怎么能隔空玩爷爷家电视么。训家都有老人和孩子，即便是老人孩子误...,已完成
4525,京东商城第三方卖家上海平天数码科技有限公司拒绝售后服务,2021-08-19,https://tousu.sina.com.cn/complaint/view/17354529604/,投诉,京东客服,"退款,作出处罚,维修",我在5.31日在京东上购买了由该卖家在京东上店铺所售卖的蓝牙耳机。在使用2个月后耳机出现了杂音。随后联系商家商家让我自己打生产厂家电话进行检测维修，随后我致电耳机生产厂家，得知需要卖家进行返修才可以进行检测维修。我将此情况通过京东向卖家反映，卖家就不在回复我信息。我申请维修的时效经过48小时后，京东系统...,已完成
4526,上门催收，爆通讯录。严重影响到生活。利息过高，借六万还了八万四了，还要还三万四,2021-08-10,https://tousu.sina.com.cn/complaint/view/17354388373/,投诉,捷信消费金融有限公司,"停止骚扰,道歉赔偿/解释,处罚,撤销征信问题,销账,提供结清证明",2018年四月买家电借了三万贷款，到了11月捷信公司的人又打电话要我办三万贷款，说是我是公司的优质客户等等要我贷三万。我就又贷了三万。总共贷了六万，分期48期，到现在已经还了八万四了，还需要还三万四。本来就是没钱才贷款。这样借六万相当于要还十一万多了，农村人伤不起。前段时间家里出了点事，资金周转不过来，...,已回复
4527,啄木鸟管道疏通,2021-07-02,https://tousu.sina.com.cn/complaint/view/17353853616/,投诉,啄木鸟家电,"退款,道歉,维修",啄木鸟管道疏通电话4001603***派人上门维修马桶维修费用780，第二天马桶没修好，维修工手机关机，平台没查到本人下单，,处理中
4528,小米有品购买冰箱，瑕疵产品不予换货，服务垃圾,2021-08-28,https://tousu.sina.com.cn/complaint/view/17354667120/,投诉,小米有品用户关怀,"赔偿,道歉,作出处罚,改善服务,解释,换货",在小米有品平台上购买一个冰箱，到货后发现有瑕疵，里面装电线的盒子都坏了。 1.发现问题后我们2021年8月22日在平台申请维修 2.申请以后8.23小米有品安排了师傅上门维修检察，上门检查以后发现此类问题属于产品瑕疵，无法维修，并给我开具鉴定单，让我上传申请换货 3.结论已经很清楚，产品有瑕疵，需要换货，然后小米有...,已完成
4529,发布虚假信息,2021-06-23,https://tousu.sina.com.cn/complaint/view/17353747201/,投诉,兴华家电,"赔偿,道歉",兴华家店微信公众号6月4号发布了一条留言点赞满36赞，可以领电风扇的链接，6月21号公众号又发布了中了名单，但是先后两次去兴华家电贸易广场店领取，都以没有货为由，拒绝领取，存在欺骗消费者以及发布虚假信息的情况,待分配
4530,菜鸟驿站送货上门不送货,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354726453/,投诉,菜鸟客服,"作出处罚,改善服务",因为搬家买了很多东西，其中包括家电家具这些可能有点大，我一个人也拿不动，快速到了后全部放到了深圳市龙华区玉翠新村61栋菜鸟驿站那里，货放到菜鸟后就有电话打进来是菜鸟驿站座机号码，问我今天方不方便签收菜鸟驿站为您今天送货上门。然后我说可以，后面等了一天两天都没送，菜鸟app显示送货超时，全部超时，后面菜...,已回复
4531,更换一个马桶盖乱收费,2021-07-02,https://tousu.sina.com.cn/complaint/view/17353858773/,投诉,啄木鸟家电,维修,我更换一个马桶盖收费226元。当时师傅给我看价目表写着拆卸109还有安装费用是多少的 ，在我不懂的情况下诱导我，我说太贵了吧还说不接受我就走人，我在不知所措情况下答应了，我在看订单时这个价格是整个马桶拆卸安装的费用，我就弄个马桶盖你收我整个马桶的价格弄个马桶盖要226你良心过意的去吗安个空调外机高空...,处理中
4532,中京通迅,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355146558/,投诉,中国移动10086,"退货退款,快速处理,解除合约",电瓶车的两位男性店员拦下，两位店员利用路人的同情心帮助完成店铺拉票，在帮助他们完成后告知有抽奖在其的引导下一步步完成操作，后抽中手机后，去福永中京大厦（深圳市宝安区福永街道中京大厦一楼B1）中国移动网点。 进去后见到营业员给他中奖码，该营业员告知查看我的中奖码后告知我，我确实是抽中了一个手机，并问了...,已回复
4533,中京通讯5G线下体验店,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355157381/,投诉,中国移动10086,"退货退款,快速处理,取消低消,解除合约",电瓶车的两位男性店员拦下，两位店员利用路人的同情心帮助完成店铺拉票，在帮助他们完成后告知有抽奖在其的引导下一步步完成操作，后抽中手机后，去福永中京大厦中国移动网点。 进去后见到营业员给他中奖码，该营业员告知查看我的中奖码后告知我，我确实是抽中了一个手机，并问了我支付宝的信用分，让我填写了基本资料，...,已回复
4534,中国移动未经机主同意开通魔百和电竞风云连续包月业务,2021-08-18,https://tousu.sina.com.cn/complaint/view/17354503591/,投诉,中国移动10086,"改善服务,赔偿解释",8月14日收到移动短信，说我手机号已开通魔百和电竞风云连续包月业务，打移动服务电话，说是在电视端开通的，该魔百和是给老人用的，老人平时也就看看卫视频道，其他不会，客服又问家里是不是有小孩，我们家确实有，但是孩子已经一个多月没回爷爷家了，又怎么能隔空玩爷爷家电视么。训家都有老人和孩子，即便是老人孩子误...,已完成
4535,京东商城第三方卖家上海平天数码科技有限公司拒绝售后服务,2021-08-19,https://tousu.sina.com.cn/complaint/view/17354529604/,投诉,京东客服,"退款,作出处罚,维修",我在5.31日在京东上购买了由该卖家在京东上店铺所售卖的蓝牙耳机。在使用2个月后耳机出现了杂音。随后联系商家商家让我自己打生产厂家电话进行检测维修，随后我致电耳机生产厂家，得知需要卖家进行返修才可以进行检测维修。我将此情况通过京东向卖家反映，卖家就不在回复我信息。我申请维修的时效经过48小时后，京东系统...,已完成
4536,上门催收，爆通讯录。严重影响到生活。利息过高，借六万还了八万四了，还要还三万四,2021-08-10,https://tousu.sina.com.cn/complaint/view/17354388373/,投诉,捷信消费金融有限公司,"停止骚扰,道歉赔偿/解释,处罚,撤销征信问题,销账,提供结清证明",2018年四月买家电借了三万贷款，到了11月捷信公司的人又打电话要我办三万贷款，说是我是公司的优质客户等等要我贷三万。我就又贷了三万。总共贷了六万，分期48期，到现在已经还了八万四了，还需要还三万四。本来就是没钱才贷款。这样借六万相当于要还十一万多了，农村人伤不起。前段时间家里出了点事，资金周转不过来，...,已回复
4537,啄木鸟管道疏通,2021-07-02,https://tousu.sina.com.cn/complaint/view/17353853616/,投诉,啄木鸟家电,"退款,道歉,维修",啄木鸟管道疏通电话4001603***派人上门维修马桶维修费用780，第二天马桶没修好，维修工手机关机，平台没查到本人下单，,处理中
4538,小米有品购买冰箱，瑕疵产品不予换货，服务垃圾,2021-08-28,https://tousu.sina.com.cn/complaint/view/17354667120/,投诉,小米有品用户关怀,"赔偿,道歉,作出处罚,改善服务,解释,换货",在小米有品平台上购买一个冰箱，到货后发现有瑕疵，里面装电线的盒子都坏了。 1.发现问题后我们2021年8月22日在平台申请维修 2.申请以后8.23小米有品安排了师傅上门维修检察，上门检查以后发现此类问题属于产品瑕疵，无法维修，并给我开具鉴定单，让我上传申请换货 3.结论已经很清楚，产品有瑕疵，需要换货，然后小米有...,已完成
4539,发布虚假信息,2021-06-23,https://tousu.sina.com.cn/complaint/view/17353747201/,投诉,兴华家电,"赔偿,道歉",兴华家店微信公众号6月4号发布了一条留言点赞满36赞，可以领电风扇的链接，6月21号公众号又发布了中了名单，但是先后两次去兴华家电贸易广场店领取，都以没有货为由，拒绝领取，存在欺骗消费者以及发布虚假信息的情况,待分配
