序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
3912,Chillin app的盲盒活动,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355463669/,投诉,手机百度技术支持,"退款,赔偿",补了十块钱买的69盲盒却只发59块钱的 且不补差价,已完成
3913,百度极速版。欺骗消费者,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355697639/,投诉,手机百度技术支持,赔偿,百度极速版就是骗人的，每天都说今日提现份额已用完。白看这么长时间视频了，没钱就别搞这些东西，不嫌丢人？我要求赔偿！,已回复
3914,拉人奖励无法提现，希望能给予处理,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355701059/,投诉,手机百度技术支持,赔偿,每天提前永远显示份额不足只能提现0.8大额永远提不了,已回复
3915,付了运费，快一个月了还不发货,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355250868/,投诉,手机百度技术支持,"发货,拍下一个月了快发货",chillin盲盒，付了运费9月7号拍的，到现在还不发货,已完成
3916,付邮近20天不发货,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355245536/,投诉,手机百度技术支持,"赔偿,解释,道歉,发货",百度漫画关联的app chillin的免费盲盒活动付了很久的邮一直不发货,已完成
3917,chillin不发货,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355212850/,投诉,手机百度技术支持,发货,百度漫画关联的APP，chillin不发货，盲盒不发货,已回复
3918,百度搞的邀好友领100块钱现金,2021-10-01,https://tousu.sina.com.cn/complaint/view/17355212747/,投诉,手机百度技术支持,"赔偿,道歉",百度的邀好友领100元现金，先搞了一次正常，过了一天又找亲戚朋友同学助力，得了一百块钱，显示可以提现，不让领取，找客服一直拖着说账号有问题，你们自己出的链接怎么就黑了，黑了别给呀，为什么显示可以提现，还让联系客服，不能领取的话第一次就应该不能领取，为什么第一次可以领取？因为搞这个求爷爷告奶奶的找了好...,已回复
3919,估吗利用回收估计高，实际非常低进行渉骗,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355366463/,投诉,估吗手机回收,"赔偿,道歉,解释",估吗利用远比其他平台估价高的价格，使消费者在其平台回收，然后通过质检外观划痕，碎裂，外壳等一切外观因素几乎对半砍价，另外可以搜一下估吗干这事太平常了，赶紧倒闭去吧，别在坑人了,已回复
3920,百度漫画关联的app chillin付了邮费近一个月还未发货,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355306350/,投诉,手机百度技术支持,发货,百度漫画关联的app chillin的免费盲盒活动付了邮费近一个月还未发货,已回复
3921,淘宝moto摩托罗拉手机旗舰店手机质量问题不退货退款,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355702825/,投诉,摩托罗拉手机,退货退款,于10.23签收手机，10.30日发现手机存在质量问题（断触），向客服请求退货退款，客服以手机性价比高为由暗示不退货退款。于10.2日又发现手机断触，向客服请求退货退款，客服以超过7天不予退货为由，拒绝履行手机质量问题却不退货退款。,处理中
3922,Chillin app的盲盒活动,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355463669/,投诉,手机百度技术支持,"退款,赔偿",补了十块钱买的69盲盒却只发59块钱的 且不补差价,已完成
3923,百度极速版。欺骗消费者,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355697639/,投诉,手机百度技术支持,赔偿,百度极速版就是骗人的，每天都说今日提现份额已用完。白看这么长时间视频了，没钱就别搞这些东西，不嫌丢人？我要求赔偿！,已回复
3924,拉人奖励无法提现，希望能给予处理,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355701059/,投诉,手机百度技术支持,赔偿,每天提前永远显示份额不足只能提现0.8大额永远提不了,已回复
3925,付了运费，快一个月了还不发货,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355250868/,投诉,手机百度技术支持,"发货,拍下一个月了快发货",chillin盲盒，付了运费9月7号拍的，到现在还不发货,已完成
3926,付邮近20天不发货,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355245536/,投诉,手机百度技术支持,"赔偿,解释,道歉,发货",百度漫画关联的app chillin的免费盲盒活动付了很久的邮一直不发货,已完成
3927,chillin不发货,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355212850/,投诉,手机百度技术支持,发货,百度漫画关联的APP，chillin不发货，盲盒不发货,已回复
3928,百度搞的邀好友领100块钱现金,2021-10-01,https://tousu.sina.com.cn/complaint/view/17355212747/,投诉,手机百度技术支持,"赔偿,道歉",百度的邀好友领100元现金，先搞了一次正常，过了一天又找亲戚朋友同学助力，得了一百块钱，显示可以提现，不让领取，找客服一直拖着说账号有问题，你们自己出的链接怎么就黑了，黑了别给呀，为什么显示可以提现，还让联系客服，不能领取的话第一次就应该不能领取，为什么第一次可以领取？因为搞这个求爷爷告奶奶的找了好...,已回复
3929,估吗利用回收估计高，实际非常低进行渉骗,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355366463/,投诉,估吗手机回收,"赔偿,道歉,解释",估吗利用远比其他平台估价高的价格，使消费者在其平台回收，然后通过质检外观划痕，碎裂，外壳等一切外观因素几乎对半砍价，另外可以搜一下估吗干这事太平常了，赶紧倒闭去吧，别在坑人了,已回复
3930,百度漫画关联的app chillin付了邮费近一个月还未发货,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355306350/,投诉,手机百度技术支持,发货,百度漫画关联的app chillin的免费盲盒活动付了邮费近一个月还未发货,已回复
3931,淘宝moto摩托罗拉手机旗舰店手机质量问题不退货退款,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355702825/,投诉,摩托罗拉手机,退货退款,于10.23签收手机，10.30日发现手机存在质量问题（断触），向客服请求退货退款，客服以手机性价比高为由暗示不退货退款。于10.2日又发现手机断触，向客服请求退货退款，客服以超过7天不予退货为由，拒绝履行手机质量问题却不退货退款。,处理中
3932,Chillin app的盲盒活动,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355463669/,投诉,手机百度技术支持,"退款,赔偿",补了十块钱买的69盲盒却只发59块钱的 且不补差价,已完成
3933,百度极速版。欺骗消费者,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355697639/,投诉,手机百度技术支持,赔偿,百度极速版就是骗人的，每天都说今日提现份额已用完。白看这么长时间视频了，没钱就别搞这些东西，不嫌丢人？我要求赔偿！,已回复
3934,拉人奖励无法提现，希望能给予处理,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355701059/,投诉,手机百度技术支持,赔偿,每天提前永远显示份额不足只能提现0.8大额永远提不了,已回复
3935,付了运费，快一个月了还不发货,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355250868/,投诉,手机百度技术支持,"发货,拍下一个月了快发货",chillin盲盒，付了运费9月7号拍的，到现在还不发货,已完成
3936,付邮近20天不发货,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355245536/,投诉,手机百度技术支持,"赔偿,解释,道歉,发货",百度漫画关联的app chillin的免费盲盒活动付了很久的邮一直不发货,已完成
3937,chillin不发货,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355212850/,投诉,手机百度技术支持,发货,百度漫画关联的APP，chillin不发货，盲盒不发货,已回复
3938,百度搞的邀好友领100块钱现金,2021-10-01,https://tousu.sina.com.cn/complaint/view/17355212747/,投诉,手机百度技术支持,"赔偿,道歉",百度的邀好友领100元现金，先搞了一次正常，过了一天又找亲戚朋友同学助力，得了一百块钱，显示可以提现，不让领取，找客服一直拖着说账号有问题，你们自己出的链接怎么就黑了，黑了别给呀，为什么显示可以提现，还让联系客服，不能领取的话第一次就应该不能领取，为什么第一次可以领取？因为搞这个求爷爷告奶奶的找了好...,已回复
3939,估吗利用回收估计高，实际非常低进行渉骗,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355366463/,投诉,估吗手机回收,"赔偿,道歉,解释",估吗利用远比其他平台估价高的价格，使消费者在其平台回收，然后通过质检外观划痕，碎裂，外壳等一切外观因素几乎对半砍价，另外可以搜一下估吗干这事太平常了，赶紧倒闭去吧，别在坑人了,已回复
3940,百度漫画关联的app chillin付了邮费近一个月还未发货,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355306350/,投诉,手机百度技术支持,发货,百度漫画关联的app chillin的免费盲盒活动付了邮费近一个月还未发货,已回复
3941,淘宝moto摩托罗拉手机旗舰店手机质量问题不退货退款,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355702825/,投诉,摩托罗拉手机,退货退款,于10.23签收手机，10.30日发现手机存在质量问题（断触），向客服请求退货退款，客服以手机性价比高为由暗示不退货退款。于10.2日又发现手机断触，向客服请求退货退款，客服以超过7天不予退货为由，拒绝履行手机质量问题却不退货退款。,处理中
3942,Chillin app的盲盒活动,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355463669/,投诉,手机百度技术支持,"退款,赔偿",补了十块钱买的69盲盒却只发59块钱的 且不补差价,已完成
3943,百度极速版。欺骗消费者,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355697639/,投诉,手机百度技术支持,赔偿,百度极速版就是骗人的，每天都说今日提现份额已用完。白看这么长时间视频了，没钱就别搞这些东西，不嫌丢人？我要求赔偿！,已回复
3944,拉人奖励无法提现，希望能给予处理,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355701059/,投诉,手机百度技术支持,赔偿,每天提前永远显示份额不足只能提现0.8大额永远提不了,已回复
3945,付了运费，快一个月了还不发货,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355250868/,投诉,手机百度技术支持,"发货,拍下一个月了快发货",chillin盲盒，付了运费9月7号拍的，到现在还不发货,已完成
3946,付邮近20天不发货,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355245536/,投诉,手机百度技术支持,"赔偿,解释,道歉,发货",百度漫画关联的app chillin的免费盲盒活动付了很久的邮一直不发货,已完成
3947,chillin不发货,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355212850/,投诉,手机百度技术支持,发货,百度漫画关联的APP，chillin不发货，盲盒不发货,已回复
3948,百度搞的邀好友领100块钱现金,2021-10-01,https://tousu.sina.com.cn/complaint/view/17355212747/,投诉,手机百度技术支持,"赔偿,道歉",百度的邀好友领100元现金，先搞了一次正常，过了一天又找亲戚朋友同学助力，得了一百块钱，显示可以提现，不让领取，找客服一直拖着说账号有问题，你们自己出的链接怎么就黑了，黑了别给呀，为什么显示可以提现，还让联系客服，不能领取的话第一次就应该不能领取，为什么第一次可以领取？因为搞这个求爷爷告奶奶的找了好...,已回复
3949,估吗利用回收估计高，实际非常低进行渉骗,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355366463/,投诉,估吗手机回收,"赔偿,道歉,解释",估吗利用远比其他平台估价高的价格，使消费者在其平台回收，然后通过质检外观划痕，碎裂，外壳等一切外观因素几乎对半砍价，另外可以搜一下估吗干这事太平常了，赶紧倒闭去吧，别在坑人了,已回复
3950,百度漫画关联的app chillin付了邮费近一个月还未发货,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355306350/,投诉,手机百度技术支持,发货,百度漫画关联的app chillin的免费盲盒活动付了邮费近一个月还未发货,已回复
3951,淘宝moto摩托罗拉手机旗舰店手机质量问题不退货退款,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355702825/,投诉,摩托罗拉手机,退货退款,于10.23签收手机，10.30日发现手机存在质量问题（断触），向客服请求退货退款，客服以手机性价比高为由暗示不退货退款。于10.2日又发现手机断触，向客服请求退货退款，客服以超过7天不予退货为由，拒绝履行手机质量问题却不退货退款。,处理中
3952,Chillin app的盲盒活动,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355463669/,投诉,手机百度技术支持,"退款,赔偿",补了十块钱买的69盲盒却只发59块钱的 且不补差价,已完成
3953,百度极速版。欺骗消费者,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355697639/,投诉,手机百度技术支持,赔偿,百度极速版就是骗人的，每天都说今日提现份额已用完。白看这么长时间视频了，没钱就别搞这些东西，不嫌丢人？我要求赔偿！,已回复
3954,拉人奖励无法提现，希望能给予处理,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355701059/,投诉,手机百度技术支持,赔偿,每天提前永远显示份额不足只能提现0.8大额永远提不了,已回复
3955,付了运费，快一个月了还不发货,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355250868/,投诉,手机百度技术支持,"发货,拍下一个月了快发货",chillin盲盒，付了运费9月7号拍的，到现在还不发货,已完成
3956,付邮近20天不发货,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355245536/,投诉,手机百度技术支持,"赔偿,解释,道歉,发货",百度漫画关联的app chillin的免费盲盒活动付了很久的邮一直不发货,已完成
3957,chillin不发货,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355212850/,投诉,手机百度技术支持,发货,百度漫画关联的APP，chillin不发货，盲盒不发货,已回复
3958,百度搞的邀好友领100块钱现金,2021-10-01,https://tousu.sina.com.cn/complaint/view/17355212747/,投诉,手机百度技术支持,"赔偿,道歉",百度的邀好友领100元现金，先搞了一次正常，过了一天又找亲戚朋友同学助力，得了一百块钱，显示可以提现，不让领取，找客服一直拖着说账号有问题，你们自己出的链接怎么就黑了，黑了别给呀，为什么显示可以提现，还让联系客服，不能领取的话第一次就应该不能领取，为什么第一次可以领取？因为搞这个求爷爷告奶奶的找了好...,已回复
3959,估吗利用回收估计高，实际非常低进行渉骗,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355366463/,投诉,估吗手机回收,"赔偿,道歉,解释",估吗利用远比其他平台估价高的价格，使消费者在其平台回收，然后通过质检外观划痕，碎裂，外壳等一切外观因素几乎对半砍价，另外可以搜一下估吗干这事太平常了，赶紧倒闭去吧，别在坑人了,已回复
3960,百度漫画关联的app chillin付了邮费近一个月还未发货,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355306350/,投诉,手机百度技术支持,发货,百度漫画关联的app chillin的免费盲盒活动付了邮费近一个月还未发货,已回复
3961,淘宝moto摩托罗拉手机旗舰店手机质量问题不退货退款,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355702825/,投诉,摩托罗拉手机,退货退款,于10.23签收手机，10.30日发现手机存在质量问题（断触），向客服请求退货退款，客服以手机性价比高为由暗示不退货退款。于10.2日又发现手机断触，向客服请求退货退款，客服以超过7天不予退货为由，拒绝履行手机质量问题却不退货退款。,处理中
3962,Chillin app的盲盒活动,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355463669/,投诉,手机百度技术支持,"退款,赔偿",补了十块钱买的69盲盒却只发59块钱的 且不补差价,已完成
3963,百度极速版。欺骗消费者,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355697639/,投诉,手机百度技术支持,赔偿,百度极速版就是骗人的，每天都说今日提现份额已用完。白看这么长时间视频了，没钱就别搞这些东西，不嫌丢人？我要求赔偿！,已回复
3964,拉人奖励无法提现，希望能给予处理,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355701059/,投诉,手机百度技术支持,赔偿,每天提前永远显示份额不足只能提现0.8大额永远提不了,已回复
3965,付了运费，快一个月了还不发货,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355250868/,投诉,手机百度技术支持,"发货,拍下一个月了快发货",chillin盲盒，付了运费9月7号拍的，到现在还不发货,已完成
3966,付邮近20天不发货,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355245536/,投诉,手机百度技术支持,"赔偿,解释,道歉,发货",百度漫画关联的app chillin的免费盲盒活动付了很久的邮一直不发货,已完成
3967,chillin不发货,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355212850/,投诉,手机百度技术支持,发货,百度漫画关联的APP，chillin不发货，盲盒不发货,已回复
3968,百度搞的邀好友领100块钱现金,2021-10-01,https://tousu.sina.com.cn/complaint/view/17355212747/,投诉,手机百度技术支持,"赔偿,道歉",百度的邀好友领100元现金，先搞了一次正常，过了一天又找亲戚朋友同学助力，得了一百块钱，显示可以提现，不让领取，找客服一直拖着说账号有问题，你们自己出的链接怎么就黑了，黑了别给呀，为什么显示可以提现，还让联系客服，不能领取的话第一次就应该不能领取，为什么第一次可以领取？因为搞这个求爷爷告奶奶的找了好...,已回复
3969,估吗利用回收估计高，实际非常低进行渉骗,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355366463/,投诉,估吗手机回收,"赔偿,道歉,解释",估吗利用远比其他平台估价高的价格，使消费者在其平台回收，然后通过质检外观划痕，碎裂，外壳等一切外观因素几乎对半砍价，另外可以搜一下估吗干这事太平常了，赶紧倒闭去吧，别在坑人了,已回复
3970,百度漫画关联的app chillin付了邮费近一个月还未发货,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355306350/,投诉,手机百度技术支持,发货,百度漫画关联的app chillin的免费盲盒活动付了邮费近一个月还未发货,已回复
3971,淘宝moto摩托罗拉手机旗舰店手机质量问题不退货退款,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355702825/,投诉,摩托罗拉手机,退货退款,于10.23签收手机，10.30日发现手机存在质量问题（断触），向客服请求退货退款，客服以手机性价比高为由暗示不退货退款。于10.2日又发现手机断触，向客服请求退货退款，客服以超过7天不予退货为由，拒绝履行手机质量问题却不退货退款。,处理中
3972,Chillin app的盲盒活动,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355463669/,投诉,手机百度技术支持,"退款,赔偿",补了十块钱买的69盲盒却只发59块钱的 且不补差价,已完成
3973,百度极速版。欺骗消费者,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355697639/,投诉,手机百度技术支持,赔偿,百度极速版就是骗人的，每天都说今日提现份额已用完。白看这么长时间视频了，没钱就别搞这些东西，不嫌丢人？我要求赔偿！,已回复
3974,拉人奖励无法提现，希望能给予处理,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355701059/,投诉,手机百度技术支持,赔偿,每天提前永远显示份额不足只能提现0.8大额永远提不了,已回复
3975,付了运费，快一个月了还不发货,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355250868/,投诉,手机百度技术支持,"发货,拍下一个月了快发货",chillin盲盒，付了运费9月7号拍的，到现在还不发货,已完成
3976,付邮近20天不发货,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355245536/,投诉,手机百度技术支持,"赔偿,解释,道歉,发货",百度漫画关联的app chillin的免费盲盒活动付了很久的邮一直不发货,已完成
3977,chillin不发货,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355212850/,投诉,手机百度技术支持,发货,百度漫画关联的APP，chillin不发货，盲盒不发货,已回复
3978,百度搞的邀好友领100块钱现金,2021-10-01,https://tousu.sina.com.cn/complaint/view/17355212747/,投诉,手机百度技术支持,"赔偿,道歉",百度的邀好友领100元现金，先搞了一次正常，过了一天又找亲戚朋友同学助力，得了一百块钱，显示可以提现，不让领取，找客服一直拖着说账号有问题，你们自己出的链接怎么就黑了，黑了别给呀，为什么显示可以提现，还让联系客服，不能领取的话第一次就应该不能领取，为什么第一次可以领取？因为搞这个求爷爷告奶奶的找了好...,已回复
3979,估吗利用回收估计高，实际非常低进行渉骗,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355366463/,投诉,估吗手机回收,"赔偿,道歉,解释",估吗利用远比其他平台估价高的价格，使消费者在其平台回收，然后通过质检外观划痕，碎裂，外壳等一切外观因素几乎对半砍价，另外可以搜一下估吗干这事太平常了，赶紧倒闭去吧，别在坑人了,已回复
3980,百度漫画关联的app chillin付了邮费近一个月还未发货,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355306350/,投诉,手机百度技术支持,发货,百度漫画关联的app chillin的免费盲盒活动付了邮费近一个月还未发货,已回复
3981,淘宝moto摩托罗拉手机旗舰店手机质量问题不退货退款,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355702825/,投诉,摩托罗拉手机,退货退款,于10.23签收手机，10.30日发现手机存在质量问题（断触），向客服请求退货退款，客服以手机性价比高为由暗示不退货退款。于10.2日又发现手机断触，向客服请求退货退款，客服以超过7天不予退货为由，拒绝履行手机质量问题却不退货退款。,处理中
3982,Chillin app的盲盒活动,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355463669/,投诉,手机百度技术支持,"退款,赔偿",补了十块钱买的69盲盒却只发59块钱的 且不补差价,已完成
3983,百度极速版。欺骗消费者,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355697639/,投诉,手机百度技术支持,赔偿,百度极速版就是骗人的，每天都说今日提现份额已用完。白看这么长时间视频了，没钱就别搞这些东西，不嫌丢人？我要求赔偿！,已回复
3984,拉人奖励无法提现，希望能给予处理,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355701059/,投诉,手机百度技术支持,赔偿,每天提前永远显示份额不足只能提现0.8大额永远提不了,已回复
3985,付了运费，快一个月了还不发货,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355250868/,投诉,手机百度技术支持,"发货,拍下一个月了快发货",chillin盲盒，付了运费9月7号拍的，到现在还不发货,已完成
3986,付邮近20天不发货,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355245536/,投诉,手机百度技术支持,"赔偿,解释,道歉,发货",百度漫画关联的app chillin的免费盲盒活动付了很久的邮一直不发货,已完成
3987,chillin不发货,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355212850/,投诉,手机百度技术支持,发货,百度漫画关联的APP，chillin不发货，盲盒不发货,已回复
3988,百度搞的邀好友领100块钱现金,2021-10-01,https://tousu.sina.com.cn/complaint/view/17355212747/,投诉,手机百度技术支持,"赔偿,道歉",百度的邀好友领100元现金，先搞了一次正常，过了一天又找亲戚朋友同学助力，得了一百块钱，显示可以提现，不让领取，找客服一直拖着说账号有问题，你们自己出的链接怎么就黑了，黑了别给呀，为什么显示可以提现，还让联系客服，不能领取的话第一次就应该不能领取，为什么第一次可以领取？因为搞这个求爷爷告奶奶的找了好...,已回复
3989,估吗利用回收估计高，实际非常低进行渉骗,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355366463/,投诉,估吗手机回收,"赔偿,道歉,解释",估吗利用远比其他平台估价高的价格，使消费者在其平台回收，然后通过质检外观划痕，碎裂，外壳等一切外观因素几乎对半砍价，另外可以搜一下估吗干这事太平常了，赶紧倒闭去吧，别在坑人了,已回复
3990,百度漫画关联的app chillin付了邮费近一个月还未发货,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355306350/,投诉,手机百度技术支持,发货,百度漫画关联的app chillin的免费盲盒活动付了邮费近一个月还未发货,已回复
3991,淘宝moto摩托罗拉手机旗舰店手机质量问题不退货退款,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355702825/,投诉,摩托罗拉手机,退货退款,于10.23签收手机，10.30日发现手机存在质量问题（断触），向客服请求退货退款，客服以手机性价比高为由暗示不退货退款。于10.2日又发现手机断触，向客服请求退货退款，客服以超过7天不予退货为由，拒绝履行手机质量问题却不退货退款。,处理中
3992,Chillin app的盲盒活动,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355463669/,投诉,手机百度技术支持,"退款,赔偿",补了十块钱买的69盲盒却只发59块钱的 且不补差价,已完成
3993,百度极速版。欺骗消费者,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355697639/,投诉,手机百度技术支持,赔偿,百度极速版就是骗人的，每天都说今日提现份额已用完。白看这么长时间视频了，没钱就别搞这些东西，不嫌丢人？我要求赔偿！,已回复
3994,拉人奖励无法提现，希望能给予处理,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355701059/,投诉,手机百度技术支持,赔偿,每天提前永远显示份额不足只能提现0.8大额永远提不了,已回复
3995,付了运费，快一个月了还不发货,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355250868/,投诉,手机百度技术支持,"发货,拍下一个月了快发货",chillin盲盒，付了运费9月7号拍的，到现在还不发货,已完成
3996,付邮近20天不发货,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355245536/,投诉,手机百度技术支持,"赔偿,解释,道歉,发货",百度漫画关联的app chillin的免费盲盒活动付了很久的邮一直不发货,已完成
3997,chillin不发货,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355212850/,投诉,手机百度技术支持,发货,百度漫画关联的APP，chillin不发货，盲盒不发货,已回复
3998,百度搞的邀好友领100块钱现金,2021-10-01,https://tousu.sina.com.cn/complaint/view/17355212747/,投诉,手机百度技术支持,"赔偿,道歉",百度的邀好友领100元现金，先搞了一次正常，过了一天又找亲戚朋友同学助力，得了一百块钱，显示可以提现，不让领取，找客服一直拖着说账号有问题，你们自己出的链接怎么就黑了，黑了别给呀，为什么显示可以提现，还让联系客服，不能领取的话第一次就应该不能领取，为什么第一次可以领取？因为搞这个求爷爷告奶奶的找了好...,已回复
3999,估吗利用回收估计高，实际非常低进行渉骗,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355366463/,投诉,估吗手机回收,"赔偿,道歉,解释",估吗利用远比其他平台估价高的价格，使消费者在其平台回收，然后通过质检外观划痕，碎裂，外壳等一切外观因素几乎对半砍价，另外可以搜一下估吗干这事太平常了，赶紧倒闭去吧，别在坑人了,已回复
4000,百度漫画关联的app chillin付了邮费近一个月还未发货,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355306350/,投诉,手机百度技术支持,发货,百度漫画关联的app chillin的免费盲盒活动付了邮费近一个月还未发货,已回复
4001,淘宝moto摩托罗拉手机旗舰店手机质量问题不退货退款,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355702825/,投诉,摩托罗拉手机,退货退款,于10.23签收手机，10.30日发现手机存在质量问题（断触），向客服请求退货退款，客服以手机性价比高为由暗示不退货退款。于10.2日又发现手机断触，向客服请求退货退款，客服以超过7天不予退货为由，拒绝履行手机质量问题却不退货退款。,处理中
4002,Chillin app的盲盒活动,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355463669/,投诉,手机百度技术支持,"退款,赔偿",补了十块钱买的69盲盒却只发59块钱的 且不补差价,已完成
4003,百度极速版。欺骗消费者,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355697639/,投诉,手机百度技术支持,赔偿,百度极速版就是骗人的，每天都说今日提现份额已用完。白看这么长时间视频了，没钱就别搞这些东西，不嫌丢人？我要求赔偿！,已回复
4004,拉人奖励无法提现，希望能给予处理,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355701059/,投诉,手机百度技术支持,赔偿,每天提前永远显示份额不足只能提现0.8大额永远提不了,已回复
4005,付了运费，快一个月了还不发货,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355250868/,投诉,手机百度技术支持,"发货,拍下一个月了快发货",chillin盲盒，付了运费9月7号拍的，到现在还不发货,已完成
4006,付邮近20天不发货,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355245536/,投诉,手机百度技术支持,"赔偿,解释,道歉,发货",百度漫画关联的app chillin的免费盲盒活动付了很久的邮一直不发货,已完成
4007,chillin不发货,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355212850/,投诉,手机百度技术支持,发货,百度漫画关联的APP，chillin不发货，盲盒不发货,已回复
4008,百度搞的邀好友领100块钱现金,2021-10-01,https://tousu.sina.com.cn/complaint/view/17355212747/,投诉,手机百度技术支持,"赔偿,道歉",百度的邀好友领100元现金，先搞了一次正常，过了一天又找亲戚朋友同学助力，得了一百块钱，显示可以提现，不让领取，找客服一直拖着说账号有问题，你们自己出的链接怎么就黑了，黑了别给呀，为什么显示可以提现，还让联系客服，不能领取的话第一次就应该不能领取，为什么第一次可以领取？因为搞这个求爷爷告奶奶的找了好...,已回复
4009,估吗利用回收估计高，实际非常低进行渉骗,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355366463/,投诉,估吗手机回收,"赔偿,道歉,解释",估吗利用远比其他平台估价高的价格，使消费者在其平台回收，然后通过质检外观划痕，碎裂，外壳等一切外观因素几乎对半砍价，另外可以搜一下估吗干这事太平常了，赶紧倒闭去吧，别在坑人了,已回复
