序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
4045,小电科技，充电宝归成功仍然强行扣费,2021-08-14,https://tousu.sina.com.cn/complaint/view/17354441830/,投诉,小电科技,退款,我在8月10号，18:36分租借了一个小电科技充电宝，使用不到半个小时就归还了，三天之后收到了扣费，信息。与客服沟通一直叫我提供充电宝编码，以及商家的监控，我联系不到商家，请小电科技提供商家电话，小电科技也未给予帮助。一直叫我耐心等待，告知我下一位租用成功归还时再联系我。觉得非常无语，充电宝本身就有问题...,已完成
4046,拼多多大数据杀熟,2021-10-27,https://tousu.sina.com.cn/complaint/view/17355614365/,投诉,拼多多客户服务,"赔偿,恢复优惠券",本人一直开通拼多多会员，之前就有发现同样的商品链接还是非会员的价格便宜，现在问题就更多了，同样的会员，优惠券页面，我的会员满减金额最高110-9元，出了月卡精选，一直下单都是凑110元以上，但是交易金额远远不如我的朋友确显示90-9，这已经是很长一段时间了，今天发现我买大件没有优惠券，朋友的会员确能领到全平...,处理中
4047,科沃斯机器人科技有限公司价格欺骗，虚假宣传，变相大幅度降价严重侵害消费者权益！！,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355711494/,投诉,科沃斯售后,退款,于2021-09-09日购买科沃斯X1扫地机器人，并拍下预售订单，页面和客服宣传首发购买新品用户享受价保，如后面一年内降价按照师傅金额退差价订单号221407658***，于9月29号支付尾款订单号223874549***金额5999元。 商品于11月1日降价，为了保价成功拍下订单225265977***金额￥5377.49，找京东退差价，京东以商品保价30天过...,处理中
4048,科沃斯X1扫地机器人价保一年虚假宣传不给退差价,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355711425/,投诉,京东客服,退款,于2021-09-09日购买科沃斯X1扫地机器人，并拍下预售订单，页面和客服宣传首发购买新品用户享受价保，如后面一年内降价按照师傅金额退差价订单号221407658***，于9月29号支付尾款订单号223874549***金额5999元。 商品于11月1日降价，为了保价成功拍下订单225265977***金额￥5377.49，找京东退差价，京东以商品保价30天过...,已回复
4049,西门子洗衣机三角架1200元是否合理,2021-07-17,https://tousu.sina.com.cn/complaint/view/17354062663/,投诉,西门子家电客户服务,维修,前几年在苏宁电器买了西门子洗衣机，前几天发现在脱水的时候声音大，打4008550***西门子维修服务中心，说知道了，会有人联系我，上门费50元，第二天维修人员看了说是洗衣机三角架坏了，换一个要1200元，我说这三角架也不是主要零部件，要这么贵?然后我淘宝，京东上查一下，查到西门子三角架最便宜30多元，最贵129元.然后...,已完成
4050,利用百安居回馈老客户为由，名为送礼品实为优食净食机的两小时洗脑推销,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354901955/,投诉,百安居,"退款,退货",2021年09月11日下午收到百安居杭州上塘路店的电话和短信，邀请参加当天晚上前往拱墅区百安居（上塘店）参加所谓的周年庆回馈老客户活动，声称可以领礼品，去了那才知道是所谓优食净食机的讲座，推销优食净食机，以送赠品、送电器等产品为名，让我们留下听他们推销标价5999的净食机（型号：US-I06），现活动价3999，期间...,已完成
4051,京东自营购买洗碗机六个月坏了只换不修服务不予履行,2021-10-23,https://tousu.sina.com.cn/complaint/view/17355550646/,投诉,京东客服,"道歉,改善服务,换货",我于2021年4月1日在京东西门子家电京东自营旗舰店购买一台洗碗机。今年10月20日，洗碗机发生故障。我的订单在随单赠送的价值399元的只换不修服务期限内，于是申请了服务要求更换同款新机。维修人员上门确认故障后，京东金融客服打电话通知我换新需补高达近2000的差价，理由是我买的这款洗碗机现在涨价了。他们的依据是只...,已回复
4052,阿里客服拒绝退88VIP,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355696121/,投诉,阿里客服,退款,因为购买冰箱，看见淘宝首页88VIP宣传说购买88VIP家电有满一千减100的大额优惠券。可是购买VIP后才发现是极少指定商品才能用，康佳冰箱只有两款冷门的可以用！可是如果不买根本看不到是指定商品。10月31日晚上11点30分购买VIP，发现问题后两分钟内，11点32分立马找到客服要求退掉，可是客服以平台规则为由不予退款。淘宝...,处理中
4053,11.1号京东虚假宣传，欺骗消费者，海尔烟机灶具抢到拒不发货,2021-11-01,https://tousu.sina.com.cn/complaint/view/17355687094/,投诉,京东客服,"道歉,发货",首先自我介绍一下我自己，我是做家电批发的，每年6.18/双十一都要备货！本来已经打算好了下海尔热水器，然而看到京东商选的海尔燃气灶，还有烟机灶具套装价位挺合适，就下了到，就没下热水器，结果京东商选取消了我的订单，让我热水器也没有下成！造成经济损失！欺骗消费者，以下为详细经过 我是11.1号凌晨1点在京东商...,已回复
4054,新买油汀质量问题不给退货,2021-11-01,https://tousu.sina.com.cn/complaint/view/17355683126/,投诉,格力客服中心,"道歉,换货,维修",本人于10月20号在格力董明珠店购买了一个重大40斤的油汀，23号收到货后，在安装轮子的过程中发现有一边螺丝滑丝，起不出来，导致无法安装轮子，经与客服沟通，26号下系统申请退货，但是一直不给于审批换货，直到28号格力客服打电话告知油汀属于小家电，换货需自己拿着油汀要前往附近服务网点开具质量问题鉴定报告，40斤...,已回复
4055,小电科技，充电宝归成功仍然强行扣费,2021-08-14,https://tousu.sina.com.cn/complaint/view/17354441830/,投诉,小电科技,退款,我在8月10号，18:36分租借了一个小电科技充电宝，使用不到半个小时就归还了，三天之后收到了扣费，信息。与客服沟通一直叫我提供充电宝编码，以及商家的监控，我联系不到商家，请小电科技提供商家电话，小电科技也未给予帮助。一直叫我耐心等待，告知我下一位租用成功归还时再联系我。觉得非常无语，充电宝本身就有问题...,已完成
4056,拼多多大数据杀熟,2021-10-27,https://tousu.sina.com.cn/complaint/view/17355614365/,投诉,拼多多客户服务,"赔偿,恢复优惠券",本人一直开通拼多多会员，之前就有发现同样的商品链接还是非会员的价格便宜，现在问题就更多了，同样的会员，优惠券页面，我的会员满减金额最高110-9元，出了月卡精选，一直下单都是凑110元以上，但是交易金额远远不如我的朋友确显示90-9，这已经是很长一段时间了，今天发现我买大件没有优惠券，朋友的会员确能领到全平...,处理中
4057,科沃斯机器人科技有限公司价格欺骗，虚假宣传，变相大幅度降价严重侵害消费者权益！！,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355711494/,投诉,科沃斯售后,退款,于2021-09-09日购买科沃斯X1扫地机器人，并拍下预售订单，页面和客服宣传首发购买新品用户享受价保，如后面一年内降价按照师傅金额退差价订单号221407658***，于9月29号支付尾款订单号223874549***金额5999元。 商品于11月1日降价，为了保价成功拍下订单225265977***金额￥5377.49，找京东退差价，京东以商品保价30天过...,处理中
4058,科沃斯X1扫地机器人价保一年虚假宣传不给退差价,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355711425/,投诉,京东客服,退款,于2021-09-09日购买科沃斯X1扫地机器人，并拍下预售订单，页面和客服宣传首发购买新品用户享受价保，如后面一年内降价按照师傅金额退差价订单号221407658***，于9月29号支付尾款订单号223874549***金额5999元。 商品于11月1日降价，为了保价成功拍下订单225265977***金额￥5377.49，找京东退差价，京东以商品保价30天过...,已回复
4059,西门子洗衣机三角架1200元是否合理,2021-07-17,https://tousu.sina.com.cn/complaint/view/17354062663/,投诉,西门子家电客户服务,维修,前几年在苏宁电器买了西门子洗衣机，前几天发现在脱水的时候声音大，打4008550***西门子维修服务中心，说知道了，会有人联系我，上门费50元，第二天维修人员看了说是洗衣机三角架坏了，换一个要1200元，我说这三角架也不是主要零部件，要这么贵?然后我淘宝，京东上查一下，查到西门子三角架最便宜30多元，最贵129元.然后...,已完成
4060,利用百安居回馈老客户为由，名为送礼品实为优食净食机的两小时洗脑推销,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354901955/,投诉,百安居,"退款,退货",2021年09月11日下午收到百安居杭州上塘路店的电话和短信，邀请参加当天晚上前往拱墅区百安居（上塘店）参加所谓的周年庆回馈老客户活动，声称可以领礼品，去了那才知道是所谓优食净食机的讲座，推销优食净食机，以送赠品、送电器等产品为名，让我们留下听他们推销标价5999的净食机（型号：US-I06），现活动价3999，期间...,已完成
4061,京东自营购买洗碗机六个月坏了只换不修服务不予履行,2021-10-23,https://tousu.sina.com.cn/complaint/view/17355550646/,投诉,京东客服,"道歉,改善服务,换货",我于2021年4月1日在京东西门子家电京东自营旗舰店购买一台洗碗机。今年10月20日，洗碗机发生故障。我的订单在随单赠送的价值399元的只换不修服务期限内，于是申请了服务要求更换同款新机。维修人员上门确认故障后，京东金融客服打电话通知我换新需补高达近2000的差价，理由是我买的这款洗碗机现在涨价了。他们的依据是只...,已回复
4062,阿里客服拒绝退88VIP,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355696121/,投诉,阿里客服,退款,因为购买冰箱，看见淘宝首页88VIP宣传说购买88VIP家电有满一千减100的大额优惠券。可是购买VIP后才发现是极少指定商品才能用，康佳冰箱只有两款冷门的可以用！可是如果不买根本看不到是指定商品。10月31日晚上11点30分购买VIP，发现问题后两分钟内，11点32分立马找到客服要求退掉，可是客服以平台规则为由不予退款。淘宝...,处理中
4063,11.1号京东虚假宣传，欺骗消费者，海尔烟机灶具抢到拒不发货,2021-11-01,https://tousu.sina.com.cn/complaint/view/17355687094/,投诉,京东客服,"道歉,发货",首先自我介绍一下我自己，我是做家电批发的，每年6.18/双十一都要备货！本来已经打算好了下海尔热水器，然而看到京东商选的海尔燃气灶，还有烟机灶具套装价位挺合适，就下了到，就没下热水器，结果京东商选取消了我的订单，让我热水器也没有下成！造成经济损失！欺骗消费者，以下为详细经过 我是11.1号凌晨1点在京东商...,已回复
4064,新买油汀质量问题不给退货,2021-11-01,https://tousu.sina.com.cn/complaint/view/17355683126/,投诉,格力客服中心,"道歉,换货,维修",本人于10月20号在格力董明珠店购买了一个重大40斤的油汀，23号收到货后，在安装轮子的过程中发现有一边螺丝滑丝，起不出来，导致无法安装轮子，经与客服沟通，26号下系统申请退货，但是一直不给于审批换货，直到28号格力客服打电话告知油汀属于小家电，换货需自己拿着油汀要前往附近服务网点开具质量问题鉴定报告，40斤...,已回复
4065,小电科技，充电宝归成功仍然强行扣费,2021-08-14,https://tousu.sina.com.cn/complaint/view/17354441830/,投诉,小电科技,退款,我在8月10号，18:36分租借了一个小电科技充电宝，使用不到半个小时就归还了，三天之后收到了扣费，信息。与客服沟通一直叫我提供充电宝编码，以及商家的监控，我联系不到商家，请小电科技提供商家电话，小电科技也未给予帮助。一直叫我耐心等待，告知我下一位租用成功归还时再联系我。觉得非常无语，充电宝本身就有问题...,已完成
4066,拼多多大数据杀熟,2021-10-27,https://tousu.sina.com.cn/complaint/view/17355614365/,投诉,拼多多客户服务,"赔偿,恢复优惠券",本人一直开通拼多多会员，之前就有发现同样的商品链接还是非会员的价格便宜，现在问题就更多了，同样的会员，优惠券页面，我的会员满减金额最高110-9元，出了月卡精选，一直下单都是凑110元以上，但是交易金额远远不如我的朋友确显示90-9，这已经是很长一段时间了，今天发现我买大件没有优惠券，朋友的会员确能领到全平...,处理中
4067,科沃斯机器人科技有限公司价格欺骗，虚假宣传，变相大幅度降价严重侵害消费者权益！！,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355711494/,投诉,科沃斯售后,退款,于2021-09-09日购买科沃斯X1扫地机器人，并拍下预售订单，页面和客服宣传首发购买新品用户享受价保，如后面一年内降价按照师傅金额退差价订单号221407658***，于9月29号支付尾款订单号223874549***金额5999元。 商品于11月1日降价，为了保价成功拍下订单225265977***金额￥5377.49，找京东退差价，京东以商品保价30天过...,处理中
4068,科沃斯X1扫地机器人价保一年虚假宣传不给退差价,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355711425/,投诉,京东客服,退款,于2021-09-09日购买科沃斯X1扫地机器人，并拍下预售订单，页面和客服宣传首发购买新品用户享受价保，如后面一年内降价按照师傅金额退差价订单号221407658***，于9月29号支付尾款订单号223874549***金额5999元。 商品于11月1日降价，为了保价成功拍下订单225265977***金额￥5377.49，找京东退差价，京东以商品保价30天过...,已回复
4069,西门子洗衣机三角架1200元是否合理,2021-07-17,https://tousu.sina.com.cn/complaint/view/17354062663/,投诉,西门子家电客户服务,维修,前几年在苏宁电器买了西门子洗衣机，前几天发现在脱水的时候声音大，打4008550***西门子维修服务中心，说知道了，会有人联系我，上门费50元，第二天维修人员看了说是洗衣机三角架坏了，换一个要1200元，我说这三角架也不是主要零部件，要这么贵?然后我淘宝，京东上查一下，查到西门子三角架最便宜30多元，最贵129元.然后...,已完成
4070,利用百安居回馈老客户为由，名为送礼品实为优食净食机的两小时洗脑推销,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354901955/,投诉,百安居,"退款,退货",2021年09月11日下午收到百安居杭州上塘路店的电话和短信，邀请参加当天晚上前往拱墅区百安居（上塘店）参加所谓的周年庆回馈老客户活动，声称可以领礼品，去了那才知道是所谓优食净食机的讲座，推销优食净食机，以送赠品、送电器等产品为名，让我们留下听他们推销标价5999的净食机（型号：US-I06），现活动价3999，期间...,已完成
4071,京东自营购买洗碗机六个月坏了只换不修服务不予履行,2021-10-23,https://tousu.sina.com.cn/complaint/view/17355550646/,投诉,京东客服,"道歉,改善服务,换货",我于2021年4月1日在京东西门子家电京东自营旗舰店购买一台洗碗机。今年10月20日，洗碗机发生故障。我的订单在随单赠送的价值399元的只换不修服务期限内，于是申请了服务要求更换同款新机。维修人员上门确认故障后，京东金融客服打电话通知我换新需补高达近2000的差价，理由是我买的这款洗碗机现在涨价了。他们的依据是只...,已回复
4072,阿里客服拒绝退88VIP,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355696121/,投诉,阿里客服,退款,因为购买冰箱，看见淘宝首页88VIP宣传说购买88VIP家电有满一千减100的大额优惠券。可是购买VIP后才发现是极少指定商品才能用，康佳冰箱只有两款冷门的可以用！可是如果不买根本看不到是指定商品。10月31日晚上11点30分购买VIP，发现问题后两分钟内，11点32分立马找到客服要求退掉，可是客服以平台规则为由不予退款。淘宝...,处理中
4073,11.1号京东虚假宣传，欺骗消费者，海尔烟机灶具抢到拒不发货,2021-11-01,https://tousu.sina.com.cn/complaint/view/17355687094/,投诉,京东客服,"道歉,发货",首先自我介绍一下我自己，我是做家电批发的，每年6.18/双十一都要备货！本来已经打算好了下海尔热水器，然而看到京东商选的海尔燃气灶，还有烟机灶具套装价位挺合适，就下了到，就没下热水器，结果京东商选取消了我的订单，让我热水器也没有下成！造成经济损失！欺骗消费者，以下为详细经过 我是11.1号凌晨1点在京东商...,已回复
4074,新买油汀质量问题不给退货,2021-11-01,https://tousu.sina.com.cn/complaint/view/17355683126/,投诉,格力客服中心,"道歉,换货,维修",本人于10月20号在格力董明珠店购买了一个重大40斤的油汀，23号收到货后，在安装轮子的过程中发现有一边螺丝滑丝，起不出来，导致无法安装轮子，经与客服沟通，26号下系统申请退货，但是一直不给于审批换货，直到28号格力客服打电话告知油汀属于小家电，换货需自己拿着油汀要前往附近服务网点开具质量问题鉴定报告，40斤...,已回复
4075,小电科技，充电宝归成功仍然强行扣费,2021-08-14,https://tousu.sina.com.cn/complaint/view/17354441830/,投诉,小电科技,退款,我在8月10号，18:36分租借了一个小电科技充电宝，使用不到半个小时就归还了，三天之后收到了扣费，信息。与客服沟通一直叫我提供充电宝编码，以及商家的监控，我联系不到商家，请小电科技提供商家电话，小电科技也未给予帮助。一直叫我耐心等待，告知我下一位租用成功归还时再联系我。觉得非常无语，充电宝本身就有问题...,已完成
4076,拼多多大数据杀熟,2021-10-27,https://tousu.sina.com.cn/complaint/view/17355614365/,投诉,拼多多客户服务,"赔偿,恢复优惠券",本人一直开通拼多多会员，之前就有发现同样的商品链接还是非会员的价格便宜，现在问题就更多了，同样的会员，优惠券页面，我的会员满减金额最高110-9元，出了月卡精选，一直下单都是凑110元以上，但是交易金额远远不如我的朋友确显示90-9，这已经是很长一段时间了，今天发现我买大件没有优惠券，朋友的会员确能领到全平...,处理中
4077,科沃斯机器人科技有限公司价格欺骗，虚假宣传，变相大幅度降价严重侵害消费者权益！！,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355711494/,投诉,科沃斯售后,退款,于2021-09-09日购买科沃斯X1扫地机器人，并拍下预售订单，页面和客服宣传首发购买新品用户享受价保，如后面一年内降价按照师傅金额退差价订单号221407658***，于9月29号支付尾款订单号223874549***金额5999元。 商品于11月1日降价，为了保价成功拍下订单225265977***金额￥5377.49，找京东退差价，京东以商品保价30天过...,处理中
4078,科沃斯X1扫地机器人价保一年虚假宣传不给退差价,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355711425/,投诉,京东客服,退款,于2021-09-09日购买科沃斯X1扫地机器人，并拍下预售订单，页面和客服宣传首发购买新品用户享受价保，如后面一年内降价按照师傅金额退差价订单号221407658***，于9月29号支付尾款订单号223874549***金额5999元。 商品于11月1日降价，为了保价成功拍下订单225265977***金额￥5377.49，找京东退差价，京东以商品保价30天过...,已回复
4079,西门子洗衣机三角架1200元是否合理,2021-07-17,https://tousu.sina.com.cn/complaint/view/17354062663/,投诉,西门子家电客户服务,维修,前几年在苏宁电器买了西门子洗衣机，前几天发现在脱水的时候声音大，打4008550***西门子维修服务中心，说知道了，会有人联系我，上门费50元，第二天维修人员看了说是洗衣机三角架坏了，换一个要1200元，我说这三角架也不是主要零部件，要这么贵?然后我淘宝，京东上查一下，查到西门子三角架最便宜30多元，最贵129元.然后...,已完成
4080,利用百安居回馈老客户为由，名为送礼品实为优食净食机的两小时洗脑推销,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354901955/,投诉,百安居,"退款,退货",2021年09月11日下午收到百安居杭州上塘路店的电话和短信，邀请参加当天晚上前往拱墅区百安居（上塘店）参加所谓的周年庆回馈老客户活动，声称可以领礼品，去了那才知道是所谓优食净食机的讲座，推销优食净食机，以送赠品、送电器等产品为名，让我们留下听他们推销标价5999的净食机（型号：US-I06），现活动价3999，期间...,已完成
4081,京东自营购买洗碗机六个月坏了只换不修服务不予履行,2021-10-23,https://tousu.sina.com.cn/complaint/view/17355550646/,投诉,京东客服,"道歉,改善服务,换货",我于2021年4月1日在京东西门子家电京东自营旗舰店购买一台洗碗机。今年10月20日，洗碗机发生故障。我的订单在随单赠送的价值399元的只换不修服务期限内，于是申请了服务要求更换同款新机。维修人员上门确认故障后，京东金融客服打电话通知我换新需补高达近2000的差价，理由是我买的这款洗碗机现在涨价了。他们的依据是只...,已回复
4082,阿里客服拒绝退88VIP,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355696121/,投诉,阿里客服,退款,因为购买冰箱，看见淘宝首页88VIP宣传说购买88VIP家电有满一千减100的大额优惠券。可是购买VIP后才发现是极少指定商品才能用，康佳冰箱只有两款冷门的可以用！可是如果不买根本看不到是指定商品。10月31日晚上11点30分购买VIP，发现问题后两分钟内，11点32分立马找到客服要求退掉，可是客服以平台规则为由不予退款。淘宝...,处理中
4083,11.1号京东虚假宣传，欺骗消费者，海尔烟机灶具抢到拒不发货,2021-11-01,https://tousu.sina.com.cn/complaint/view/17355687094/,投诉,京东客服,"道歉,发货",首先自我介绍一下我自己，我是做家电批发的，每年6.18/双十一都要备货！本来已经打算好了下海尔热水器，然而看到京东商选的海尔燃气灶，还有烟机灶具套装价位挺合适，就下了到，就没下热水器，结果京东商选取消了我的订单，让我热水器也没有下成！造成经济损失！欺骗消费者，以下为详细经过 我是11.1号凌晨1点在京东商...,已回复
4084,新买油汀质量问题不给退货,2021-11-01,https://tousu.sina.com.cn/complaint/view/17355683126/,投诉,格力客服中心,"道歉,换货,维修",本人于10月20号在格力董明珠店购买了一个重大40斤的油汀，23号收到货后，在安装轮子的过程中发现有一边螺丝滑丝，起不出来，导致无法安装轮子，经与客服沟通，26号下系统申请退货，但是一直不给于审批换货，直到28号格力客服打电话告知油汀属于小家电，换货需自己拿着油汀要前往附近服务网点开具质量问题鉴定报告，40斤...,已回复
4085,小电科技，充电宝归成功仍然强行扣费,2021-08-14,https://tousu.sina.com.cn/complaint/view/17354441830/,投诉,小电科技,退款,我在8月10号，18:36分租借了一个小电科技充电宝，使用不到半个小时就归还了，三天之后收到了扣费，信息。与客服沟通一直叫我提供充电宝编码，以及商家的监控，我联系不到商家，请小电科技提供商家电话，小电科技也未给予帮助。一直叫我耐心等待，告知我下一位租用成功归还时再联系我。觉得非常无语，充电宝本身就有问题...,已完成
4086,拼多多大数据杀熟,2021-10-27,https://tousu.sina.com.cn/complaint/view/17355614365/,投诉,拼多多客户服务,"赔偿,恢复优惠券",本人一直开通拼多多会员，之前就有发现同样的商品链接还是非会员的价格便宜，现在问题就更多了，同样的会员，优惠券页面，我的会员满减金额最高110-9元，出了月卡精选，一直下单都是凑110元以上，但是交易金额远远不如我的朋友确显示90-9，这已经是很长一段时间了，今天发现我买大件没有优惠券，朋友的会员确能领到全平...,处理中
4087,科沃斯机器人科技有限公司价格欺骗，虚假宣传，变相大幅度降价严重侵害消费者权益！！,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355711494/,投诉,科沃斯售后,退款,于2021-09-09日购买科沃斯X1扫地机器人，并拍下预售订单，页面和客服宣传首发购买新品用户享受价保，如后面一年内降价按照师傅金额退差价订单号221407658***，于9月29号支付尾款订单号223874549***金额5999元。 商品于11月1日降价，为了保价成功拍下订单225265977***金额￥5377.49，找京东退差价，京东以商品保价30天过...,处理中
4088,科沃斯X1扫地机器人价保一年虚假宣传不给退差价,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355711425/,投诉,京东客服,退款,于2021-09-09日购买科沃斯X1扫地机器人，并拍下预售订单，页面和客服宣传首发购买新品用户享受价保，如后面一年内降价按照师傅金额退差价订单号221407658***，于9月29号支付尾款订单号223874549***金额5999元。 商品于11月1日降价，为了保价成功拍下订单225265977***金额￥5377.49，找京东退差价，京东以商品保价30天过...,已回复
4089,西门子洗衣机三角架1200元是否合理,2021-07-17,https://tousu.sina.com.cn/complaint/view/17354062663/,投诉,西门子家电客户服务,维修,前几年在苏宁电器买了西门子洗衣机，前几天发现在脱水的时候声音大，打4008550***西门子维修服务中心，说知道了，会有人联系我，上门费50元，第二天维修人员看了说是洗衣机三角架坏了，换一个要1200元，我说这三角架也不是主要零部件，要这么贵?然后我淘宝，京东上查一下，查到西门子三角架最便宜30多元，最贵129元.然后...,已完成
4090,利用百安居回馈老客户为由，名为送礼品实为优食净食机的两小时洗脑推销,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354901955/,投诉,百安居,"退款,退货",2021年09月11日下午收到百安居杭州上塘路店的电话和短信，邀请参加当天晚上前往拱墅区百安居（上塘店）参加所谓的周年庆回馈老客户活动，声称可以领礼品，去了那才知道是所谓优食净食机的讲座，推销优食净食机，以送赠品、送电器等产品为名，让我们留下听他们推销标价5999的净食机（型号：US-I06），现活动价3999，期间...,已完成
4091,京东自营购买洗碗机六个月坏了只换不修服务不予履行,2021-10-23,https://tousu.sina.com.cn/complaint/view/17355550646/,投诉,京东客服,"道歉,改善服务,换货",我于2021年4月1日在京东西门子家电京东自营旗舰店购买一台洗碗机。今年10月20日，洗碗机发生故障。我的订单在随单赠送的价值399元的只换不修服务期限内，于是申请了服务要求更换同款新机。维修人员上门确认故障后，京东金融客服打电话通知我换新需补高达近2000的差价，理由是我买的这款洗碗机现在涨价了。他们的依据是只...,已回复
4092,阿里客服拒绝退88VIP,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355696121/,投诉,阿里客服,退款,因为购买冰箱，看见淘宝首页88VIP宣传说购买88VIP家电有满一千减100的大额优惠券。可是购买VIP后才发现是极少指定商品才能用，康佳冰箱只有两款冷门的可以用！可是如果不买根本看不到是指定商品。10月31日晚上11点30分购买VIP，发现问题后两分钟内，11点32分立马找到客服要求退掉，可是客服以平台规则为由不予退款。淘宝...,处理中
4093,11.1号京东虚假宣传，欺骗消费者，海尔烟机灶具抢到拒不发货,2021-11-01,https://tousu.sina.com.cn/complaint/view/17355687094/,投诉,京东客服,"道歉,发货",首先自我介绍一下我自己，我是做家电批发的，每年6.18/双十一都要备货！本来已经打算好了下海尔热水器，然而看到京东商选的海尔燃气灶，还有烟机灶具套装价位挺合适，就下了到，就没下热水器，结果京东商选取消了我的订单，让我热水器也没有下成！造成经济损失！欺骗消费者，以下为详细经过 我是11.1号凌晨1点在京东商...,已回复
4094,新买油汀质量问题不给退货,2021-11-01,https://tousu.sina.com.cn/complaint/view/17355683126/,投诉,格力客服中心,"道歉,换货,维修",本人于10月20号在格力董明珠店购买了一个重大40斤的油汀，23号收到货后，在安装轮子的过程中发现有一边螺丝滑丝，起不出来，导致无法安装轮子，经与客服沟通，26号下系统申请退货，但是一直不给于审批换货，直到28号格力客服打电话告知油汀属于小家电，换货需自己拿着油汀要前往附近服务网点开具质量问题鉴定报告，40斤...,已回复
4095,小电科技，充电宝归成功仍然强行扣费,2021-08-14,https://tousu.sina.com.cn/complaint/view/17354441830/,投诉,小电科技,退款,我在8月10号，18:36分租借了一个小电科技充电宝，使用不到半个小时就归还了，三天之后收到了扣费，信息。与客服沟通一直叫我提供充电宝编码，以及商家的监控，我联系不到商家，请小电科技提供商家电话，小电科技也未给予帮助。一直叫我耐心等待，告知我下一位租用成功归还时再联系我。觉得非常无语，充电宝本身就有问题...,已完成
4096,拼多多大数据杀熟,2021-10-27,https://tousu.sina.com.cn/complaint/view/17355614365/,投诉,拼多多客户服务,"赔偿,恢复优惠券",本人一直开通拼多多会员，之前就有发现同样的商品链接还是非会员的价格便宜，现在问题就更多了，同样的会员，优惠券页面，我的会员满减金额最高110-9元，出了月卡精选，一直下单都是凑110元以上，但是交易金额远远不如我的朋友确显示90-9，这已经是很长一段时间了，今天发现我买大件没有优惠券，朋友的会员确能领到全平...,处理中
4097,科沃斯机器人科技有限公司价格欺骗，虚假宣传，变相大幅度降价严重侵害消费者权益！！,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355711494/,投诉,科沃斯售后,退款,于2021-09-09日购买科沃斯X1扫地机器人，并拍下预售订单，页面和客服宣传首发购买新品用户享受价保，如后面一年内降价按照师傅金额退差价订单号221407658***，于9月29号支付尾款订单号223874549***金额5999元。 商品于11月1日降价，为了保价成功拍下订单225265977***金额￥5377.49，找京东退差价，京东以商品保价30天过...,处理中
4098,科沃斯X1扫地机器人价保一年虚假宣传不给退差价,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355711425/,投诉,京东客服,退款,于2021-09-09日购买科沃斯X1扫地机器人，并拍下预售订单，页面和客服宣传首发购买新品用户享受价保，如后面一年内降价按照师傅金额退差价订单号221407658***，于9月29号支付尾款订单号223874549***金额5999元。 商品于11月1日降价，为了保价成功拍下订单225265977***金额￥5377.49，找京东退差价，京东以商品保价30天过...,已回复
4099,西门子洗衣机三角架1200元是否合理,2021-07-17,https://tousu.sina.com.cn/complaint/view/17354062663/,投诉,西门子家电客户服务,维修,前几年在苏宁电器买了西门子洗衣机，前几天发现在脱水的时候声音大，打4008550***西门子维修服务中心，说知道了，会有人联系我，上门费50元，第二天维修人员看了说是洗衣机三角架坏了，换一个要1200元，我说这三角架也不是主要零部件，要这么贵?然后我淘宝，京东上查一下，查到西门子三角架最便宜30多元，最贵129元.然后...,已完成
4100,利用百安居回馈老客户为由，名为送礼品实为优食净食机的两小时洗脑推销,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354901955/,投诉,百安居,"退款,退货",2021年09月11日下午收到百安居杭州上塘路店的电话和短信，邀请参加当天晚上前往拱墅区百安居（上塘店）参加所谓的周年庆回馈老客户活动，声称可以领礼品，去了那才知道是所谓优食净食机的讲座，推销优食净食机，以送赠品、送电器等产品为名，让我们留下听他们推销标价5999的净食机（型号：US-I06），现活动价3999，期间...,已完成
