序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
4462,飞驰出行共享电动车收费不合理，服务区小,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354918710/,投诉,飞驰出行,"退款,赔偿,道歉,作出处罚,改善服务,维修",乱收费 1.在微信小程序“飞驰出行”购买月卡解锁车辆后电动车显示没电，之后多次换车扫码均显示没电，也没人修理 2.月卡只能是骑行资格，不能抵扣车费 3.今天早上的订单，出发不到一公里（其实只骑了六百多米）就说我在服务区外，无法骑行 4.该品牌车辆很少 从买了月卡至今，相当于我花了三十多块钱骑了几百米 5.就是因...,待分配
4463,余额退款旧版本注册的不开放,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354918437/,投诉,觅马出行,"退款,改善服务",这个电动车2018年开始投放到我们城市，一直用到2019年，后来因为疫情大家大家都不太出门就很久没用，后来这个电动车在我们城市就消失了，前几天突然想起来有押金还没退，点了退押金显示余额退款功能只针对1.3.70之后注册的新用户开放，能退的每次还要收入2元服务费，这是不愿意退款故意使绊子，老用户凭什么不给退，凭什...,处理中
4464,惠多省首页上写着19.9抢电动车，骗人,2021-08-28,https://tousu.sina.com.cn/complaint/view/17354672146/,投诉,惠多省津贴卡,退款,惠多省首页上写着19.9抢电动车，支付完发现是充值了会员。误导消费，欺骗老年人，要求退款。,已完成
4465,聚宝卡虚假宣传,2021-08-23,https://tousu.sina.com.cn/complaint/view/17354592216/,投诉,聚宝卡生活,退款,在快手看到19.9买电动车，付款后发现并没有订单信息,已完成
4466,美团电动车骑行,2021-08-22,https://tousu.sina.com.cn/complaint/view/17354566039/,投诉,美团网客服小美,退款,通过美团app骑行扫电动车，使用合同已经形成，我临时锁车吃饭。出来车没了，你们还扣我钱美团都这么干,已完成
4467,五八同城d二手电动车行,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354899904/,投诉,58同城客服,"退款,赔偿",五八同城购买电动车支付宝付款，送来与描述严重不符车辆损坏，商家说报销送货费也不报销，找五八投诉说证据不足不作为，证据已多次上传。,已回复
4468,当时就莫名其妙被中介骗了签了高价车 6500,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354907181/,投诉,人人租机网,"退款,赔偿,作出处罚",现在找卖家 不回信息 人人租机的租车客服就是中介 合伙坑人两个都不回我信息 希望严格处理这个 一个平均1000多的电动车 要我们6500,已回复
4469,典鸽电动车工厂店的电动车电池质量太差并且不提供保修服务,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354764094/,投诉,阿里客服,维修,电动车的电池无法充电，典鸽电动车工厂店（淘宝商家）以长时间不使用及不充电为由拒绝提供保修服务。但在客户购买前及购买后并未提醒客户电池的有关保养事项，我多次提出是否有提醒顾客时，商家避重就轻，没有正面回答我的问题，并且以诡辩的方式来反驳。其次，电池没有出厂日期等关键信息，不知道是否为三无产品。并且...,处理中
4470,在自营店购买的机动车不给开机动车销售发票,2021-09-08,https://tousu.sina.com.cn/complaint/view/17354849391/,投诉,京东客服,开发票,今年7月份买的电动车，要开具机动车销售发票才能上牌，联系京东就一直在和厂家联系，我跟厂家联系，厂家说自营的不需要厂家，京东这边就一直跟我说有专员跟进，就这么一直拖了一个多月,已完成
4471,哈啰出行电动车乱扣调度费,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354965354/,投诉,哈啰出行客服,退款,经常用哈啰出行电动车，每次走的固定路线，都没问题。今天骑着骑着突然说超出服务区就停电了，骑又骑不动，车太重推也不好推，无奈只好就地还车，然后提示扣30元超区服务费，联系人工客服又打不通。既然是超区了那路边为什么那么多哈啰电动车为什么超区间不收回，难道别人骑了都要算超区费这不是搞套路耍无赖吗，吃...,已完成
4472,飞驰出行共享电动车收费不合理，服务区小,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354918710/,投诉,飞驰出行,"退款,赔偿,道歉,作出处罚,改善服务,维修",乱收费 1.在微信小程序“飞驰出行”购买月卡解锁车辆后电动车显示没电，之后多次换车扫码均显示没电，也没人修理 2.月卡只能是骑行资格，不能抵扣车费 3.今天早上的订单，出发不到一公里（其实只骑了六百多米）就说我在服务区外，无法骑行 4.该品牌车辆很少 从买了月卡至今，相当于我花了三十多块钱骑了几百米 5.就是因...,待分配
4473,余额退款旧版本注册的不开放,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354918437/,投诉,觅马出行,"退款,改善服务",这个电动车2018年开始投放到我们城市，一直用到2019年，后来因为疫情大家大家都不太出门就很久没用，后来这个电动车在我们城市就消失了，前几天突然想起来有押金还没退，点了退押金显示余额退款功能只针对1.3.70之后注册的新用户开放，能退的每次还要收入2元服务费，这是不愿意退款故意使绊子，老用户凭什么不给退，凭什...,处理中
4474,惠多省首页上写着19.9抢电动车，骗人,2021-08-28,https://tousu.sina.com.cn/complaint/view/17354672146/,投诉,惠多省津贴卡,退款,惠多省首页上写着19.9抢电动车，支付完发现是充值了会员。误导消费，欺骗老年人，要求退款。,已完成
4475,聚宝卡虚假宣传,2021-08-23,https://tousu.sina.com.cn/complaint/view/17354592216/,投诉,聚宝卡生活,退款,在快手看到19.9买电动车，付款后发现并没有订单信息,已完成
4476,美团电动车骑行,2021-08-22,https://tousu.sina.com.cn/complaint/view/17354566039/,投诉,美团网客服小美,退款,通过美团app骑行扫电动车，使用合同已经形成，我临时锁车吃饭。出来车没了，你们还扣我钱美团都这么干,已完成
4477,五八同城d二手电动车行,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354899904/,投诉,58同城客服,"退款,赔偿",五八同城购买电动车支付宝付款，送来与描述严重不符车辆损坏，商家说报销送货费也不报销，找五八投诉说证据不足不作为，证据已多次上传。,已回复
4478,当时就莫名其妙被中介骗了签了高价车 6500,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354907181/,投诉,人人租机网,"退款,赔偿,作出处罚",现在找卖家 不回信息 人人租机的租车客服就是中介 合伙坑人两个都不回我信息 希望严格处理这个 一个平均1000多的电动车 要我们6500,已回复
4479,典鸽电动车工厂店的电动车电池质量太差并且不提供保修服务,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354764094/,投诉,阿里客服,维修,电动车的电池无法充电，典鸽电动车工厂店（淘宝商家）以长时间不使用及不充电为由拒绝提供保修服务。但在客户购买前及购买后并未提醒客户电池的有关保养事项，我多次提出是否有提醒顾客时，商家避重就轻，没有正面回答我的问题，并且以诡辩的方式来反驳。其次，电池没有出厂日期等关键信息，不知道是否为三无产品。并且...,处理中
4480,在自营店购买的机动车不给开机动车销售发票,2021-09-08,https://tousu.sina.com.cn/complaint/view/17354849391/,投诉,京东客服,开发票,今年7月份买的电动车，要开具机动车销售发票才能上牌，联系京东就一直在和厂家联系，我跟厂家联系，厂家说自营的不需要厂家，京东这边就一直跟我说有专员跟进，就这么一直拖了一个多月,已完成
4481,哈啰出行电动车乱扣调度费,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354965354/,投诉,哈啰出行客服,退款,经常用哈啰出行电动车，每次走的固定路线，都没问题。今天骑着骑着突然说超出服务区就停电了，骑又骑不动，车太重推也不好推，无奈只好就地还车，然后提示扣30元超区服务费，联系人工客服又打不通。既然是超区了那路边为什么那么多哈啰电动车为什么超区间不收回，难道别人骑了都要算超区费这不是搞套路耍无赖吗，吃...,已完成
4482,飞驰出行共享电动车收费不合理，服务区小,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354918710/,投诉,飞驰出行,"退款,赔偿,道歉,作出处罚,改善服务,维修",乱收费 1.在微信小程序“飞驰出行”购买月卡解锁车辆后电动车显示没电，之后多次换车扫码均显示没电，也没人修理 2.月卡只能是骑行资格，不能抵扣车费 3.今天早上的订单，出发不到一公里（其实只骑了六百多米）就说我在服务区外，无法骑行 4.该品牌车辆很少 从买了月卡至今，相当于我花了三十多块钱骑了几百米 5.就是因...,待分配
4483,余额退款旧版本注册的不开放,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354918437/,投诉,觅马出行,"退款,改善服务",这个电动车2018年开始投放到我们城市，一直用到2019年，后来因为疫情大家大家都不太出门就很久没用，后来这个电动车在我们城市就消失了，前几天突然想起来有押金还没退，点了退押金显示余额退款功能只针对1.3.70之后注册的新用户开放，能退的每次还要收入2元服务费，这是不愿意退款故意使绊子，老用户凭什么不给退，凭什...,处理中
4484,惠多省首页上写着19.9抢电动车，骗人,2021-08-28,https://tousu.sina.com.cn/complaint/view/17354672146/,投诉,惠多省津贴卡,退款,惠多省首页上写着19.9抢电动车，支付完发现是充值了会员。误导消费，欺骗老年人，要求退款。,已完成
4485,聚宝卡虚假宣传,2021-08-23,https://tousu.sina.com.cn/complaint/view/17354592216/,投诉,聚宝卡生活,退款,在快手看到19.9买电动车，付款后发现并没有订单信息,已完成
4486,美团电动车骑行,2021-08-22,https://tousu.sina.com.cn/complaint/view/17354566039/,投诉,美团网客服小美,退款,通过美团app骑行扫电动车，使用合同已经形成，我临时锁车吃饭。出来车没了，你们还扣我钱美团都这么干,已完成
4487,五八同城d二手电动车行,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354899904/,投诉,58同城客服,"退款,赔偿",五八同城购买电动车支付宝付款，送来与描述严重不符车辆损坏，商家说报销送货费也不报销，找五八投诉说证据不足不作为，证据已多次上传。,已回复
4488,当时就莫名其妙被中介骗了签了高价车 6500,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354907181/,投诉,人人租机网,"退款,赔偿,作出处罚",现在找卖家 不回信息 人人租机的租车客服就是中介 合伙坑人两个都不回我信息 希望严格处理这个 一个平均1000多的电动车 要我们6500,已回复
4489,典鸽电动车工厂店的电动车电池质量太差并且不提供保修服务,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354764094/,投诉,阿里客服,维修,电动车的电池无法充电，典鸽电动车工厂店（淘宝商家）以长时间不使用及不充电为由拒绝提供保修服务。但在客户购买前及购买后并未提醒客户电池的有关保养事项，我多次提出是否有提醒顾客时，商家避重就轻，没有正面回答我的问题，并且以诡辩的方式来反驳。其次，电池没有出厂日期等关键信息，不知道是否为三无产品。并且...,处理中
4490,在自营店购买的机动车不给开机动车销售发票,2021-09-08,https://tousu.sina.com.cn/complaint/view/17354849391/,投诉,京东客服,开发票,今年7月份买的电动车，要开具机动车销售发票才能上牌，联系京东就一直在和厂家联系，我跟厂家联系，厂家说自营的不需要厂家，京东这边就一直跟我说有专员跟进，就这么一直拖了一个多月,已完成
4491,哈啰出行电动车乱扣调度费,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354965354/,投诉,哈啰出行客服,退款,经常用哈啰出行电动车，每次走的固定路线，都没问题。今天骑着骑着突然说超出服务区就停电了，骑又骑不动，车太重推也不好推，无奈只好就地还车，然后提示扣30元超区服务费，联系人工客服又打不通。既然是超区了那路边为什么那么多哈啰电动车为什么超区间不收回，难道别人骑了都要算超区费这不是搞套路耍无赖吗，吃...,已完成
4492,飞驰出行共享电动车收费不合理，服务区小,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354918710/,投诉,飞驰出行,"退款,赔偿,道歉,作出处罚,改善服务,维修",乱收费 1.在微信小程序“飞驰出行”购买月卡解锁车辆后电动车显示没电，之后多次换车扫码均显示没电，也没人修理 2.月卡只能是骑行资格，不能抵扣车费 3.今天早上的订单，出发不到一公里（其实只骑了六百多米）就说我在服务区外，无法骑行 4.该品牌车辆很少 从买了月卡至今，相当于我花了三十多块钱骑了几百米 5.就是因...,待分配
4493,余额退款旧版本注册的不开放,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354918437/,投诉,觅马出行,"退款,改善服务",这个电动车2018年开始投放到我们城市，一直用到2019年，后来因为疫情大家大家都不太出门就很久没用，后来这个电动车在我们城市就消失了，前几天突然想起来有押金还没退，点了退押金显示余额退款功能只针对1.3.70之后注册的新用户开放，能退的每次还要收入2元服务费，这是不愿意退款故意使绊子，老用户凭什么不给退，凭什...,处理中
4494,惠多省首页上写着19.9抢电动车，骗人,2021-08-28,https://tousu.sina.com.cn/complaint/view/17354672146/,投诉,惠多省津贴卡,退款,惠多省首页上写着19.9抢电动车，支付完发现是充值了会员。误导消费，欺骗老年人，要求退款。,已完成
4495,聚宝卡虚假宣传,2021-08-23,https://tousu.sina.com.cn/complaint/view/17354592216/,投诉,聚宝卡生活,退款,在快手看到19.9买电动车，付款后发现并没有订单信息,已完成
4496,美团电动车骑行,2021-08-22,https://tousu.sina.com.cn/complaint/view/17354566039/,投诉,美团网客服小美,退款,通过美团app骑行扫电动车，使用合同已经形成，我临时锁车吃饭。出来车没了，你们还扣我钱美团都这么干,已完成
4497,五八同城d二手电动车行,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354899904/,投诉,58同城客服,"退款,赔偿",五八同城购买电动车支付宝付款，送来与描述严重不符车辆损坏，商家说报销送货费也不报销，找五八投诉说证据不足不作为，证据已多次上传。,已回复
4498,当时就莫名其妙被中介骗了签了高价车 6500,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354907181/,投诉,人人租机网,"退款,赔偿,作出处罚",现在找卖家 不回信息 人人租机的租车客服就是中介 合伙坑人两个都不回我信息 希望严格处理这个 一个平均1000多的电动车 要我们6500,已回复
4499,典鸽电动车工厂店的电动车电池质量太差并且不提供保修服务,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354764094/,投诉,阿里客服,维修,电动车的电池无法充电，典鸽电动车工厂店（淘宝商家）以长时间不使用及不充电为由拒绝提供保修服务。但在客户购买前及购买后并未提醒客户电池的有关保养事项，我多次提出是否有提醒顾客时，商家避重就轻，没有正面回答我的问题，并且以诡辩的方式来反驳。其次，电池没有出厂日期等关键信息，不知道是否为三无产品。并且...,处理中
4500,在自营店购买的机动车不给开机动车销售发票,2021-09-08,https://tousu.sina.com.cn/complaint/view/17354849391/,投诉,京东客服,开发票,今年7月份买的电动车，要开具机动车销售发票才能上牌，联系京东就一直在和厂家联系，我跟厂家联系，厂家说自营的不需要厂家，京东这边就一直跟我说有专员跟进，就这么一直拖了一个多月,已完成
4501,哈啰出行电动车乱扣调度费,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354965354/,投诉,哈啰出行客服,退款,经常用哈啰出行电动车，每次走的固定路线，都没问题。今天骑着骑着突然说超出服务区就停电了，骑又骑不动，车太重推也不好推，无奈只好就地还车，然后提示扣30元超区服务费，联系人工客服又打不通。既然是超区了那路边为什么那么多哈啰电动车为什么超区间不收回，难道别人骑了都要算超区费这不是搞套路耍无赖吗，吃...,已完成
4502,飞驰出行共享电动车收费不合理，服务区小,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354918710/,投诉,飞驰出行,"退款,赔偿,道歉,作出处罚,改善服务,维修",乱收费 1.在微信小程序“飞驰出行”购买月卡解锁车辆后电动车显示没电，之后多次换车扫码均显示没电，也没人修理 2.月卡只能是骑行资格，不能抵扣车费 3.今天早上的订单，出发不到一公里（其实只骑了六百多米）就说我在服务区外，无法骑行 4.该品牌车辆很少 从买了月卡至今，相当于我花了三十多块钱骑了几百米 5.就是因...,待分配
4503,余额退款旧版本注册的不开放,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354918437/,投诉,觅马出行,"退款,改善服务",这个电动车2018年开始投放到我们城市，一直用到2019年，后来因为疫情大家大家都不太出门就很久没用，后来这个电动车在我们城市就消失了，前几天突然想起来有押金还没退，点了退押金显示余额退款功能只针对1.3.70之后注册的新用户开放，能退的每次还要收入2元服务费，这是不愿意退款故意使绊子，老用户凭什么不给退，凭什...,处理中
4504,惠多省首页上写着19.9抢电动车，骗人,2021-08-28,https://tousu.sina.com.cn/complaint/view/17354672146/,投诉,惠多省津贴卡,退款,惠多省首页上写着19.9抢电动车，支付完发现是充值了会员。误导消费，欺骗老年人，要求退款。,已完成
4505,聚宝卡虚假宣传,2021-08-23,https://tousu.sina.com.cn/complaint/view/17354592216/,投诉,聚宝卡生活,退款,在快手看到19.9买电动车，付款后发现并没有订单信息,已完成
4506,美团电动车骑行,2021-08-22,https://tousu.sina.com.cn/complaint/view/17354566039/,投诉,美团网客服小美,退款,通过美团app骑行扫电动车，使用合同已经形成，我临时锁车吃饭。出来车没了，你们还扣我钱美团都这么干,已完成
4507,五八同城d二手电动车行,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354899904/,投诉,58同城客服,"退款,赔偿",五八同城购买电动车支付宝付款，送来与描述严重不符车辆损坏，商家说报销送货费也不报销，找五八投诉说证据不足不作为，证据已多次上传。,已回复
4508,当时就莫名其妙被中介骗了签了高价车 6500,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354907181/,投诉,人人租机网,"退款,赔偿,作出处罚",现在找卖家 不回信息 人人租机的租车客服就是中介 合伙坑人两个都不回我信息 希望严格处理这个 一个平均1000多的电动车 要我们6500,已回复
4509,典鸽电动车工厂店的电动车电池质量太差并且不提供保修服务,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354764094/,投诉,阿里客服,维修,电动车的电池无法充电，典鸽电动车工厂店（淘宝商家）以长时间不使用及不充电为由拒绝提供保修服务。但在客户购买前及购买后并未提醒客户电池的有关保养事项，我多次提出是否有提醒顾客时，商家避重就轻，没有正面回答我的问题，并且以诡辩的方式来反驳。其次，电池没有出厂日期等关键信息，不知道是否为三无产品。并且...,处理中
4510,在自营店购买的机动车不给开机动车销售发票,2021-09-08,https://tousu.sina.com.cn/complaint/view/17354849391/,投诉,京东客服,开发票,今年7月份买的电动车，要开具机动车销售发票才能上牌，联系京东就一直在和厂家联系，我跟厂家联系，厂家说自营的不需要厂家，京东这边就一直跟我说有专员跟进，就这么一直拖了一个多月,已完成
4511,哈啰出行电动车乱扣调度费,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354965354/,投诉,哈啰出行客服,退款,经常用哈啰出行电动车，每次走的固定路线，都没问题。今天骑着骑着突然说超出服务区就停电了，骑又骑不动，车太重推也不好推，无奈只好就地还车，然后提示扣30元超区服务费，联系人工客服又打不通。既然是超区了那路边为什么那么多哈啰电动车为什么超区间不收回，难道别人骑了都要算超区费这不是搞套路耍无赖吗，吃...,已完成
4512,飞驰出行共享电动车收费不合理，服务区小,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354918710/,投诉,飞驰出行,"退款,赔偿,道歉,作出处罚,改善服务,维修",乱收费 1.在微信小程序“飞驰出行”购买月卡解锁车辆后电动车显示没电，之后多次换车扫码均显示没电，也没人修理 2.月卡只能是骑行资格，不能抵扣车费 3.今天早上的订单，出发不到一公里（其实只骑了六百多米）就说我在服务区外，无法骑行 4.该品牌车辆很少 从买了月卡至今，相当于我花了三十多块钱骑了几百米 5.就是因...,待分配
4513,余额退款旧版本注册的不开放,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354918437/,投诉,觅马出行,"退款,改善服务",这个电动车2018年开始投放到我们城市，一直用到2019年，后来因为疫情大家大家都不太出门就很久没用，后来这个电动车在我们城市就消失了，前几天突然想起来有押金还没退，点了退押金显示余额退款功能只针对1.3.70之后注册的新用户开放，能退的每次还要收入2元服务费，这是不愿意退款故意使绊子，老用户凭什么不给退，凭什...,处理中
4514,惠多省首页上写着19.9抢电动车，骗人,2021-08-28,https://tousu.sina.com.cn/complaint/view/17354672146/,投诉,惠多省津贴卡,退款,惠多省首页上写着19.9抢电动车，支付完发现是充值了会员。误导消费，欺骗老年人，要求退款。,已完成
4515,聚宝卡虚假宣传,2021-08-23,https://tousu.sina.com.cn/complaint/view/17354592216/,投诉,聚宝卡生活,退款,在快手看到19.9买电动车，付款后发现并没有订单信息,已完成
4516,美团电动车骑行,2021-08-22,https://tousu.sina.com.cn/complaint/view/17354566039/,投诉,美团网客服小美,退款,通过美团app骑行扫电动车，使用合同已经形成，我临时锁车吃饭。出来车没了，你们还扣我钱美团都这么干,已完成
4517,五八同城d二手电动车行,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354899904/,投诉,58同城客服,"退款,赔偿",五八同城购买电动车支付宝付款，送来与描述严重不符车辆损坏，商家说报销送货费也不报销，找五八投诉说证据不足不作为，证据已多次上传。,已回复
4518,当时就莫名其妙被中介骗了签了高价车 6500,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354907181/,投诉,人人租机网,"退款,赔偿,作出处罚",现在找卖家 不回信息 人人租机的租车客服就是中介 合伙坑人两个都不回我信息 希望严格处理这个 一个平均1000多的电动车 要我们6500,已回复
4519,典鸽电动车工厂店的电动车电池质量太差并且不提供保修服务,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354764094/,投诉,阿里客服,维修,电动车的电池无法充电，典鸽电动车工厂店（淘宝商家）以长时间不使用及不充电为由拒绝提供保修服务。但在客户购买前及购买后并未提醒客户电池的有关保养事项，我多次提出是否有提醒顾客时，商家避重就轻，没有正面回答我的问题，并且以诡辩的方式来反驳。其次，电池没有出厂日期等关键信息，不知道是否为三无产品。并且...,处理中
4520,在自营店购买的机动车不给开机动车销售发票,2021-09-08,https://tousu.sina.com.cn/complaint/view/17354849391/,投诉,京东客服,开发票,今年7月份买的电动车，要开具机动车销售发票才能上牌，联系京东就一直在和厂家联系，我跟厂家联系，厂家说自营的不需要厂家，京东这边就一直跟我说有专员跟进，就这么一直拖了一个多月,已完成
4521,哈啰出行电动车乱扣调度费,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354965354/,投诉,哈啰出行客服,退款,经常用哈啰出行电动车，每次走的固定路线，都没问题。今天骑着骑着突然说超出服务区就停电了，骑又骑不动，车太重推也不好推，无奈只好就地还车，然后提示扣30元超区服务费，联系人工客服又打不通。既然是超区了那路边为什么那么多哈啰电动车为什么超区间不收回，难道别人骑了都要算超区费这不是搞套路耍无赖吗，吃...,已完成
4522,飞驰出行共享电动车收费不合理，服务区小,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354918710/,投诉,飞驰出行,"退款,赔偿,道歉,作出处罚,改善服务,维修",乱收费 1.在微信小程序“飞驰出行”购买月卡解锁车辆后电动车显示没电，之后多次换车扫码均显示没电，也没人修理 2.月卡只能是骑行资格，不能抵扣车费 3.今天早上的订单，出发不到一公里（其实只骑了六百多米）就说我在服务区外，无法骑行 4.该品牌车辆很少 从买了月卡至今，相当于我花了三十多块钱骑了几百米 5.就是因...,待分配
4523,余额退款旧版本注册的不开放,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354918437/,投诉,觅马出行,"退款,改善服务",这个电动车2018年开始投放到我们城市，一直用到2019年，后来因为疫情大家大家都不太出门就很久没用，后来这个电动车在我们城市就消失了，前几天突然想起来有押金还没退，点了退押金显示余额退款功能只针对1.3.70之后注册的新用户开放，能退的每次还要收入2元服务费，这是不愿意退款故意使绊子，老用户凭什么不给退，凭什...,处理中
4524,惠多省首页上写着19.9抢电动车，骗人,2021-08-28,https://tousu.sina.com.cn/complaint/view/17354672146/,投诉,惠多省津贴卡,退款,惠多省首页上写着19.9抢电动车，支付完发现是充值了会员。误导消费，欺骗老年人，要求退款。,已完成
4525,聚宝卡虚假宣传,2021-08-23,https://tousu.sina.com.cn/complaint/view/17354592216/,投诉,聚宝卡生活,退款,在快手看到19.9买电动车，付款后发现并没有订单信息,已完成
4526,美团电动车骑行,2021-08-22,https://tousu.sina.com.cn/complaint/view/17354566039/,投诉,美团网客服小美,退款,通过美团app骑行扫电动车，使用合同已经形成，我临时锁车吃饭。出来车没了，你们还扣我钱美团都这么干,已完成
4527,五八同城d二手电动车行,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354899904/,投诉,58同城客服,"退款,赔偿",五八同城购买电动车支付宝付款，送来与描述严重不符车辆损坏，商家说报销送货费也不报销，找五八投诉说证据不足不作为，证据已多次上传。,已回复
4528,当时就莫名其妙被中介骗了签了高价车 6500,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354907181/,投诉,人人租机网,"退款,赔偿,作出处罚",现在找卖家 不回信息 人人租机的租车客服就是中介 合伙坑人两个都不回我信息 希望严格处理这个 一个平均1000多的电动车 要我们6500,已回复
4529,典鸽电动车工厂店的电动车电池质量太差并且不提供保修服务,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354764094/,投诉,阿里客服,维修,电动车的电池无法充电，典鸽电动车工厂店（淘宝商家）以长时间不使用及不充电为由拒绝提供保修服务。但在客户购买前及购买后并未提醒客户电池的有关保养事项，我多次提出是否有提醒顾客时，商家避重就轻，没有正面回答我的问题，并且以诡辩的方式来反驳。其次，电池没有出厂日期等关键信息，不知道是否为三无产品。并且...,处理中
4530,在自营店购买的机动车不给开机动车销售发票,2021-09-08,https://tousu.sina.com.cn/complaint/view/17354849391/,投诉,京东客服,开发票,今年7月份买的电动车，要开具机动车销售发票才能上牌，联系京东就一直在和厂家联系，我跟厂家联系，厂家说自营的不需要厂家，京东这边就一直跟我说有专员跟进，就这么一直拖了一个多月,已完成
4531,哈啰出行电动车乱扣调度费,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354965354/,投诉,哈啰出行客服,退款,经常用哈啰出行电动车，每次走的固定路线，都没问题。今天骑着骑着突然说超出服务区就停电了，骑又骑不动，车太重推也不好推，无奈只好就地还车，然后提示扣30元超区服务费，联系人工客服又打不通。既然是超区了那路边为什么那么多哈啰电动车为什么超区间不收回，难道别人骑了都要算超区费这不是搞套路耍无赖吗，吃...,已完成
4532,飞驰出行共享电动车收费不合理，服务区小,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354918710/,投诉,飞驰出行,"退款,赔偿,道歉,作出处罚,改善服务,维修",乱收费 1.在微信小程序“飞驰出行”购买月卡解锁车辆后电动车显示没电，之后多次换车扫码均显示没电，也没人修理 2.月卡只能是骑行资格，不能抵扣车费 3.今天早上的订单，出发不到一公里（其实只骑了六百多米）就说我在服务区外，无法骑行 4.该品牌车辆很少 从买了月卡至今，相当于我花了三十多块钱骑了几百米 5.就是因...,待分配
4533,余额退款旧版本注册的不开放,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354918437/,投诉,觅马出行,"退款,改善服务",这个电动车2018年开始投放到我们城市，一直用到2019年，后来因为疫情大家大家都不太出门就很久没用，后来这个电动车在我们城市就消失了，前几天突然想起来有押金还没退，点了退押金显示余额退款功能只针对1.3.70之后注册的新用户开放，能退的每次还要收入2元服务费，这是不愿意退款故意使绊子，老用户凭什么不给退，凭什...,处理中
4534,惠多省首页上写着19.9抢电动车，骗人,2021-08-28,https://tousu.sina.com.cn/complaint/view/17354672146/,投诉,惠多省津贴卡,退款,惠多省首页上写着19.9抢电动车，支付完发现是充值了会员。误导消费，欺骗老年人，要求退款。,已完成
4535,聚宝卡虚假宣传,2021-08-23,https://tousu.sina.com.cn/complaint/view/17354592216/,投诉,聚宝卡生活,退款,在快手看到19.9买电动车，付款后发现并没有订单信息,已完成
4536,美团电动车骑行,2021-08-22,https://tousu.sina.com.cn/complaint/view/17354566039/,投诉,美团网客服小美,退款,通过美团app骑行扫电动车，使用合同已经形成，我临时锁车吃饭。出来车没了，你们还扣我钱美团都这么干,已完成
4537,五八同城d二手电动车行,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354899904/,投诉,58同城客服,"退款,赔偿",五八同城购买电动车支付宝付款，送来与描述严重不符车辆损坏，商家说报销送货费也不报销，找五八投诉说证据不足不作为，证据已多次上传。,已回复
4538,当时就莫名其妙被中介骗了签了高价车 6500,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354907181/,投诉,人人租机网,"退款,赔偿,作出处罚",现在找卖家 不回信息 人人租机的租车客服就是中介 合伙坑人两个都不回我信息 希望严格处理这个 一个平均1000多的电动车 要我们6500,已回复
